0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
217:empty-shot right shot5 cocktail2
218:empty-shot right shot5 cocktail3
219:empty-shot right shot5 cocktail4
220:empty-shot right shot5 ingredient1
221:empty-shot right shot5 ingredient2
222:empty-shot right shot5 ingredient3
223:empty-shot right shot5 ingredient4
224:empty-shot right shot5 ingredient5
225:empty-shot right shot5 ingredient6
226:fill-shot shot1 ingredient1 left right dispenser1
227:fill-shot shot1 ingredient1 right left dispenser1
228:fill-shot shot1 ingredient2 left right dispenser2
229:fill-shot shot1 ingredient2 right left dispenser2
230:fill-shot shot1 ingredient3 left right dispenser3
231:fill-shot shot1 ingredient3 right left dispenser3
232:fill-shot shot1 ingredient4 left right dispenser4
233:fill-shot shot1 ingredient4 right left dispenser4
234:fill-shot shot1 ingredient5 left right dispenser5
235:fill-shot shot1 ingredient5 right left dispenser5
236:fill-shot shot1 ingredient6 left right dispenser6
237:fill-shot shot1 ingredient6 right left dispenser6
238:fill-shot shot2 ingredient1 left right dispenser1
239:fill-shot shot2 ingredient1 right left dispenser1
240:fill-shot shot2 ingredient2 left right dispenser2
241:fill-shot shot2 ingredient2 right left dispenser2
242:fill-shot shot2 ingredient3 left right dispenser3
243:fill-shot shot2 ingredient3 right left dispenser3
244:fill-shot shot2 ingredient4 left right dispenser4
245:fill-shot shot2 ingredient4 right left dispenser4
246:fill-shot shot2 ingredient5 left right dispenser5
247:fill-shot shot2 ingredient5 right left dispenser5
248:fill-shot shot2 ingredient6 left right dispenser6
249:fill-shot shot2 ingredient6 right left dispenser6
250:fill-shot shot3 ingredient1 left right dispenser1
251:fill-shot shot3 ingredient1 right left dispenser1
252:fill-shot shot3 ingredient2 left right dispenser2
253:fill-shot shot3 ingredient2 right left dispenser2
254:fill-shot shot3 ingredient3 left right dispenser3
255:fill-shot shot3 ingredient3 right left dispenser3
256:fill-shot shot3 ingredient4 left right dispenser4
257:fill-shot shot3 ingredient4 right left dispenser4
258:fill-shot shot3 ingredient5 left right dispenser5
259:fill-shot shot3 ingredient5 right left dispenser5
260:fill-shot shot3 ingredient6 left right dispenser6
261:fill-shot shot3 ingredient6 right left dispenser6
262:fill-shot shot4 ingredient1 left right dispenser1
263:fill-shot shot4 ingredient1 right left dispenser1
264:fill-shot shot4 ingredient2 left right dispenser2
265:fill-shot shot4 ingredient2 right left dispenser2
266:fill-shot shot4 ingredient3 left right dispenser3
267:fill-shot shot4 ingredient3 right left dispenser3
268:fill-shot shot4 ingredient4 left right dispenser4
269:fill-shot shot4 ingredient4 right left dispenser4
270:fill-shot shot4 ingredient5 left right dispenser5
271:fill-shot shot4 ingredient5 right left dispenser5
272:fill-shot shot4 ingredient6 left right dispenser6
273:fill-shot shot4 ingredient6 right left dispenser6
274:fill-shot shot5 ingredient1 left right dispenser1
275:fill-shot shot5 ingredient1 right left dispenser1
276:fill-shot shot5 ingredient2 left right dispenser2
277:fill-shot shot5 ingredient2 right left dispenser2
278:fill-shot shot5 ingredient3 left right dispenser3
279:fill-shot shot5 ingredient3 right left dispenser3
280:fill-shot shot5 ingredient4 left right dispenser4
281:fill-shot shot5 ingredient4 right left dispenser4
282:fill-shot shot5 ingredient5 left right dispenser5
283:fill-shot shot5 ingredient5 right left dispenser5
284:fill-shot shot5 ingredient6 left right dispenser6
285:fill-shot shot5 ingredient6 right left dispenser6
286:grasp left shaker1
287:grasp left shot1
288:grasp left shot2
289:grasp left shot3
290:grasp left shot4
291:grasp left shot5
292:grasp right shaker1
293:grasp right shot1
294:grasp right shot2
295:grasp right shot3
296:grasp right shot4
297:grasp right shot5
298:leave left shaker1
299:leave left shot1
300:leave left shot2
301:leave left shot3
302:leave left shot4
303:leave left shot5
304:leave right shaker1
305:leave right shot1
306:leave right shot2
307:leave right shot3
308:leave right shot4
309:leave right shot5
310:pour-shaker-to-shot cocktail1 shot1 left shaker1 l1 l0
311:pour-shaker-to-shot cocktail1 shot1 left shaker1 l2 l1
312:pour-shaker-to-shot cocktail1 shot1 right shaker1 l1 l0
313:pour-shaker-to-shot cocktail1 shot1 right shaker1 l2 l1
314:pour-shaker-to-shot cocktail1 shot2 left shaker1 l1 l0
315:pour-shaker-to-shot cocktail1 shot2 left shaker1 l2 l1
316:pour-shaker-to-shot cocktail1 shot2 right shaker1 l1 l0
317:pour-shaker-to-shot cocktail1 shot2 right shaker1 l2 l1
318:pour-shaker-to-shot cocktail1 shot3 left shaker1 l1 l0
319:pour-shaker-to-shot cocktail1 shot3 left shaker1 l2 l1
320:pour-shaker-to-shot cocktail1 shot3 right shaker1 l1 l0
321:pour-shaker-to-shot cocktail1 shot3 right shaker1 l2 l1
322:pour-shaker-to-shot cocktail1 shot4 left shaker1 l1 l0
323:pour-shaker-to-shot cocktail1 shot4 left shaker1 l2 l1
324:pour-shaker-to-shot cocktail1 shot4 right shaker1 l1 l0
325:pour-shaker-to-shot cocktail1 shot4 right shaker1 l2 l1
326:pour-shaker-to-shot cocktail1 shot5 left shaker1 l1 l0
327:pour-shaker-to-shot cocktail1 shot5 left shaker1 l2 l1
328:pour-shaker-to-shot cocktail1 shot5 right shaker1 l1 l0
329:pour-shaker-to-shot cocktail1 shot5 right shaker1 l2 l1
330:pour-shaker-to-shot cocktail2 shot1 left shaker1 l1 l0
331:pour-shaker-to-shot cocktail2 shot1 left shaker1 l2 l1
332:pour-shaker-to-shot cocktail2 shot1 right shaker1 l1 l0
333:pour-shaker-to-shot cocktail2 shot1 right shaker1 l2 l1
334:pour-shaker-to-shot cocktail2 shot2 left shaker1 l1 l0
335:pour-shaker-to-shot cocktail2 shot2 left shaker1 l2 l1
336:pour-shaker-to-shot cocktail2 shot2 right shaker1 l1 l0
337:pour-shaker-to-shot cocktail2 shot2 right shaker1 l2 l1
338:pour-shaker-to-shot cocktail2 shot3 left shaker1 l1 l0
339:pour-shaker-to-shot cocktail2 shot3 left shaker1 l2 l1
340:pour-shaker-to-shot cocktail2 shot3 right shaker1 l1 l0
341:pour-shaker-to-shot cocktail2 shot3 right shaker1 l2 l1
342:pour-shaker-to-shot cocktail2 shot4 left shaker1 l1 l0
343:pour-shaker-to-shot cocktail2 shot4 left shaker1 l2 l1
344:pour-shaker-to-shot cocktail2 shot4 right shaker1 l1 l0
345:pour-shaker-to-shot cocktail2 shot4 right shaker1 l2 l1
346:pour-shaker-to-shot cocktail2 shot5 left shaker1 l1 l0
347:pour-shaker-to-shot cocktail2 shot5 left shaker1 l2 l1
348:pour-shaker-to-shot cocktail2 shot5 right shaker1 l1 l0
349:pour-shaker-to-shot cocktail2 shot5 right shaker1 l2 l1
350:pour-shaker-to-shot cocktail3 shot1 left shaker1 l1 l0
351:pour-shaker-to-shot cocktail3 shot1 left shaker1 l2 l1
352:pour-shaker-to-shot cocktail3 shot1 right shaker1 l1 l0
353:pour-shaker-to-shot cocktail3 shot1 right shaker1 l2 l1
354:pour-shaker-to-shot cocktail3 shot2 left shaker1 l1 l0
355:pour-shaker-to-shot cocktail3 shot2 left shaker1 l2 l1
356:pour-shaker-to-shot cocktail3 shot2 right shaker1 l1 l0
357:pour-shaker-to-shot cocktail3 shot2 right shaker1 l2 l1
358:pour-shaker-to-shot cocktail3 shot3 left shaker1 l1 l0
359:pour-shaker-to-shot cocktail3 shot3 left shaker1 l2 l1
360:pour-shaker-to-shot cocktail3 shot3 right shaker1 l1 l0
361:pour-shaker-to-shot cocktail3 shot3 right shaker1 l2 l1
362:pour-shaker-to-shot cocktail3 shot4 left shaker1 l1 l0
363:pour-shaker-to-shot cocktail3 shot4 left shaker1 l2 l1
364:pour-shaker-to-shot cocktail3 shot4 right shaker1 l1 l0
365:pour-shaker-to-shot cocktail3 shot4 right shaker1 l2 l1
366:pour-shaker-to-shot cocktail3 shot5 left shaker1 l1 l0
367:pour-shaker-to-shot cocktail3 shot5 left shaker1 l2 l1
368:pour-shaker-to-shot cocktail3 shot5 right shaker1 l1 l0
369:pour-shaker-to-shot cocktail3 shot5 right shaker1 l2 l1
370:pour-shaker-to-shot cocktail4 shot1 left shaker1 l1 l0
371:pour-shaker-to-shot cocktail4 shot1 left shaker1 l2 l1
372:pour-shaker-to-shot cocktail4 shot1 right shaker1 l1 l0
373:pour-shaker-to-shot cocktail4 shot1 right shaker1 l2 l1
374:pour-shaker-to-shot cocktail4 shot2 left shaker1 l1 l0
375:pour-shaker-to-shot cocktail4 shot2 left shaker1 l2 l1
376:pour-shaker-to-shot cocktail4 shot2 right shaker1 l1 l0
377:pour-shaker-to-shot cocktail4 shot2 right shaker1 l2 l1
378:pour-shaker-to-shot cocktail4 shot3 left shaker1 l1 l0
379:pour-shaker-to-shot cocktail4 shot3 left shaker1 l2 l1
380:pour-shaker-to-shot cocktail4 shot3 right shaker1 l1 l0
381:pour-shaker-to-shot cocktail4 shot3 right shaker1 l2 l1
382:pour-shaker-to-shot cocktail4 shot4 left shaker1 l1 l0
383:pour-shaker-to-shot cocktail4 shot4 left shaker1 l2 l1
384:pour-shaker-to-shot cocktail4 shot4 right shaker1 l1 l0
385:pour-shaker-to-shot cocktail4 shot4 right shaker1 l2 l1
386:pour-shaker-to-shot cocktail4 shot5 left shaker1 l1 l0
387:pour-shaker-to-shot cocktail4 shot5 left shaker1 l2 l1
388:pour-shaker-to-shot cocktail4 shot5 right shaker1 l1 l0
389:pour-shaker-to-shot cocktail4 shot5 right shaker1 l2 l1
390:pour-shaker-to-shot ingredient1 shot1 left shaker1 l1 l0
391:pour-shaker-to-shot ingredient1 shot1 left shaker1 l2 l1
392:pour-shaker-to-shot ingredient1 shot1 right shaker1 l1 l0
393:pour-shaker-to-shot ingredient1 shot1 right shaker1 l2 l1
394:pour-shaker-to-shot ingredient1 shot2 left shaker1 l1 l0
395:pour-shaker-to-shot ingredient1 shot2 left shaker1 l2 l1
396:pour-shaker-to-shot ingredient1 shot2 right shaker1 l1 l0
397:pour-shaker-to-shot ingredient1 shot2 right shaker1 l2 l1
398:pour-shaker-to-shot ingredient1 shot3 left shaker1 l1 l0
399:pour-shaker-to-shot ingredient1 shot3 left shaker1 l2 l1
400:pour-shaker-to-shot ingredient1 shot3 right shaker1 l1 l0
401:pour-shaker-to-shot ingredient1 shot3 right shaker1 l2 l1
402:pour-shaker-to-shot ingredient1 shot4 left shaker1 l1 l0
403:pour-shaker-to-shot ingredient1 shot4 left shaker1 l2 l1
404:pour-shaker-to-shot ingredient1 shot4 right shaker1 l1 l0
405:pour-shaker-to-shot ingredient1 shot4 right shaker1 l2 l1
406:pour-shaker-to-shot ingredient1 shot5 left shaker1 l1 l0
407:pour-shaker-to-shot ingredient1 shot5 left shaker1 l2 l1
408:pour-shaker-to-shot ingredient1 shot5 right shaker1 l1 l0
409:pour-shaker-to-shot ingredient1 shot5 right shaker1 l2 l1
410:pour-shaker-to-shot ingredient2 shot1 left shaker1 l1 l0
411:pour-shaker-to-shot ingredient2 shot1 left shaker1 l2 l1
412:pour-shaker-to-shot ingredient2 shot1 right shaker1 l1 l0
413:pour-shaker-to-shot ingredient2 shot1 right shaker1 l2 l1
414:pour-shaker-to-shot ingredient2 shot2 left shaker1 l1 l0
415:pour-shaker-to-shot ingredient2 shot2 left shaker1 l2 l1
416:pour-shaker-to-shot ingredient2 shot2 right shaker1 l1 l0
417:pour-shaker-to-shot ingredient2 shot2 right shaker1 l2 l1
418:pour-shaker-to-shot ingredient2 shot3 left shaker1 l1 l0
419:pour-shaker-to-shot ingredient2 shot3 left shaker1 l2 l1
420:pour-shaker-to-shot ingredient2 shot3 right shaker1 l1 l0
421:pour-shaker-to-shot ingredient2 shot3 right shaker1 l2 l1
422:pour-shaker-to-shot ingredient2 shot4 left shaker1 l1 l0
423:pour-shaker-to-shot ingredient2 shot4 left shaker1 l2 l1
424:pour-shaker-to-shot ingredient2 shot4 right shaker1 l1 l0
425:pour-shaker-to-shot ingredient2 shot4 right shaker1 l2 l1
426:pour-shaker-to-shot ingredient2 shot5 left shaker1 l1 l0
427:pour-shaker-to-shot ingredient2 shot5 left shaker1 l2 l1
428:pour-shaker-to-shot ingredient2 shot5 right shaker1 l1 l0
429:pour-shaker-to-shot ingredient2 shot5 right shaker1 l2 l1
430:pour-shaker-to-shot ingredient3 shot1 left shaker1 l1 l0
431:pour-shaker-to-shot ingredient3 shot1 left shaker1 l2 l1
432:pour-shaker-to-shot ingredient3 shot1 right shaker1 l1 l0
433:pour-shaker-to-shot ingredient3 shot1 right shaker1 l2 l1
434:pour-shaker-to-shot ingredient3 shot2 left shaker1 l1 l0
435:pour-shaker-to-shot ingredient3 shot2 left shaker1 l2 l1
436:pour-shaker-to-shot ingredient3 shot2 right shaker1 l1 l0
437:pour-shaker-to-shot ingredient3 shot2 right shaker1 l2 l1
438:pour-shaker-to-shot ingredient3 shot3 left shaker1 l1 l0
439:pour-shaker-to-shot ingredient3 shot3 left shaker1 l2 l1
440:pour-shaker-to-shot ingredient3 shot3 right shaker1 l1 l0
441:pour-shaker-to-shot ingredient3 shot3 right shaker1 l2 l1
442:pour-shaker-to-shot ingredient3 shot4 left shaker1 l1 l0
443:pour-shaker-to-shot ingredient3 shot4 left shaker1 l2 l1
444:pour-shaker-to-shot ingredient3 shot4 right shaker1 l1 l0
445:pour-shaker-to-shot ingredient3 shot4 right shaker1 l2 l1
446:pour-shaker-to-shot ingredient3 shot5 left shaker1 l1 l0
447:pour-shaker-to-shot ingredient3 shot5 left shaker1 l2 l1
448:pour-shaker-to-shot ingredient3 shot5 right shaker1 l1 l0
449:pour-shaker-to-shot ingredient3 shot5 right shaker1 l2 l1
450:pour-shaker-to-shot ingredient4 shot1 left shaker1 l1 l0
451:pour-shaker-to-shot ingredient4 shot1 left shaker1 l2 l1
452:pour-shaker-to-shot ingredient4 shot1 right shaker1 l1 l0
453:pour-shaker-to-shot ingredient4 shot1 right shaker1 l2 l1
454:pour-shaker-to-shot ingredient4 shot2 left shaker1 l1 l0
455:pour-shaker-to-shot ingredient4 shot2 left shaker1 l2 l1
456:pour-shaker-to-shot ingredient4 shot2 right shaker1 l1 l0
457:pour-shaker-to-shot ingredient4 shot2 right shaker1 l2 l1
458:pour-shaker-to-shot ingredient4 shot3 left shaker1 l1 l0
459:pour-shaker-to-shot ingredient4 shot3 left shaker1 l2 l1
460:pour-shaker-to-shot ingredient4 shot3 right shaker1 l1 l0
461:pour-shaker-to-shot ingredient4 shot3 right shaker1 l2 l1
462:pour-shaker-to-shot ingredient4 shot4 left shaker1 l1 l0
463:pour-shaker-to-shot ingredient4 shot4 left shaker1 l2 l1
464:pour-shaker-to-shot ingredient4 shot4 right shaker1 l1 l0
465:pour-shaker-to-shot ingredient4 shot4 right shaker1 l2 l1
466:pour-shaker-to-shot ingredient4 shot5 left shaker1 l1 l0
467:pour-shaker-to-shot ingredient4 shot5 left shaker1 l2 l1
468:pour-shaker-to-shot ingredient4 shot5 right shaker1 l1 l0
469:pour-shaker-to-shot ingredient4 shot5 right shaker1 l2 l1
470:pour-shaker-to-shot ingredient5 shot1 left shaker1 l1 l0
471:pour-shaker-to-shot ingredient5 shot1 left shaker1 l2 l1
472:pour-shaker-to-shot ingredient5 shot1 right shaker1 l1 l0
473:pour-shaker-to-shot ingredient5 shot1 right shaker1 l2 l1
474:pour-shaker-to-shot ingredient5 shot2 left shaker1 l1 l0
475:pour-shaker-to-shot ingredient5 shot2 left shaker1 l2 l1
476:pour-shaker-to-shot ingredient5 shot2 right shaker1 l1 l0
477:pour-shaker-to-shot ingredient5 shot2 right shaker1 l2 l1
478:pour-shaker-to-shot ingredient5 shot3 left shaker1 l1 l0
479:pour-shaker-to-shot ingredient5 shot3 left shaker1 l2 l1
480:pour-shaker-to-shot ingredient5 shot3 right shaker1 l1 l0
481:pour-shaker-to-shot ingredient5 shot3 right shaker1 l2 l1
482:pour-shaker-to-shot ingredient5 shot4 left shaker1 l1 l0
483:pour-shaker-to-shot ingredient5 shot4 left shaker1 l2 l1
484:pour-shaker-to-shot ingredient5 shot4 right shaker1 l1 l0
485:pour-shaker-to-shot ingredient5 shot4 right shaker1 l2 l1
486:pour-shaker-to-shot ingredient5 shot5 left shaker1 l1 l0
487:pour-shaker-to-shot ingredient5 shot5 left shaker1 l2 l1
488:pour-shaker-to-shot ingredient5 shot5 right shaker1 l1 l0
489:pour-shaker-to-shot ingredient5 shot5 right shaker1 l2 l1
490:pour-shaker-to-shot ingredient6 shot1 left shaker1 l1 l0
491:pour-shaker-to-shot ingredient6 shot1 left shaker1 l2 l1
492:pour-shaker-to-shot ingredient6 shot1 right shaker1 l1 l0
493:pour-shaker-to-shot ingredient6 shot1 right shaker1 l2 l1
494:pour-shaker-to-shot ingredient6 shot2 left shaker1 l1 l0
495:pour-shaker-to-shot ingredient6 shot2 left shaker1 l2 l1
496:pour-shaker-to-shot ingredient6 shot2 right shaker1 l1 l0
497:pour-shaker-to-shot ingredient6 shot2 right shaker1 l2 l1
498:pour-shaker-to-shot ingredient6 shot3 left shaker1 l1 l0
499:pour-shaker-to-shot ingredient6 shot3 left shaker1 l2 l1
500:pour-shaker-to-shot ingredient6 shot3 right shaker1 l1 l0
501:pour-shaker-to-shot ingredient6 shot3 right shaker1 l2 l1
502:pour-shaker-to-shot ingredient6 shot4 left shaker1 l1 l0
503:pour-shaker-to-shot ingredient6 shot4 left shaker1 l2 l1
504:pour-shaker-to-shot ingredient6 shot4 right shaker1 l1 l0
505:pour-shaker-to-shot ingredient6 shot4 right shaker1 l2 l1
506:pour-shaker-to-shot ingredient6 shot5 left shaker1 l1 l0
507:pour-shaker-to-shot ingredient6 shot5 left shaker1 l2 l1
508:pour-shaker-to-shot ingredient6 shot5 right shaker1 l1 l0
509:pour-shaker-to-shot ingredient6 shot5 right shaker1 l2 l1
510:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l0 l1
511:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l1 l2
512:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l0 l1
513:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l1 l2
514:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l0 l1
515:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l1 l2
516:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l0 l1
517:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l1 l2
518:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l0 l1
519:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l1 l2
520:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l0 l1
521:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l1 l2
522:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l0 l1
523:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l1 l2
524:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l0 l1
525:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l1 l2
526:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 left l0 l1
527:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 left l1 l2
528:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 right l0 l1
529:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 right l1 l2
