0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
121:drop hoist2 crate5 crate4 depot0
122:drop hoist2 crate5 pallet0 depot0
123:drop hoist2 crate5 pallet2 depot0
124:lift hoist0 crate0 crate1 depot0
125:lift hoist0 crate0 crate2 depot0
126:lift hoist0 crate0 crate3 depot0
127:lift hoist0 crate0 crate4 depot0
128:lift hoist0 crate0 crate5 depot0
129:lift hoist0 crate0 pallet0 depot0
130:lift hoist0 crate0 pallet1 depot0
131:lift hoist0 crate0 pallet2 depot0
132:lift hoist0 crate1 crate0 depot0
133:lift hoist0 crate1 crate2 depot0
134:lift hoist0 crate1 crate3 depot0
135:lift hoist0 crate1 crate4 depot0
136:lift hoist0 crate1 crate5 depot0
137:lift hoist0 crate1 pallet0 depot0
138:lift hoist0 crate1 pallet1 depot0
139:lift hoist0 crate1 pallet2 depot0
140:lift hoist0 crate2 crate0 depot0
141:lift hoist0 crate2 crate1 depot0
142:lift hoist0 crate2 crate3 depot0
143:lift hoist0 crate2 crate4 depot0
144:lift hoist0 crate2 crate5 depot0
145:lift hoist0 crate2 pallet0 depot0
146:lift hoist0 crate2 pallet1 depot0
147:lift hoist0 crate2 pallet2 depot0
148:lift hoist0 crate3 crate0 depot0
149:lift hoist0 crate3 crate1 depot0
150:lift hoist0 crate3 crate2 depot0
151:lift hoist0 crate3 crate4 depot0
152:lift hoist0 crate3 crate5 depot0
153:lift hoist0 crate3 pallet0 depot0
154:lift hoist0 crate3 pallet1 depot0
155:lift hoist0 crate3 pallet2 depot0
156:lift hoist0 crate4 crate0 depot0
157:lift hoist0 crate4 crate1 depot0
158:lift hoist0 crate4 crate2 depot0
159:lift hoist0 crate4 crate3 depot0
160:lift hoist0 crate4 crate5 depot0
161:lift hoist0 crate4 pallet0 depot0
162:lift hoist0 crate4 pallet1 depot0
163:lift hoist0 crate4 pallet2 depot0
164:lift hoist0 crate5 crate0 depot0
165:lift hoist0 crate5 crate1 depot0
166:lift hoist0 crate5 crate2 depot0
167:lift hoist0 crate5 crate3 depot0
168:lift hoist0 crate5 crate4 depot0
169:lift hoist0 crate5 pallet0 depot0
170:lift hoist0 crate5 pallet1 depot0
171:lift hoist0 crate5 pallet2 depot0
172:lift hoist1 crate0 crate1 distributor0
173:lift hoist1 crate0 crate2 distributor0
174:lift hoist1 crate0 crate3 distributor0
175:lift hoist1 crate0 crate4 distributor0
176:lift hoist1 crate0 crate5 distributor0
177:lift hoist1 crate0 pallet0 distributor0
178:lift hoist1 crate0 pallet1 distributor0
179:lift hoist1 crate0 pallet2 distributor0
180:lift hoist1 crate1 crate0 distributor0
181:lift hoist1 crate1 crate2 distributor0
182:lift hoist1 crate1 crate3 distributor0
183:lift hoist1 crate1 crate4 distributor0
184:lift hoist1 crate1 crate5 distributor0
185:lift hoist1 crate1 pallet0 distributor0
186:lift hoist1 crate1 pallet1 distributor0
187:lift hoist1 crate1 pallet2 distributor0
188:lift hoist1 crate2 crate0 distributor0
189:lift hoist1 crate2 crate1 distributor0
190:lift hoist1 crate2 crate3 distributor0
191:lift hoist1 crate2 crate4 distributor0
192:lift hoist1 crate2 crate5 distributor0
193:lift hoist1 crate2 pallet0 distributor0
194:lift hoist1 crate2 pallet1 distributor0
195:lift hoist1 crate2 pallet2 distributor0
196:lift hoist1 crate3 crate0 distributor0
197:lift hoist1 crate3 crate1 distributor0
198:lift hoist1 crate3 crate2 distributor0
199:lift hoist1 crate3 crate4 distributor0
200:lift hoist1 crate3 crate5 distributor0
201:lift hoist1 crate3 pallet0 distributor0
202:lift hoist1 crate3 pallet1 distributor0
203:lift hoist1 crate3 pallet2 distributor0
204:lift hoist1 crate4 crate0 distributor0
205:lift hoist1 crate4 crate1 distributor0
206:lift hoist1 crate4 crate2 distributor0
207:lift hoist1 crate4 crate3 distributor0
208:lift hoist1 crate4 crate5 distributor0
209:lift hoist1 crate4 pallet0 distributor0
210:lift hoist1 crate4 pallet1 distributor0
211:lift hoist1 crate4 pallet2 distributor0
212:lift hoist1 crate5 crate0 distributor0
213:lift hoist1 crate5 crate1 distributor0
214:lift hoist1 crate5 crate2 distributor0
215:lift hoist1 crate5 crate3 distributor0
216:lift hoist1 crate5 crate4 distributor0
217:lift hoist1 crate5 pallet0 distributor0
218:lift hoist1 crate5 pallet1 distributor0
219:lift hoist1 crate5 pallet2 distributor0
220:lift hoist2 crate0 crate1 depot0
221:lift hoist2 crate0 crate2 depot0
222:lift hoist2 crate0 crate3 depot0
223:lift hoist2 crate0 crate4 depot0
224:lift hoist2 crate0 crate5 depot0
225:lift hoist2 crate0 pallet0 depot0
226:lift hoist2 crate0 pallet1 depot0
227:lift hoist2 crate0 pallet2 depot0
228:lift hoist2 crate1 crate0 depot0
229:lift hoist2 crate1 crate2 depot0
230:lift hoist2 crate1 crate3 depot0
231:lift hoist2 crate1 crate4 depot0
232:lift hoist2 crate1 crate5 depot0
233:lift hoist2 crate1 pallet0 depot0
234:lift hoist2 crate1 pallet1 depot0
235:lift hoist2 crate1 pallet2 depot0
236:lift hoist2 crate2 crate0 depot0
237:lift hoist2 crate2 crate1 depot0
238:lift hoist2 crate2 crate3 depot0
239:lift hoist2 crate2 crate4 depot0
240:lift hoist2 crate2 crate5 depot0
241:lift hoist2 crate2 pallet0 depot0
242:lift hoist2 crate2 pallet1 depot0
243:lift hoist2 crate2 pallet2 depot0
244:lift hoist2 crate3 crate0 depot0
245:lift hoist2 crate3 crate1 depot0
246:lift hoist2 crate3 crate2 depot0
247:lift hoist2 crate3 crate4 depot0
248:lift hoist2 crate3 crate5 depot0
249:lift hoist2 crate3 pallet0 depot0
250:lift hoist2 crate3 pallet1 depot0
251:lift hoist2 crate3 pallet2 depot0
252:lift hoist2 crate4 crate0 depot0
253:lift hoist2 crate4 crate1 depot0
254:lift hoist2 crate4 crate2 depot0
255:lift hoist2 crate4 crate3 depot0
256:lift hoist2 crate4 crate5 depot0
257:lift hoist2 crate4 pallet0 depot0
258:lift hoist2 crate4 pallet1 depot0
259:lift hoist2 crate4 pallet2 depot0
260:lift hoist2 crate5 crate0 depot0
261:lift hoist2 crate5 crate1 depot0
262:lift hoist2 crate5 crate2 depot0
263:lift hoist2 crate5 crate3 depot0
264:lift hoist2 crate5 crate4 depot0
265:lift hoist2 crate5 pallet0 depot0
266:lift hoist2 crate5 pallet1 depot0
267:lift hoist2 crate5 pallet2 depot0
268:load hoist0 crate0 truck0 depot0
269:load hoist0 crate0 truck1 depot0
270:load hoist0 crate1 truck0 depot0
271:load hoist0 crate1 truck1 depot0
272:load hoist0 crate2 truck0 depot0
273:load hoist0 crate2 truck1 depot0
274:load hoist0 crate3 truck0 depot0
275:load hoist0 crate3 truck1 depot0
276:load hoist0 crate4 truck0 depot0
277:load hoist0 crate4 truck1 depot0
278:load hoist0 crate5 truck0 depot0
279:load hoist0 crate5 truck1 depot0
280:load hoist1 crate0 truck0 distributor0
281:load hoist1 crate0 truck1 distributor0
282:load hoist1 crate1 truck0 distributor0
283:load hoist1 crate1 truck1 distributor0
284:load hoist1 crate2 truck0 distributor0
285:load hoist1 crate2 truck1 distributor0
286:load hoist1 crate3 truck0 distributor0
287:load hoist1 crate3 truck1 distributor0
288:load hoist1 crate4 truck0 distributor0
289:load hoist1 crate4 truck1 distributor0
290:load hoist1 crate5 truck0 distributor0
291:load hoist1 crate5 truck1 distributor0
292:load hoist2 crate0 truck0 depot0
293:load hoist2 crate0 truck1 depot0
294:load hoist2 crate1 truck0 depot0
295:load hoist2 crate1 truck1 depot0
296:load hoist2 crate2 truck0 depot0
297:load hoist2 crate2 truck1 depot0
298:load hoist2 crate3 truck0 depot0
299:load hoist2 crate3 truck1 depot0
300:load hoist2 crate4 truck0 depot0
301:load hoist2 crate4 truck1 depot0
302:load hoist2 crate5 truck0 depot0
303:load hoist2 crate5 truck1 depot0
304:unload hoist0 crate0 truck0 depot0
305:unload hoist0 crate0 truck1 depot0
306:unload hoist0 crate1 truck0 depot0
307:unload hoist0 crate1 truck1 depot0
308:unload hoist0 crate2 truck0 depot0
309:unload hoist0 crate2 truck1 depot0
310:unload hoist0 crate3 truck0 depot0
311:unload hoist0 crate3 truck1 depot0
312:unload hoist0 crate4 truck0 depot0
313:unload hoist0 crate4 truck1 depot0
314:unload hoist0 crate5 truck0 depot0
315:unload hoist0 crate5 truck1 depot0
316:unload hoist1 crate0 truck0 distributor0
317:unload hoist1 crate0 truck1 distributor0
318:unload hoist1 crate1 truck0 distributor0
319:unload hoist1 crate1 truck1 distributor0
320:unload hoist1 crate2 truck0 distributor0
321:unload hoist1 crate2 truck1 distributor0
322:unload hoist1 crate3 truck0 distributor0
323:unload hoist1 crate3 truck1 distributor0
324:unload hoist1 crate4 truck0 distributor0
325:unload hoist1 crate4 truck1 distributor0
326:unload hoist1 crate5 truck0 distributor0
327:unload hoist1 crate5 truck1 distributor0
328:unload hoist2 crate0 truck0 depot0
329:unload hoist2 crate0 truck1 depot0
330:unload hoist2 crate1 truck0 depot0
331:unload hoist2 crate1 truck1 depot0
332:unload hoist2 crate2 truck0 depot0
333:unload hoist2 crate2 truck1 depot0
334:unload hoist2 crate3 truck0 depot0
335:unload hoist2 crate3 truck1 depot0
336:unload hoist2 crate4 truck0 depot0
337:unload hoist2 crate4 truck1 depot0
338:unload hoist2 crate5 truck0 depot0
339:unload hoist2 crate5 truck1 depot0
