0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drive truck2 depot0 depot1
13:drive truck2 depot0 distributor0
14:drive truck2 depot1 depot0
15:drive truck2 depot1 distributor0
16:drive truck2 distributor0 depot0
17:drive truck2 distributor0 depot1
83:lift hoist0 crate2 pallet2 depot0
84:lift hoist0 crate3 crate0 depot0
85:lift hoist0 crate3 crate1 depot0
86:lift hoist0 crate3 crate2 depot0
87:lift hoist0 crate3 pallet0 depot0
88:lift hoist0 crate3 pallet1 depot0
89:lift hoist0 crate3 pallet2 depot0
90:lift hoist1 crate0 crate1 depot1
91:lift hoist1 crate0 crate2 depot1
92:lift hoist1 crate0 crate3 depot1
93:lift hoist1 crate0 pallet0 depot1
94:lift hoist1 crate0 pallet1 depot1
95:lift hoist1 crate0 pallet2 depot1
96:lift hoist1 crate1 crate0 depot1
97:lift hoist1 crate1 crate2 depot1
98:lift hoist1 crate1 crate3 depot1
99:lift hoist1 crate1 pallet0 depot1
100:lift hoist1 crate1 pallet1 depot1
101:lift hoist1 crate1 pallet2 depot1
102:lift hoist1 crate2 crate0 depot1
103:lift hoist1 crate2 crate1 depot1
104:lift hoist1 crate2 crate3 depot1
105:lift hoist1 crate2 pallet0 depot1
106:lift hoist1 crate2 pallet1 depot1
107:lift hoist1 crate2 pallet2 depot1
108:lift hoist1 crate3 crate0 depot1
109:lift hoist1 crate3 crate1 depot1
110:lift hoist1 crate3 crate2 depot1
111:lift hoist1 crate3 pallet0 depot1
112:lift hoist1 crate3 pallet1 depot1
113:lift hoist1 crate3 pallet2 depot1
114:lift hoist2 crate0 crate1 distributor0
115:lift hoist2 crate0 crate2 distributor0
116:lift hoist2 crate0 crate3 distributor0
117:lift hoist2 crate0 pallet0 distributor0
118:lift hoist2 crate0 pallet1 distributor0
119:lift hoist2 crate0 pallet2 distributor0
120:lift hoist2 crate1 crate0 distributor0
121:lift hoist2 crate1 crate2 distributor0
122:lift hoist2 crate1 crate3 distributor0
123:lift hoist2 crate1 pallet0 distributor0
124:lift hoist2 crate1 pallet1 distributor0
125:lift hoist2 crate1 pallet2 distributor0
126:lift hoist2 crate2 crate0 distributor0
127:lift hoist2 crate2 crate1 distributor0
128:lift hoist2 crate2 crate3 distributor0
129:lift hoist2 crate2 pallet0 distributor0
130:lift hoist2 crate2 pallet1 distributor0
131:lift hoist2 crate2 pallet2 distributor0
132:lift hoist2 crate3 crate0 distributor0
133:lift hoist2 crate3 crate1 distributor0
134:lift hoist2 crate3 crate2 distributor0
135:lift hoist2 crate3 pallet0 distributor0
136:lift hoist2 crate3 pallet1 distributor0
137:lift hoist2 crate3 pallet2 distributor0
138:load hoist0 crate0 truck0 depot0
139:load hoist0 crate0 truck1 depot0
140:load hoist0 crate0 truck2 depot0
141:load hoist0 crate1 truck0 depot0
142:load hoist0 crate1 truck1 depot0
143:load hoist0 crate1 truck2 depot0
144:load hoist0 crate2 truck0 depot0
145:load hoist0 crate2 truck1 depot0
146:load hoist0 crate2 truck2 depot0
147:load hoist0 crate3 truck0 depot0
148:load hoist0 crate3 truck1 depot0
149:load hoist0 crate3 truck2 depot0
150:load hoist1 crate0 truck0 depot1
151:load hoist1 crate0 truck1 depot1
152:load hoist1 crate0 truck2 depot1
153:load hoist1 crate1 truck0 depot1
154:load hoist1 crate1 truck1 depot1
155:load hoist1 crate1 truck2 depot1
156:load hoist1 crate2 truck0 depot1
157:load hoist1 crate2 truck1 depot1
158:load hoist1 crate2 truck2 depot1
159:load hoist1 crate3 truck0 depot1
160:load hoist1 crate3 truck1 depot1
161:load hoist1 crate3 truck2 depot1
162:load hoist2 crate0 truck0 distributor0
163:load hoist2 crate0 truck1 distributor0
164:load hoist2 crate0 truck2 distributor0
165:load hoist2 crate1 truck0 distributor0
166:load hoist2 crate1 truck1 distributor0
167:load hoist2 crate1 truck2 distributor0
168:load hoist2 crate2 truck0 distributor0
169:load hoist2 crate2 truck1 distributor0
170:load hoist2 crate2 truck2 distributor0
171:load hoist2 crate3 truck0 distributor0
172:load hoist2 crate3 truck1 distributor0
173:load hoist2 crate3 truck2 distributor0
174:unload hoist0 crate0 truck0 depot0
175:unload hoist0 crate0 truck1 depot0
176:unload hoist0 crate0 truck2 depot0
177:unload hoist0 crate1 truck0 depot0
178:unload hoist0 crate1 truck1 depot0
179:unload hoist0 crate1 truck2 depot0
180:unload hoist0 crate2 truck0 depot0
181:unload hoist0 crate2 truck1 depot0
182:unload hoist0 crate2 truck2 depot0
183:unload hoist0 crate3 truck0 depot0
184:unload hoist0 crate3 truck1 depot0
185:unload hoist0 crate3 truck2 depot0
186:unload hoist1 crate0 truck0 depot1
187:unload hoist1 crate0 truck1 depot1
188:unload hoist1 crate0 truck2 depot1
189:unload hoist1 crate1 truck0 depot1
190:unload hoist1 crate1 truck1 depot1
191:unload hoist1 crate1 truck2 depot1
192:unload hoist1 crate2 truck0 depot1
193:unload hoist1 crate2 truck1 depot1
194:unload hoist1 crate2 truck2 depot1
195:unload hoist1 crate3 truck0 depot1
196:unload hoist1 crate3 truck1 depot1
197:unload hoist1 crate3 truck2 depot1
198:unload hoist2 crate0 truck0 distributor0
199:unload hoist2 crate0 truck1 distributor0
200:unload hoist2 crate0 truck2 distributor0
201:unload hoist2 crate1 truck0 distributor0
202:unload hoist2 crate1 truck1 distributor0
203:unload hoist2 crate1 truck2 distributor0
204:unload hoist2 crate2 truck0 distributor0
205:unload hoist2 crate2 truck1 distributor0
206:unload hoist2 crate2 truck2 distributor0
207:unload hoist2 crate3 truck0 distributor0
208:unload hoist2 crate3 truck1 distributor0
209:unload hoist2 crate3 truck2 distributor0
