0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
108:load hoist1 crate2 truck0 distributor0
109:load hoist1 crate2 truck1 distributor0
110:load hoist1 crate2 truck2 distributor0
111:load hoist1 crate3 truck0 distributor0
112:load hoist1 crate3 truck1 distributor0
113:load hoist1 crate3 truck2 distributor0
114:unload hoist0 crate0 truck0 depot0
115:unload hoist0 crate0 truck1 depot0
116:unload hoist0 crate0 truck2 depot0
117:unload hoist0 crate1 truck0 depot0
118:unload hoist0 crate1 truck1 depot0
119:unload hoist0 crate1 truck2 depot0
120:unload hoist0 crate2 truck0 depot0
121:unload hoist0 crate2 truck1 depot0
122:unload hoist0 crate2 truck2 depot0
123:unload hoist0 crate3 truck0 depot0
124:unload hoist0 crate3 truck1 depot0
125:unload hoist0 crate3 truck2 depot0
126:unload hoist1 crate0 truck0 distributor0
127:unload hoist1 crate0 truck1 distributor0
128:unload hoist1 crate0 truck2 distributor0
129:unload hoist1 crate1 truck0 distributor0
130:unload hoist1 crate1 truck1 distributor0
131:unload hoist1 crate1 truck2 distributor0
132:unload hoist1 crate2 truck0 distributor0
133:unload hoist1 crate2 truck1 distributor0
134:unload hoist1 crate2 truck2 distributor0
135:unload hoist1 crate3 truck0 distributor0
136:unload hoist1 crate3 truck1 distributor0
137:unload hoist1 crate3 truck2 distributor0
