0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
153:load hoist2 crate2 truck1 distributor1
154:load hoist2 crate3 truck0 distributor1
155:load hoist2 crate3 truck1 distributor1
156:unload hoist0 crate0 truck0 depot0
157:unload hoist0 crate0 truck1 depot0
158:unload hoist0 crate1 truck0 depot0
159:unload hoist0 crate1 truck1 depot0
160:unload hoist0 crate2 truck0 depot0
161:unload hoist0 crate2 truck1 depot0
162:unload hoist0 crate3 truck0 depot0
163:unload hoist0 crate3 truck1 depot0
164:unload hoist1 crate0 truck0 distributor0
165:unload hoist1 crate0 truck1 distributor0
166:unload hoist1 crate1 truck0 distributor0
167:unload hoist1 crate1 truck1 distributor0
168:unload hoist1 crate2 truck0 distributor0
169:unload hoist1 crate2 truck1 distributor0
170:unload hoist1 crate3 truck0 distributor0
171:unload hoist1 crate3 truck1 distributor0
172:unload hoist2 crate0 truck0 distributor1
173:unload hoist2 crate0 truck1 distributor1
174:unload hoist2 crate1 truck0 distributor1
175:unload hoist2 crate1 truck1 distributor1
176:unload hoist2 crate2 truck0 distributor1
177:unload hoist2 crate2 truck1 distributor1
178:unload hoist2 crate3 truck0 distributor1
179:unload hoist2 crate3 truck1 distributor1
