0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
251:drop hoist3 crate2 pallet3 distributor1
252:drop hoist3 crate3 crate0 distributor1
253:drop hoist3 crate3 crate1 distributor1
254:drop hoist3 crate3 crate2 distributor1
255:drop hoist3 crate3 crate4 distributor1
256:drop hoist3 crate3 crate5 distributor1
257:drop hoist3 crate3 crate6 distributor1
258:drop hoist3 crate3 crate7 distributor1
259:drop hoist3 crate3 pallet3 distributor1
260:drop hoist3 crate4 crate0 distributor1
261:drop hoist3 crate4 crate1 distributor1
262:drop hoist3 crate4 crate2 distributor1
263:drop hoist3 crate4 crate3 distributor1
264:drop hoist3 crate4 crate5 distributor1
265:drop hoist3 crate4 crate6 distributor1
266:drop hoist3 crate4 crate7 distributor1
267:drop hoist3 crate4 pallet3 distributor1
268:drop hoist3 crate5 crate0 distributor1
269:drop hoist3 crate5 crate1 distributor1
270:drop hoist3 crate5 crate2 distributor1
271:drop hoist3 crate5 crate3 distributor1
272:drop hoist3 crate5 crate4 distributor1
273:drop hoist3 crate5 crate6 distributor1
274:drop hoist3 crate5 crate7 distributor1
275:drop hoist3 crate5 pallet3 distributor1
276:drop hoist3 crate6 crate0 distributor1
277:drop hoist3 crate6 crate1 distributor1
278:drop hoist3 crate6 crate2 distributor1
279:drop hoist3 crate6 crate3 distributor1
280:drop hoist3 crate6 crate4 distributor1
281:drop hoist3 crate6 crate5 distributor1
282:drop hoist3 crate6 crate7 distributor1
283:drop hoist3 crate6 pallet3 distributor1
284:drop hoist3 crate7 crate0 distributor1
285:drop hoist3 crate7 crate1 distributor1
286:drop hoist3 crate7 crate2 distributor1
287:drop hoist3 crate7 crate3 distributor1
288:drop hoist3 crate7 crate4 distributor1
289:drop hoist3 crate7 crate5 distributor1
290:drop hoist3 crate7 crate6 distributor1
291:drop hoist3 crate7 pallet3 distributor1
292:lift hoist0 crate0 crate1 depot0
293:lift hoist0 crate0 crate2 depot0
294:lift hoist0 crate0 crate3 depot0
295:lift hoist0 crate0 crate4 depot0
296:lift hoist0 crate0 crate5 depot0
297:lift hoist0 crate0 crate6 depot0
298:lift hoist0 crate0 crate7 depot0
299:lift hoist0 crate0 pallet0 depot0
300:lift hoist0 crate0 pallet1 depot0
301:lift hoist0 crate0 pallet2 depot0
302:lift hoist0 crate0 pallet3 depot0
303:lift hoist0 crate1 crate0 depot0
304:lift hoist0 crate1 crate2 depot0
305:lift hoist0 crate1 crate3 depot0
306:lift hoist0 crate1 crate4 depot0
307:lift hoist0 crate1 crate5 depot0
308:lift hoist0 crate1 crate6 depot0
309:lift hoist0 crate1 crate7 depot0
310:lift hoist0 crate1 pallet0 depot0
311:lift hoist0 crate1 pallet1 depot0
312:lift hoist0 crate1 pallet2 depot0
313:lift hoist0 crate1 pallet3 depot0
314:lift hoist0 crate2 crate0 depot0
315:lift hoist0 crate2 crate1 depot0
316:lift hoist0 crate2 crate3 depot0
317:lift hoist0 crate2 crate4 depot0
318:lift hoist0 crate2 crate5 depot0
319:lift hoist0 crate2 crate6 depot0
320:lift hoist0 crate2 crate7 depot0
321:lift hoist0 crate2 pallet0 depot0
322:lift hoist0 crate2 pallet1 depot0
323:lift hoist0 crate2 pallet2 depot0
324:lift hoist0 crate2 pallet3 depot0
325:lift hoist0 crate3 crate0 depot0
326:lift hoist0 crate3 crate1 depot0
327:lift hoist0 crate3 crate2 depot0
328:lift hoist0 crate3 crate4 depot0
329:lift hoist0 crate3 crate5 depot0
330:lift hoist0 crate3 crate6 depot0
331:lift hoist0 crate3 crate7 depot0
332:lift hoist0 crate3 pallet0 depot0
333:lift hoist0 crate3 pallet1 depot0
334:lift hoist0 crate3 pallet2 depot0
335:lift hoist0 crate3 pallet3 depot0
336:lift hoist0 crate4 crate0 depot0
337:lift hoist0 crate4 crate1 depot0
338:lift hoist0 crate4 crate2 depot0
339:lift hoist0 crate4 crate3 depot0
340:lift hoist0 crate4 crate5 depot0
341:lift hoist0 crate4 crate6 depot0
342:lift hoist0 crate4 crate7 depot0
343:lift hoist0 crate4 pallet0 depot0
344:lift hoist0 crate4 pallet1 depot0
345:lift hoist0 crate4 pallet2 depot0
346:lift hoist0 crate4 pallet3 depot0
347:lift hoist0 crate5 crate0 depot0
348:lift hoist0 crate5 crate1 depot0
349:lift hoist0 crate5 crate2 depot0
350:lift hoist0 crate5 crate3 depot0
351:lift hoist0 crate5 crate4 depot0
352:lift hoist0 crate5 crate6 depot0
353:lift hoist0 crate5 crate7 depot0
354:lift hoist0 crate5 pallet0 depot0
355:lift hoist0 crate5 pallet1 depot0
356:lift hoist0 crate5 pallet2 depot0
357:lift hoist0 crate5 pallet3 depot0
358:lift hoist0 crate6 crate0 depot0
359:lift hoist0 crate6 crate1 depot0
360:lift hoist0 crate6 crate2 depot0
361:lift hoist0 crate6 crate3 depot0
362:lift hoist0 crate6 crate4 depot0
363:lift hoist0 crate6 crate5 depot0
364:lift hoist0 crate6 crate7 depot0
365:lift hoist0 crate6 pallet0 depot0
366:lift hoist0 crate6 pallet1 depot0
367:lift hoist0 crate6 pallet2 depot0
368:lift hoist0 crate6 pallet3 depot0
369:lift hoist0 crate7 crate0 depot0
370:lift hoist0 crate7 crate1 depot0
371:lift hoist0 crate7 crate2 depot0
372:lift hoist0 crate7 crate3 depot0
373:lift hoist0 crate7 crate4 depot0
374:lift hoist0 crate7 crate5 depot0
375:lift hoist0 crate7 crate6 depot0
376:lift hoist0 crate7 pallet0 depot0
377:lift hoist0 crate7 pallet1 depot0
378:lift hoist0 crate7 pallet2 depot0
379:lift hoist0 crate7 pallet3 depot0
380:lift hoist1 crate0 crate1 depot1
381:lift hoist1 crate0 crate2 depot1
382:lift hoist1 crate0 crate3 depot1
383:lift hoist1 crate0 crate4 depot1
384:lift hoist1 crate0 crate5 depot1
385:lift hoist1 crate0 crate6 depot1
386:lift hoist1 crate0 crate7 depot1
387:lift hoist1 crate0 pallet0 depot1
388:lift hoist1 crate0 pallet1 depot1
389:lift hoist1 crate0 pallet2 depot1
390:lift hoist1 crate0 pallet3 depot1
391:lift hoist1 crate1 crate0 depot1
392:lift hoist1 crate1 crate2 depot1
393:lift hoist1 crate1 crate3 depot1
394:lift hoist1 crate1 crate4 depot1
395:lift hoist1 crate1 crate5 depot1
396:lift hoist1 crate1 crate6 depot1
397:lift hoist1 crate1 crate7 depot1
398:lift hoist1 crate1 pallet0 depot1
399:lift hoist1 crate1 pallet1 depot1
400:lift hoist1 crate1 pallet2 depot1
401:lift hoist1 crate1 pallet3 depot1
402:lift hoist1 crate2 crate0 depot1
403:lift hoist1 crate2 crate1 depot1
404:lift hoist1 crate2 crate3 depot1
405:lift hoist1 crate2 crate4 depot1
406:lift hoist1 crate2 crate5 depot1
407:lift hoist1 crate2 crate6 depot1
408:lift hoist1 crate2 crate7 depot1
409:lift hoist1 crate2 pallet0 depot1
410:lift hoist1 crate2 pallet1 depot1
411:lift hoist1 crate2 pallet2 depot1
412:lift hoist1 crate2 pallet3 depot1
413:lift hoist1 crate3 crate0 depot1
414:lift hoist1 crate3 crate1 depot1
415:lift hoist1 crate3 crate2 depot1
416:lift hoist1 crate3 crate4 depot1
417:lift hoist1 crate3 crate5 depot1
418:lift hoist1 crate3 crate6 depot1
419:lift hoist1 crate3 crate7 depot1
420:lift hoist1 crate3 pallet0 depot1
421:lift hoist1 crate3 pallet1 depot1
422:lift hoist1 crate3 pallet2 depot1
423:lift hoist1 crate3 pallet3 depot1
424:lift hoist1 crate4 crate0 depot1
425:lift hoist1 crate4 crate1 depot1
426:lift hoist1 crate4 crate2 depot1
427:lift hoist1 crate4 crate3 depot1
428:lift hoist1 crate4 crate5 depot1
429:lift hoist1 crate4 crate6 depot1
430:lift hoist1 crate4 crate7 depot1
431:lift hoist1 crate4 pallet0 depot1
432:lift hoist1 crate4 pallet1 depot1
433:lift hoist1 crate4 pallet2 depot1
434:lift hoist1 crate4 pallet3 depot1
435:lift hoist1 crate5 crate0 depot1
436:lift hoist1 crate5 crate1 depot1
437:lift hoist1 crate5 crate2 depot1
438:lift hoist1 crate5 crate3 depot1
439:lift hoist1 crate5 crate4 depot1
440:lift hoist1 crate5 crate6 depot1
441:lift hoist1 crate5 crate7 depot1
442:lift hoist1 crate5 pallet0 depot1
443:lift hoist1 crate5 pallet1 depot1
444:lift hoist1 crate5 pallet2 depot1
445:lift hoist1 crate5 pallet3 depot1
446:lift hoist1 crate6 crate0 depot1
447:lift hoist1 crate6 crate1 depot1
448:lift hoist1 crate6 crate2 depot1
449:lift hoist1 crate6 crate3 depot1
450:lift hoist1 crate6 crate4 depot1
451:lift hoist1 crate6 crate5 depot1
452:lift hoist1 crate6 crate7 depot1
453:lift hoist1 crate6 pallet0 depot1
454:lift hoist1 crate6 pallet1 depot1
455:lift hoist1 crate6 pallet2 depot1
456:lift hoist1 crate6 pallet3 depot1
457:lift hoist1 crate7 crate0 depot1
458:lift hoist1 crate7 crate1 depot1
459:lift hoist1 crate7 crate2 depot1
460:lift hoist1 crate7 crate3 depot1
461:lift hoist1 crate7 crate4 depot1
462:lift hoist1 crate7 crate5 depot1
463:lift hoist1 crate7 crate6 depot1
464:lift hoist1 crate7 pallet0 depot1
465:lift hoist1 crate7 pallet1 depot1
466:lift hoist1 crate7 pallet2 depot1
467:lift hoist1 crate7 pallet3 depot1
468:lift hoist2 crate0 crate1 distributor0
469:lift hoist2 crate0 crate2 distributor0
470:lift hoist2 crate0 crate3 distributor0
471:lift hoist2 crate0 crate4 distributor0
472:lift hoist2 crate0 crate5 distributor0
473:lift hoist2 crate0 crate6 distributor0
474:lift hoist2 crate0 crate7 distributor0
475:lift hoist2 crate0 pallet0 distributor0
476:lift hoist2 crate0 pallet1 distributor0
477:lift hoist2 crate0 pallet2 distributor0
478:lift hoist2 crate0 pallet3 distributor0
479:lift hoist2 crate1 crate0 distributor0
480:lift hoist2 crate1 crate2 distributor0
481:lift hoist2 crate1 crate3 distributor0
482:lift hoist2 crate1 crate4 distributor0
483:lift hoist2 crate1 crate5 distributor0
484:lift hoist2 crate1 crate6 distributor0
485:lift hoist2 crate1 crate7 distributor0
486:lift hoist2 crate1 pallet0 distributor0
487:lift hoist2 crate1 pallet1 distributor0
488:lift hoist2 crate1 pallet2 distributor0
489:lift hoist2 crate1 pallet3 distributor0
490:lift hoist2 crate2 crate0 distributor0
491:lift hoist2 crate2 crate1 distributor0
492:lift hoist2 crate2 crate3 distributor0
493:lift hoist2 crate2 crate4 distributor0
494:lift hoist2 crate2 crate5 distributor0
495:lift hoist2 crate2 crate6 distributor0
496:lift hoist2 crate2 crate7 distributor0
497:lift hoist2 crate2 pallet0 distributor0
498:lift hoist2 crate2 pallet1 distributor0
499:lift hoist2 crate2 pallet2 distributor0
500:lift hoist2 crate2 pallet3 distributor0
501:lift hoist2 crate3 crate0 distributor0
502:lift hoist2 crate3 crate1 distributor0
503:lift hoist2 crate3 crate2 distributor0
504:lift hoist2 crate3 crate4 distributor0
505:lift hoist2 crate3 crate5 distributor0
506:lift hoist2 crate3 crate6 distributor0
507:lift hoist2 crate3 crate7 distributor0
508:lift hoist2 crate3 pallet0 distributor0
509:lift hoist2 crate3 pallet1 distributor0
510:lift hoist2 crate3 pallet2 distributor0
511:lift hoist2 crate3 pallet3 distributor0
512:lift hoist2 crate4 crate0 distributor0
513:lift hoist2 crate4 crate1 distributor0
514:lift hoist2 crate4 crate2 distributor0
515:lift hoist2 crate4 crate3 distributor0
516:lift hoist2 crate4 crate5 distributor0
517:lift hoist2 crate4 crate6 distributor0
518:lift hoist2 crate4 crate7 distributor0
519:lift hoist2 crate4 pallet0 distributor0
520:lift hoist2 crate4 pallet1 distributor0
521:lift hoist2 crate4 pallet2 distributor0
522:lift hoist2 crate4 pallet3 distributor0
523:lift hoist2 crate5 crate0 distributor0
524:lift hoist2 crate5 crate1 distributor0
525:lift hoist2 crate5 crate2 distributor0
526:lift hoist2 crate5 crate3 distributor0
527:lift hoist2 crate5 crate4 distributor0
528:lift hoist2 crate5 crate6 distributor0
529:lift hoist2 crate5 crate7 distributor0
530:lift hoist2 crate5 pallet0 distributor0
531:lift hoist2 crate5 pallet1 distributor0
532:lift hoist2 crate5 pallet2 distributor0
533:lift hoist2 crate5 pallet3 distributor0
534:lift hoist2 crate6 crate0 distributor0
535:lift hoist2 crate6 crate1 distributor0
536:lift hoist2 crate6 crate2 distributor0
537:lift hoist2 crate6 crate3 distributor0
538:lift hoist2 crate6 crate4 distributor0
539:lift hoist2 crate6 crate5 distributor0
540:lift hoist2 crate6 crate7 distributor0
541:lift hoist2 crate6 pallet0 distributor0
542:lift hoist2 crate6 pallet1 distributor0
543:lift hoist2 crate6 pallet2 distributor0
544:lift hoist2 crate6 pallet3 distributor0
545:lift hoist2 crate7 crate0 distributor0
546:lift hoist2 crate7 crate1 distributor0
547:lift hoist2 crate7 crate2 distributor0
548:lift hoist2 crate7 crate3 distributor0
549:lift hoist2 crate7 crate4 distributor0
550:lift hoist2 crate7 crate5 distributor0
551:lift hoist2 crate7 crate6 distributor0
552:lift hoist2 crate7 pallet0 distributor0
553:lift hoist2 crate7 pallet1 distributor0
554:lift hoist2 crate7 pallet2 distributor0
555:lift hoist2 crate7 pallet3 distributor0
556:lift hoist3 crate0 crate1 distributor1
557:lift hoist3 crate0 crate2 distributor1
558:lift hoist3 crate0 crate3 distributor1
559:lift hoist3 crate0 crate4 distributor1
560:lift hoist3 crate0 crate5 distributor1
561:lift hoist3 crate0 crate6 distributor1
562:lift hoist3 crate0 crate7 distributor1
563:lift hoist3 crate0 pallet0 distributor1
564:lift hoist3 crate0 pallet1 distributor1
565:lift hoist3 crate0 pallet2 distributor1
566:lift hoist3 crate0 pallet3 distributor1
567:lift hoist3 crate1 crate0 distributor1
568:lift hoist3 crate1 crate2 distributor1
569:lift hoist3 crate1 crate3 distributor1
570:lift hoist3 crate1 crate4 distributor1
571:lift hoist3 crate1 crate5 distributor1
572:lift hoist3 crate1 crate6 distributor1
573:lift hoist3 crate1 crate7 distributor1
574:lift hoist3 crate1 pallet0 distributor1
575:lift hoist3 crate1 pallet1 distributor1
576:lift hoist3 crate1 pallet2 distributor1
577:lift hoist3 crate1 pallet3 distributor1
578:lift hoist3 crate2 crate0 distributor1
579:lift hoist3 crate2 crate1 distributor1
580:lift hoist3 crate2 crate3 distributor1
581:lift hoist3 crate2 crate4 distributor1
582:lift hoist3 crate2 crate5 distributor1
583:lift hoist3 crate2 crate6 distributor1
584:lift hoist3 crate2 crate7 distributor1
585:lift hoist3 crate2 pallet0 distributor1
586:lift hoist3 crate2 pallet1 distributor1
587:lift hoist3 crate2 pallet2 distributor1
588:lift hoist3 crate2 pallet3 distributor1
589:lift hoist3 crate3 crate0 distributor1
590:lift hoist3 crate3 crate1 distributor1
591:lift hoist3 crate3 crate2 distributor1
592:lift hoist3 crate3 crate4 distributor1
593:lift hoist3 crate3 crate5 distributor1
594:lift hoist3 crate3 crate6 distributor1
595:lift hoist3 crate3 crate7 distributor1
596:lift hoist3 crate3 pallet0 distributor1
597:lift hoist3 crate3 pallet1 distributor1
598:lift hoist3 crate3 pallet2 distributor1
599:lift hoist3 crate3 pallet3 distributor1
600:lift hoist3 crate4 crate0 distributor1
601:lift hoist3 crate4 crate1 distributor1
602:lift hoist3 crate4 crate2 distributor1
603:lift hoist3 crate4 crate3 distributor1
604:lift hoist3 crate4 crate5 distributor1
605:lift hoist3 crate4 crate6 distributor1
606:lift hoist3 crate4 crate7 distributor1
607:lift hoist3 crate4 pallet0 distributor1
608:lift hoist3 crate4 pallet1 distributor1
609:lift hoist3 crate4 pallet2 distributor1
610:lift hoist3 crate4 pallet3 distributor1
611:lift hoist3 crate5 crate0 distributor1
612:lift hoist3 crate5 crate1 distributor1
613:lift hoist3 crate5 crate2 distributor1
614:lift hoist3 crate5 crate3 distributor1
615:lift hoist3 crate5 crate4 distributor1
616:lift hoist3 crate5 crate6 distributor1
617:lift hoist3 crate5 crate7 distributor1
618:lift hoist3 crate5 pallet0 distributor1
619:lift hoist3 crate5 pallet1 distributor1
620:lift hoist3 crate5 pallet2 distributor1
621:lift hoist3 crate5 pallet3 distributor1
622:lift hoist3 crate6 crate0 distributor1
