0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
104:drop hoist1 crate4 crate3 depot1
105:drop hoist1 crate4 crate5 depot1
106:drop hoist1 crate4 crate6 depot1
107:drop hoist1 crate4 pallet1 depot1
108:drop hoist1 crate5 crate0 depot1
109:drop hoist1 crate5 crate1 depot1
110:drop hoist1 crate5 crate2 depot1
111:drop hoist1 crate5 crate3 depot1
112:drop hoist1 crate5 crate4 depot1
113:drop hoist1 crate5 crate6 depot1
114:drop hoist1 crate5 pallet1 depot1
115:drop hoist1 crate6 crate0 depot1
116:drop hoist1 crate6 crate1 depot1
117:drop hoist1 crate6 crate2 depot1
118:drop hoist1 crate6 crate3 depot1
119:drop hoist1 crate6 crate4 depot1
120:drop hoist1 crate6 crate5 depot1
121:drop hoist1 crate6 pallet1 depot1
122:drop hoist2 crate0 crate1 distributor0
123:drop hoist2 crate0 crate2 distributor0
124:drop hoist2 crate0 crate3 distributor0
125:drop hoist2 crate0 crate4 distributor0
126:drop hoist2 crate0 crate5 distributor0
127:drop hoist2 crate0 crate6 distributor0
128:drop hoist2 crate0 pallet2 distributor0
129:drop hoist2 crate1 crate0 distributor0
130:drop hoist2 crate1 crate2 distributor0
131:drop hoist2 crate1 crate3 distributor0
132:drop hoist2 crate1 crate4 distributor0
133:drop hoist2 crate1 crate5 distributor0
134:drop hoist2 crate1 crate6 distributor0
135:drop hoist2 crate1 pallet2 distributor0
136:drop hoist2 crate2 crate0 distributor0
137:drop hoist2 crate2 crate1 distributor0
138:drop hoist2 crate2 crate3 distributor0
139:drop hoist2 crate2 crate4 distributor0
140:drop hoist2 crate2 crate5 distributor0
141:drop hoist2 crate2 crate6 distributor0
142:drop hoist2 crate2 pallet2 distributor0
143:drop hoist2 crate3 crate0 distributor0
144:drop hoist2 crate3 crate1 distributor0
145:drop hoist2 crate3 crate2 distributor0
146:drop hoist2 crate3 crate4 distributor0
147:drop hoist2 crate3 crate5 distributor0
148:drop hoist2 crate3 crate6 distributor0
149:drop hoist2 crate3 pallet2 distributor0
150:drop hoist2 crate4 crate0 distributor0
151:drop hoist2 crate4 crate1 distributor0
152:drop hoist2 crate4 crate2 distributor0
153:drop hoist2 crate4 crate3 distributor0
154:drop hoist2 crate4 crate5 distributor0
155:drop hoist2 crate4 crate6 distributor0
156:drop hoist2 crate4 pallet2 distributor0
157:drop hoist2 crate5 crate0 distributor0
158:drop hoist2 crate5 crate1 distributor0
159:drop hoist2 crate5 crate2 distributor0
160:drop hoist2 crate5 crate3 distributor0
161:drop hoist2 crate5 crate4 distributor0
162:drop hoist2 crate5 crate6 distributor0
163:drop hoist2 crate5 pallet2 distributor0
164:drop hoist2 crate6 crate0 distributor0
165:drop hoist2 crate6 crate1 distributor0
166:drop hoist2 crate6 crate2 distributor0
167:drop hoist2 crate6 crate3 distributor0
168:drop hoist2 crate6 crate4 distributor0
169:drop hoist2 crate6 crate5 distributor0
170:drop hoist2 crate6 pallet2 distributor0
171:drop hoist3 crate0 crate1 distributor1
172:drop hoist3 crate0 crate2 distributor1
173:drop hoist3 crate0 crate3 distributor1
174:drop hoist3 crate0 crate4 distributor1
175:drop hoist3 crate0 crate5 distributor1
176:drop hoist3 crate0 crate6 distributor1
177:drop hoist3 crate0 pallet3 distributor1
178:drop hoist3 crate1 crate0 distributor1
179:drop hoist3 crate1 crate2 distributor1
180:drop hoist3 crate1 crate3 distributor1
181:drop hoist3 crate1 crate4 distributor1
182:drop hoist3 crate1 crate5 distributor1
183:drop hoist3 crate1 crate6 distributor1
184:drop hoist3 crate1 pallet3 distributor1
185:drop hoist3 crate2 crate0 distributor1
186:drop hoist3 crate2 crate1 distributor1
187:drop hoist3 crate2 crate3 distributor1
188:drop hoist3 crate2 crate4 distributor1
189:drop hoist3 crate2 crate5 distributor1
190:drop hoist3 crate2 crate6 distributor1
191:drop hoist3 crate2 pallet3 distributor1
192:drop hoist3 crate3 crate0 distributor1
193:drop hoist3 crate3 crate1 distributor1
194:drop hoist3 crate3 crate2 distributor1
195:drop hoist3 crate3 crate4 distributor1
196:drop hoist3 crate3 crate5 distributor1
197:drop hoist3 crate3 crate6 distributor1
198:drop hoist3 crate3 pallet3 distributor1
199:drop hoist3 crate4 crate0 distributor1
200:drop hoist3 crate4 crate1 distributor1
201:drop hoist3 crate4 crate2 distributor1
202:drop hoist3 crate4 crate3 distributor1
203:drop hoist3 crate4 crate5 distributor1
204:drop hoist3 crate4 crate6 distributor1
205:drop hoist3 crate4 pallet3 distributor1
206:drop hoist3 crate5 crate0 distributor1
207:drop hoist3 crate5 crate1 distributor1
208:drop hoist3 crate5 crate2 distributor1
209:drop hoist3 crate5 crate3 distributor1
210:drop hoist3 crate5 crate4 distributor1
211:drop hoist3 crate5 crate6 distributor1
212:drop hoist3 crate5 pallet3 distributor1
213:drop hoist3 crate6 crate0 distributor1
214:drop hoist3 crate6 crate1 distributor1
215:drop hoist3 crate6 crate2 distributor1
216:drop hoist3 crate6 crate3 distributor1
217:drop hoist3 crate6 crate4 distributor1
218:drop hoist3 crate6 crate5 distributor1
219:drop hoist3 crate6 pallet3 distributor1
220:lift hoist0 crate0 crate1 depot0
221:lift hoist0 crate0 crate2 depot0
222:lift hoist0 crate0 crate3 depot0
223:lift hoist0 crate0 crate4 depot0
224:lift hoist0 crate0 crate5 depot0
225:lift hoist0 crate0 crate6 depot0
226:lift hoist0 crate0 pallet0 depot0
227:lift hoist0 crate0 pallet1 depot0
228:lift hoist0 crate0 pallet2 depot0
229:lift hoist0 crate0 pallet3 depot0
230:lift hoist0 crate1 crate0 depot0
231:lift hoist0 crate1 crate2 depot0
232:lift hoist0 crate1 crate3 depot0
233:lift hoist0 crate1 crate4 depot0
234:lift hoist0 crate1 crate5 depot0
235:lift hoist0 crate1 crate6 depot0
236:lift hoist0 crate1 pallet0 depot0
237:lift hoist0 crate1 pallet1 depot0
238:lift hoist0 crate1 pallet2 depot0
239:lift hoist0 crate1 pallet3 depot0
240:lift hoist0 crate2 crate0 depot0
241:lift hoist0 crate2 crate1 depot0
242:lift hoist0 crate2 crate3 depot0
243:lift hoist0 crate2 crate4 depot0
244:lift hoist0 crate2 crate5 depot0
245:lift hoist0 crate2 crate6 depot0
246:lift hoist0 crate2 pallet0 depot0
247:lift hoist0 crate2 pallet1 depot0
248:lift hoist0 crate2 pallet2 depot0
249:lift hoist0 crate2 pallet3 depot0
250:lift hoist0 crate3 crate0 depot0
251:lift hoist0 crate3 crate1 depot0
252:lift hoist0 crate3 crate2 depot0
253:lift hoist0 crate3 crate4 depot0
254:lift hoist0 crate3 crate5 depot0
255:lift hoist0 crate3 crate6 depot0
256:lift hoist0 crate3 pallet0 depot0
257:lift hoist0 crate3 pallet1 depot0
258:lift hoist0 crate3 pallet2 depot0
259:lift hoist0 crate3 pallet3 depot0
260:lift hoist0 crate4 crate0 depot0
261:lift hoist0 crate4 crate1 depot0
262:lift hoist0 crate4 crate2 depot0
263:lift hoist0 crate4 crate3 depot0
264:lift hoist0 crate4 crate5 depot0
265:lift hoist0 crate4 crate6 depot0
266:lift hoist0 crate4 pallet0 depot0
267:lift hoist0 crate4 pallet1 depot0
268:lift hoist0 crate4 pallet2 depot0
269:lift hoist0 crate4 pallet3 depot0
270:lift hoist0 crate5 crate0 depot0
271:lift hoist0 crate5 crate1 depot0
272:lift hoist0 crate5 crate2 depot0
273:lift hoist0 crate5 crate3 depot0
274:lift hoist0 crate5 crate4 depot0
275:lift hoist0 crate5 crate6 depot0
276:lift hoist0 crate5 pallet0 depot0
277:lift hoist0 crate5 pallet1 depot0
278:lift hoist0 crate5 pallet2 depot0
279:lift hoist0 crate5 pallet3 depot0
280:lift hoist0 crate6 crate0 depot0
281:lift hoist0 crate6 crate1 depot0
282:lift hoist0 crate6 crate2 depot0
283:lift hoist0 crate6 crate3 depot0
284:lift hoist0 crate6 crate4 depot0
285:lift hoist0 crate6 crate5 depot0
286:lift hoist0 crate6 pallet0 depot0
287:lift hoist0 crate6 pallet1 depot0
288:lift hoist0 crate6 pallet2 depot0
289:lift hoist0 crate6 pallet3 depot0
290:lift hoist1 crate0 crate1 depot1
291:lift hoist1 crate0 crate2 depot1
292:lift hoist1 crate0 crate3 depot1
293:lift hoist1 crate0 crate4 depot1
294:lift hoist1 crate0 crate5 depot1
295:lift hoist1 crate0 crate6 depot1
296:lift hoist1 crate0 pallet0 depot1
297:lift hoist1 crate0 pallet1 depot1
298:lift hoist1 crate0 pallet2 depot1
299:lift hoist1 crate0 pallet3 depot1
300:lift hoist1 crate1 crate0 depot1
301:lift hoist1 crate1 crate2 depot1
302:lift hoist1 crate1 crate3 depot1
303:lift hoist1 crate1 crate4 depot1
304:lift hoist1 crate1 crate5 depot1
305:lift hoist1 crate1 crate6 depot1
306:lift hoist1 crate1 pallet0 depot1
307:lift hoist1 crate1 pallet1 depot1
308:lift hoist1 crate1 pallet2 depot1
309:lift hoist1 crate1 pallet3 depot1
310:lift hoist1 crate2 crate0 depot1
311:lift hoist1 crate2 crate1 depot1
312:lift hoist1 crate2 crate3 depot1
313:lift hoist1 crate2 crate4 depot1
314:lift hoist1 crate2 crate5 depot1
315:lift hoist1 crate2 crate6 depot1
316:lift hoist1 crate2 pallet0 depot1
317:lift hoist1 crate2 pallet1 depot1
318:lift hoist1 crate2 pallet2 depot1
319:lift hoist1 crate2 pallet3 depot1
320:lift hoist1 crate3 crate0 depot1
321:lift hoist1 crate3 crate1 depot1
322:lift hoist1 crate3 crate2 depot1
323:lift hoist1 crate3 crate4 depot1
324:lift hoist1 crate3 crate5 depot1
325:lift hoist1 crate3 crate6 depot1
326:lift hoist1 crate3 pallet0 depot1
327:lift hoist1 crate3 pallet1 depot1
328:lift hoist1 crate3 pallet2 depot1
329:lift hoist1 crate3 pallet3 depot1
330:lift hoist1 crate4 crate0 depot1
331:lift hoist1 crate4 crate1 depot1
332:lift hoist1 crate4 crate2 depot1
333:lift hoist1 crate4 crate3 depot1
334:lift hoist1 crate4 crate5 depot1
335:lift hoist1 crate4 crate6 depot1
336:lift hoist1 crate4 pallet0 depot1
337:lift hoist1 crate4 pallet1 depot1
338:lift hoist1 crate4 pallet2 depot1
339:lift hoist1 crate4 pallet3 depot1
340:lift hoist1 crate5 crate0 depot1
341:lift hoist1 crate5 crate1 depot1
342:lift hoist1 crate5 crate2 depot1
343:lift hoist1 crate5 crate3 depot1
344:lift hoist1 crate5 crate4 depot1
345:lift hoist1 crate5 crate6 depot1
346:lift hoist1 crate5 pallet0 depot1
347:lift hoist1 crate5 pallet1 depot1
348:lift hoist1 crate5 pallet2 depot1
349:lift hoist1 crate5 pallet3 depot1
350:lift hoist1 crate6 crate0 depot1
351:lift hoist1 crate6 crate1 depot1
352:lift hoist1 crate6 crate2 depot1
353:lift hoist1 crate6 crate3 depot1
354:lift hoist1 crate6 crate4 depot1
355:lift hoist1 crate6 crate5 depot1
356:lift hoist1 crate6 pallet0 depot1
357:lift hoist1 crate6 pallet1 depot1
358:lift hoist1 crate6 pallet2 depot1
359:lift hoist1 crate6 pallet3 depot1
360:lift hoist2 crate0 crate1 distributor0
361:lift hoist2 crate0 crate2 distributor0
362:lift hoist2 crate0 crate3 distributor0
363:lift hoist2 crate0 crate4 distributor0
364:lift hoist2 crate0 crate5 distributor0
365:lift hoist2 crate0 crate6 distributor0
366:lift hoist2 crate0 pallet0 distributor0
367:lift hoist2 crate0 pallet1 distributor0
368:lift hoist2 crate0 pallet2 distributor0
369:lift hoist2 crate0 pallet3 distributor0
370:lift hoist2 crate1 crate0 distributor0
371:lift hoist2 crate1 crate2 distributor0
372:lift hoist2 crate1 crate3 distributor0
373:lift hoist2 crate1 crate4 distributor0
374:lift hoist2 crate1 crate5 distributor0
375:lift hoist2 crate1 crate6 distributor0
376:lift hoist2 crate1 pallet0 distributor0
377:lift hoist2 crate1 pallet1 distributor0
378:lift hoist2 crate1 pallet2 distributor0
379:lift hoist2 crate1 pallet3 distributor0
380:lift hoist2 crate2 crate0 distributor0
381:lift hoist2 crate2 crate1 distributor0
382:lift hoist2 crate2 crate3 distributor0
383:lift hoist2 crate2 crate4 distributor0
384:lift hoist2 crate2 crate5 distributor0
385:lift hoist2 crate2 crate6 distributor0
386:lift hoist2 crate2 pallet0 distributor0
387:lift hoist2 crate2 pallet1 distributor0
388:lift hoist2 crate2 pallet2 distributor0
389:lift hoist2 crate2 pallet3 distributor0
390:lift hoist2 crate3 crate0 distributor0
391:lift hoist2 crate3 crate1 distributor0
392:lift hoist2 crate3 crate2 distributor0
393:lift hoist2 crate3 crate4 distributor0
394:lift hoist2 crate3 crate5 distributor0
395:lift hoist2 crate3 crate6 distributor0
396:lift hoist2 crate3 pallet0 distributor0
397:lift hoist2 crate3 pallet1 distributor0
398:lift hoist2 crate3 pallet2 distributor0
399:lift hoist2 crate3 pallet3 distributor0
400:lift hoist2 crate4 crate0 distributor0
401:lift hoist2 crate4 crate1 distributor0
402:lift hoist2 crate4 crate2 distributor0
403:lift hoist2 crate4 crate3 distributor0
404:lift hoist2 crate4 crate5 distributor0
405:lift hoist2 crate4 crate6 distributor0
406:lift hoist2 crate4 pallet0 distributor0
407:lift hoist2 crate4 pallet1 distributor0
408:lift hoist2 crate4 pallet2 distributor0
409:lift hoist2 crate4 pallet3 distributor0
410:lift hoist2 crate5 crate0 distributor0
411:lift hoist2 crate5 crate1 distributor0
412:lift hoist2 crate5 crate2 distributor0
413:lift hoist2 crate5 crate3 distributor0
414:lift hoist2 crate5 crate4 distributor0
415:lift hoist2 crate5 crate6 distributor0
416:lift hoist2 crate5 pallet0 distributor0
417:lift hoist2 crate5 pallet1 distributor0
418:lift hoist2 crate5 pallet2 distributor0
419:lift hoist2 crate5 pallet3 distributor0
420:lift hoist2 crate6 crate0 distributor0
421:lift hoist2 crate6 crate1 distributor0
422:lift hoist2 crate6 crate2 distributor0
423:lift hoist2 crate6 crate3 distributor0
424:lift hoist2 crate6 crate4 distributor0
425:lift hoist2 crate6 crate5 distributor0
426:lift hoist2 crate6 pallet0 distributor0
427:lift hoist2 crate6 pallet1 distributor0
428:lift hoist2 crate6 pallet2 distributor0
429:lift hoist2 crate6 pallet3 distributor0
430:lift hoist3 crate0 crate1 distributor1
431:lift hoist3 crate0 crate2 distributor1
432:lift hoist3 crate0 crate3 distributor1
433:lift hoist3 crate0 crate4 distributor1
434:lift hoist3 crate0 crate5 distributor1
435:lift hoist3 crate0 crate6 distributor1
436:lift hoist3 crate0 pallet0 distributor1
437:lift hoist3 crate0 pallet1 distributor1
438:lift hoist3 crate0 pallet2 distributor1
439:lift hoist3 crate0 pallet3 distributor1
440:lift hoist3 crate1 crate0 distributor1
441:lift hoist3 crate1 crate2 distributor1
442:lift hoist3 crate1 crate3 distributor1
443:lift hoist3 crate1 crate4 distributor1
444:lift hoist3 crate1 crate5 distributor1
445:lift hoist3 crate1 crate6 distributor1
446:lift hoist3 crate1 pallet0 distributor1
447:lift hoist3 crate1 pallet1 distributor1
448:lift hoist3 crate1 pallet2 distributor1
449:lift hoist3 crate1 pallet3 distributor1
450:lift hoist3 crate2 crate0 distributor1
451:lift hoist3 crate2 crate1 distributor1
452:lift hoist3 crate2 crate3 distributor1
453:lift hoist3 crate2 crate4 distributor1
454:lift hoist3 crate2 crate5 distributor1
455:lift hoist3 crate2 crate6 distributor1
456:lift hoist3 crate2 pallet0 distributor1
457:lift hoist3 crate2 pallet1 distributor1
458:lift hoist3 crate2 pallet2 distributor1
459:lift hoist3 crate2 pallet3 distributor1
460:lift hoist3 crate3 crate0 distributor1
461:lift hoist3 crate3 crate1 distributor1
462:lift hoist3 crate3 crate2 distributor1
463:lift hoist3 crate3 crate4 distributor1
464:lift hoist3 crate3 crate5 distributor1
465:lift hoist3 crate3 crate6 distributor1
466:lift hoist3 crate3 pallet0 distributor1
467:lift hoist3 crate3 pallet1 distributor1
468:lift hoist3 crate3 pallet2 distributor1
469:lift hoist3 crate3 pallet3 distributor1
470:lift hoist3 crate4 crate0 distributor1
471:lift hoist3 crate4 crate1 distributor1
472:lift hoist3 crate4 crate2 distributor1
473:lift hoist3 crate4 crate3 distributor1
474:lift hoist3 crate4 crate5 distributor1
475:lift hoist3 crate4 crate6 distributor1
476:lift hoist3 crate4 pallet0 distributor1
477:lift hoist3 crate4 pallet1 distributor1
478:lift hoist3 crate4 pallet2 distributor1
479:lift hoist3 crate4 pallet3 distributor1
480:lift hoist3 crate5 crate0 distributor1
481:lift hoist3 crate5 crate1 distributor1
482:lift hoist3 crate5 crate2 distributor1
483:lift hoist3 crate5 crate3 distributor1
484:lift hoist3 crate5 crate4 distributor1
485:lift hoist3 crate5 crate6 distributor1
486:lift hoist3 crate5 pallet0 distributor1
487:lift hoist3 crate5 pallet1 distributor1
488:lift hoist3 crate5 pallet2 distributor1
489:lift hoist3 crate5 pallet3 distributor1
490:lift hoist3 crate6 crate0 distributor1
491:lift hoist3 crate6 crate1 distributor1
492:lift hoist3 crate6 crate2 distributor1
493:lift hoist3 crate6 crate3 distributor1
494:lift hoist3 crate6 crate4 distributor1
495:lift hoist3 crate6 crate5 distributor1
496:lift hoist3 crate6 pallet0 distributor1
497:lift hoist3 crate6 pallet1 distributor1
498:lift hoist3 crate6 pallet2 distributor1
499:lift hoist3 crate6 pallet3 distributor1
500:load hoist0 crate0 truck0 depot0
501:load hoist0 crate0 truck1 depot0
502:load hoist0 crate1 truck0 depot0
503:load hoist0 crate1 truck1 depot0
504:load hoist0 crate2 truck0 depot0
505:load hoist0 crate2 truck1 depot0
506:load hoist0 crate3 truck0 depot0
507:load hoist0 crate3 truck1 depot0
508:load hoist0 crate4 truck0 depot0
509:load hoist0 crate4 truck1 depot0
510:load hoist0 crate5 truck0 depot0
511:load hoist0 crate5 truck1 depot0
512:load hoist0 crate6 truck0 depot0
513:load hoist0 crate6 truck1 depot0
514:load hoist1 crate0 truck0 depot1
515:load hoist1 crate0 truck1 depot1
516:load hoist1 crate1 truck0 depot1
517:load hoist1 crate1 truck1 depot1
518:load hoist1 crate2 truck0 depot1
519:load hoist1 crate2 truck1 depot1
520:load hoist1 crate3 truck0 depot1
521:load hoist1 crate3 truck1 depot1
522:load hoist1 crate4 truck0 depot1
523:load hoist1 crate4 truck1 depot1
524:load hoist1 crate5 truck0 depot1
525:load hoist1 crate5 truck1 depot1
526:load hoist1 crate6 truck0 depot1
527:load hoist1 crate6 truck1 depot1
528:load hoist2 crate0 truck0 distributor0
529:load hoist2 crate0 truck1 distributor0
530:load hoist2 crate1 truck0 distributor0
531:load hoist2 crate1 truck1 distributor0
532:load hoist2 crate2 truck0 distributor0
533:load hoist2 crate2 truck1 distributor0
534:load hoist2 crate3 truck0 distributor0
535:load hoist2 crate3 truck1 distributor0
536:load hoist2 crate4 truck0 distributor0
537:load hoist2 crate4 truck1 distributor0
538:load hoist2 crate5 truck0 distributor0
539:load hoist2 crate5 truck1 distributor0
540:load hoist2 crate6 truck0 distributor0
541:load hoist2 crate6 truck1 distributor0
542:load hoist3 crate0 truck0 distributor1
543:load hoist3 crate0 truck1 distributor1
544:load hoist3 crate1 truck0 distributor1
545:load hoist3 crate1 truck1 distributor1
546:load hoist3 crate2 truck0 distributor1
547:load hoist3 crate2 truck1 distributor1
548:load hoist3 crate3 truck0 distributor1
549:load hoist3 crate3 truck1 distributor1
550:load hoist3 crate4 truck0 distributor1
551:load hoist3 crate4 truck1 distributor1
552:load hoist3 crate5 truck0 distributor1
553:load hoist3 crate5 truck1 distributor1
554:load hoist3 crate6 truck0 distributor1
555:load hoist3 crate6 truck1 distributor1
556:unload hoist0 crate0 truck0 depot0
557:unload hoist0 crate0 truck1 depot0
558:unload hoist0 crate1 truck0 depot0
559:unload hoist0 crate1 truck1 depot0
560:unload hoist0 crate2 truck0 depot0
561:unload hoist0 crate2 truck1 depot0
562:unload hoist0 crate3 truck0 depot0
563:unload hoist0 crate3 truck1 depot0
564:unload hoist0 crate4 truck0 depot0
565:unload hoist0 crate4 truck1 depot0
566:unload hoist0 crate5 truck0 depot0
567:unload hoist0 crate5 truck1 depot0
568:unload hoist0 crate6 truck0 depot0
569:unload hoist0 crate6 truck1 depot0
570:unload hoist1 crate0 truck0 depot1
571:unload hoist1 crate0 truck1 depot1
572:unload hoist1 crate1 truck0 depot1
573:unload hoist1 crate1 truck1 depot1
574:unload hoist1 crate2 truck0 depot1
575:unload hoist1 crate2 truck1 depot1
576:unload hoist1 crate3 truck0 depot1
577:unload hoist1 crate3 truck1 depot1
578:unload hoist1 crate4 truck0 depot1
579:unload hoist1 crate4 truck1 depot1
580:unload hoist1 crate5 truck0 depot1
581:unload hoist1 crate5 truck1 depot1
582:unload hoist1 crate6 truck0 depot1
583:unload hoist1 crate6 truck1 depot1
584:unload hoist2 crate0 truck0 distributor0
585:unload hoist2 crate0 truck1 distributor0
586:unload hoist2 crate1 truck0 distributor0
587:unload hoist2 crate1 truck1 distributor0
588:unload hoist2 crate2 truck0 distributor0
589:unload hoist2 crate2 truck1 distributor0
590:unload hoist2 crate3 truck0 distributor0
591:unload hoist2 crate3 truck1 distributor0
592:unload hoist2 crate4 truck0 distributor0
593:unload hoist2 crate4 truck1 distributor0
594:unload hoist2 crate5 truck0 distributor0
595:unload hoist2 crate5 truck1 distributor0
596:unload hoist2 crate6 truck0 distributor0
597:unload hoist2 crate6 truck1 distributor0
598:unload hoist3 crate0 truck0 distributor1
599:unload hoist3 crate0 truck1 distributor1
600:unload hoist3 crate1 truck0 distributor1
601:unload hoist3 crate1 truck1 distributor1
602:unload hoist3 crate2 truck0 distributor1
603:unload hoist3 crate2 truck1 distributor1
604:unload hoist3 crate3 truck0 distributor1
605:unload hoist3 crate3 truck1 distributor1
606:unload hoist3 crate4 truck0 distributor1
607:unload hoist3 crate4 truck1 distributor1
608:unload hoist3 crate5 truck0 distributor1
609:unload hoist3 crate5 truck1 distributor1
610:unload hoist3 crate6 truck0 distributor1
611:unload hoist3 crate6 truck1 distributor1
