0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
249:lift hoist2 crate4 crate1 distributor0
250:lift hoist2 crate4 crate2 distributor0
251:lift hoist2 crate4 crate3 distributor0
252:lift hoist2 crate4 pallet0 distributor0
253:lift hoist2 crate4 pallet1 distributor0
254:lift hoist2 crate4 pallet2 distributor0
255:lift hoist2 crate4 pallet3 distributor0
256:lift hoist3 crate0 crate1 distributor1
257:lift hoist3 crate0 crate2 distributor1
258:lift hoist3 crate0 crate3 distributor1
259:lift hoist3 crate0 crate4 distributor1
260:lift hoist3 crate0 pallet0 distributor1
261:lift hoist3 crate0 pallet1 distributor1
262:lift hoist3 crate0 pallet2 distributor1
263:lift hoist3 crate0 pallet3 distributor1
264:lift hoist3 crate1 crate0 distributor1
265:lift hoist3 crate1 crate2 distributor1
266:lift hoist3 crate1 crate3 distributor1
267:lift hoist3 crate1 crate4 distributor1
268:lift hoist3 crate1 pallet0 distributor1
269:lift hoist3 crate1 pallet1 distributor1
270:lift hoist3 crate1 pallet2 distributor1
271:lift hoist3 crate1 pallet3 distributor1
272:lift hoist3 crate2 crate0 distributor1
273:lift hoist3 crate2 crate1 distributor1
274:lift hoist3 crate2 crate3 distributor1
275:lift hoist3 crate2 crate4 distributor1
276:lift hoist3 crate2 pallet0 distributor1
277:lift hoist3 crate2 pallet1 distributor1
278:lift hoist3 crate2 pallet2 distributor1
279:lift hoist3 crate2 pallet3 distributor1
280:lift hoist3 crate3 crate0 distributor1
281:lift hoist3 crate3 crate1 distributor1
282:lift hoist3 crate3 crate2 distributor1
283:lift hoist3 crate3 crate4 distributor1
284:lift hoist3 crate3 pallet0 distributor1
285:lift hoist3 crate3 pallet1 distributor1
286:lift hoist3 crate3 pallet2 distributor1
287:lift hoist3 crate3 pallet3 distributor1
288:lift hoist3 crate4 crate0 distributor1
289:lift hoist3 crate4 crate1 distributor1
290:lift hoist3 crate4 crate2 distributor1
291:lift hoist3 crate4 crate3 distributor1
292:lift hoist3 crate4 pallet0 distributor1
293:lift hoist3 crate4 pallet1 distributor1
294:lift hoist3 crate4 pallet2 distributor1
295:lift hoist3 crate4 pallet3 distributor1
296:load hoist0 crate0 truck0 depot0
297:load hoist0 crate0 truck1 depot0
298:load hoist0 crate0 truck2 depot0
299:load hoist0 crate1 truck0 depot0
300:load hoist0 crate1 truck1 depot0
301:load hoist0 crate1 truck2 depot0
302:load hoist0 crate2 truck0 depot0
303:load hoist0 crate2 truck1 depot0
304:load hoist0 crate2 truck2 depot0
305:load hoist0 crate3 truck0 depot0
306:load hoist0 crate3 truck1 depot0
307:load hoist0 crate3 truck2 depot0
308:load hoist0 crate4 truck0 depot0
309:load hoist0 crate4 truck1 depot0
310:load hoist0 crate4 truck2 depot0
311:load hoist1 crate0 truck0 depot1
312:load hoist1 crate0 truck1 depot1
313:load hoist1 crate0 truck2 depot1
314:load hoist1 crate1 truck0 depot1
315:load hoist1 crate1 truck1 depot1
316:load hoist1 crate1 truck2 depot1
317:load hoist1 crate2 truck0 depot1
318:load hoist1 crate2 truck1 depot1
319:load hoist1 crate2 truck2 depot1
320:load hoist1 crate3 truck0 depot1
321:load hoist1 crate3 truck1 depot1
322:load hoist1 crate3 truck2 depot1
323:load hoist1 crate4 truck0 depot1
324:load hoist1 crate4 truck1 depot1
325:load hoist1 crate4 truck2 depot1
326:load hoist2 crate0 truck0 distributor0
327:load hoist2 crate0 truck1 distributor0
328:load hoist2 crate0 truck2 distributor0
329:load hoist2 crate1 truck0 distributor0
330:load hoist2 crate1 truck1 distributor0
331:load hoist2 crate1 truck2 distributor0
332:load hoist2 crate2 truck0 distributor0
333:load hoist2 crate2 truck1 distributor0
334:load hoist2 crate2 truck2 distributor0
335:load hoist2 crate3 truck0 distributor0
336:load hoist2 crate3 truck1 distributor0
337:load hoist2 crate3 truck2 distributor0
338:load hoist2 crate4 truck0 distributor0
339:load hoist2 crate4 truck1 distributor0
340:load hoist2 crate4 truck2 distributor0
341:load hoist3 crate0 truck0 distributor1
342:load hoist3 crate0 truck1 distributor1
343:load hoist3 crate0 truck2 distributor1
344:load hoist3 crate1 truck0 distributor1
345:load hoist3 crate1 truck1 distributor1
346:load hoist3 crate1 truck2 distributor1
347:load hoist3 crate2 truck0 distributor1
348:load hoist3 crate2 truck1 distributor1
349:load hoist3 crate2 truck2 distributor1
350:load hoist3 crate3 truck0 distributor1
351:load hoist3 crate3 truck1 distributor1
352:load hoist3 crate3 truck2 distributor1
353:load hoist3 crate4 truck0 distributor1
354:load hoist3 crate4 truck1 distributor1
355:load hoist3 crate4 truck2 distributor1
356:unload hoist0 crate0 truck0 depot0
357:unload hoist0 crate0 truck1 depot0
358:unload hoist0 crate0 truck2 depot0
359:unload hoist0 crate1 truck0 depot0
360:unload hoist0 crate1 truck1 depot0
361:unload hoist0 crate1 truck2 depot0
362:unload hoist0 crate2 truck0 depot0
363:unload hoist0 crate2 truck1 depot0
364:unload hoist0 crate2 truck2 depot0
365:unload hoist0 crate3 truck0 depot0
366:unload hoist0 crate3 truck1 depot0
367:unload hoist0 crate3 truck2 depot0
368:unload hoist0 crate4 truck0 depot0
369:unload hoist0 crate4 truck1 depot0
370:unload hoist0 crate4 truck2 depot0
371:unload hoist1 crate0 truck0 depot1
372:unload hoist1 crate0 truck1 depot1
373:unload hoist1 crate0 truck2 depot1
374:unload hoist1 crate1 truck0 depot1
375:unload hoist1 crate1 truck1 depot1
376:unload hoist1 crate1 truck2 depot1
377:unload hoist1 crate2 truck0 depot1
378:unload hoist1 crate2 truck1 depot1
379:unload hoist1 crate2 truck2 depot1
380:unload hoist1 crate3 truck0 depot1
381:unload hoist1 crate3 truck1 depot1
382:unload hoist1 crate3 truck2 depot1
383:unload hoist1 crate4 truck0 depot1
384:unload hoist1 crate4 truck1 depot1
385:unload hoist1 crate4 truck2 depot1
386:unload hoist2 crate0 truck0 distributor0
387:unload hoist2 crate0 truck1 distributor0
388:unload hoist2 crate0 truck2 distributor0
389:unload hoist2 crate1 truck0 distributor0
390:unload hoist2 crate1 truck1 distributor0
391:unload hoist2 crate1 truck2 distributor0
392:unload hoist2 crate2 truck0 distributor0
393:unload hoist2 crate2 truck1 distributor0
394:unload hoist2 crate2 truck2 distributor0
395:unload hoist2 crate3 truck0 distributor0
396:unload hoist2 crate3 truck1 distributor0
397:unload hoist2 crate3 truck2 distributor0
398:unload hoist2 crate4 truck0 distributor0
399:unload hoist2 crate4 truck1 distributor0
400:unload hoist2 crate4 truck2 distributor0
401:unload hoist3 crate0 truck0 distributor1
402:unload hoist3 crate0 truck1 distributor1
403:unload hoist3 crate0 truck2 distributor1
404:unload hoist3 crate1 truck0 distributor1
405:unload hoist3 crate1 truck1 distributor1
406:unload hoist3 crate1 truck2 distributor1
407:unload hoist3 crate2 truck0 distributor1
408:unload hoist3 crate2 truck1 distributor1
409:unload hoist3 crate2 truck2 distributor1
410:unload hoist3 crate3 truck0 distributor1
411:unload hoist3 crate3 truck1 distributor1
412:unload hoist3 crate3 truck2 distributor1
413:unload hoist3 crate4 truck0 distributor1
414:unload hoist3 crate4 truck1 distributor1
415:unload hoist3 crate4 truck2 distributor1
