0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
219:empty-shot right shot5 cocktail2
220:empty-shot right shot5 cocktail3
221:empty-shot right shot5 ingredient1
222:empty-shot right shot5 ingredient2
223:empty-shot right shot5 ingredient3
224:empty-shot right shot5 ingredient4
225:empty-shot right shot5 ingredient5
226:empty-shot right shot5 ingredient6
227:empty-shot right shot6 cocktail1
228:empty-shot right shot6 cocktail2
229:empty-shot right shot6 cocktail3
230:empty-shot right shot6 ingredient1
231:empty-shot right shot6 ingredient2
232:empty-shot right shot6 ingredient3
233:empty-shot right shot6 ingredient4
234:empty-shot right shot6 ingredient5
235:empty-shot right shot6 ingredient6
236:fill-shot shot1 ingredient1 left right dispenser1
237:fill-shot shot1 ingredient1 right left dispenser1
238:fill-shot shot1 ingredient2 left right dispenser2
239:fill-shot shot1 ingredient2 right left dispenser2
240:fill-shot shot1 ingredient3 left right dispenser3
241:fill-shot shot1 ingredient3 right left dispenser3
242:fill-shot shot1 ingredient4 left right dispenser4
243:fill-shot shot1 ingredient4 right left dispenser4
244:fill-shot shot1 ingredient5 left right dispenser5
245:fill-shot shot1 ingredient5 right left dispenser5
246:fill-shot shot1 ingredient6 left right dispenser6
247:fill-shot shot1 ingredient6 right left dispenser6
248:fill-shot shot2 ingredient1 left right dispenser1
249:fill-shot shot2 ingredient1 right left dispenser1
250:fill-shot shot2 ingredient2 left right dispenser2
251:fill-shot shot2 ingredient2 right left dispenser2
252:fill-shot shot2 ingredient3 left right dispenser3
253:fill-shot shot2 ingredient3 right left dispenser3
254:fill-shot shot2 ingredient4 left right dispenser4
255:fill-shot shot2 ingredient4 right left dispenser4
256:fill-shot shot2 ingredient5 left right dispenser5
257:fill-shot shot2 ingredient5 right left dispenser5
258:fill-shot shot2 ingredient6 left right dispenser6
259:fill-shot shot2 ingredient6 right left dispenser6
260:fill-shot shot3 ingredient1 left right dispenser1
261:fill-shot shot3 ingredient1 right left dispenser1
262:fill-shot shot3 ingredient2 left right dispenser2
263:fill-shot shot3 ingredient2 right left dispenser2
264:fill-shot shot3 ingredient3 left right dispenser3
265:fill-shot shot3 ingredient3 right left dispenser3
266:fill-shot shot3 ingredient4 left right dispenser4
267:fill-shot shot3 ingredient4 right left dispenser4
268:fill-shot shot3 ingredient5 left right dispenser5
269:fill-shot shot3 ingredient5 right left dispenser5
270:fill-shot shot3 ingredient6 left right dispenser6
271:fill-shot shot3 ingredient6 right left dispenser6
272:fill-shot shot4 ingredient1 left right dispenser1
273:fill-shot shot4 ingredient1 right left dispenser1
274:fill-shot shot4 ingredient2 left right dispenser2
275:fill-shot shot4 ingredient2 right left dispenser2
276:fill-shot shot4 ingredient3 left right dispenser3
277:fill-shot shot4 ingredient3 right left dispenser3
278:fill-shot shot4 ingredient4 left right dispenser4
279:fill-shot shot4 ingredient4 right left dispenser4
280:fill-shot shot4 ingredient5 left right dispenser5
281:fill-shot shot4 ingredient5 right left dispenser5
282:fill-shot shot4 ingredient6 left right dispenser6
283:fill-shot shot4 ingredient6 right left dispenser6
284:fill-shot shot5 ingredient1 left right dispenser1
285:fill-shot shot5 ingredient1 right left dispenser1
286:fill-shot shot5 ingredient2 left right dispenser2
287:fill-shot shot5 ingredient2 right left dispenser2
288:fill-shot shot5 ingredient3 left right dispenser3
289:fill-shot shot5 ingredient3 right left dispenser3
290:fill-shot shot5 ingredient4 left right dispenser4
291:fill-shot shot5 ingredient4 right left dispenser4
292:fill-shot shot5 ingredient5 left right dispenser5
293:fill-shot shot5 ingredient5 right left dispenser5
294:fill-shot shot5 ingredient6 left right dispenser6
295:fill-shot shot5 ingredient6 right left dispenser6
296:fill-shot shot6 ingredient1 left right dispenser1
297:fill-shot shot6 ingredient1 right left dispenser1
298:fill-shot shot6 ingredient2 left right dispenser2
299:fill-shot shot6 ingredient2 right left dispenser2
300:fill-shot shot6 ingredient3 left right dispenser3
301:fill-shot shot6 ingredient3 right left dispenser3
302:fill-shot shot6 ingredient4 left right dispenser4
303:fill-shot shot6 ingredient4 right left dispenser4
304:fill-shot shot6 ingredient5 left right dispenser5
305:fill-shot shot6 ingredient5 right left dispenser5
306:fill-shot shot6 ingredient6 left right dispenser6
307:fill-shot shot6 ingredient6 right left dispenser6
308:grasp left shaker1
309:grasp left shot1
310:grasp left shot2
311:grasp left shot3
312:grasp left shot4
313:grasp left shot5
314:grasp left shot6
315:grasp right shaker1
316:grasp right shot1
317:grasp right shot2
318:grasp right shot3
319:grasp right shot4
320:grasp right shot5
321:grasp right shot6
322:leave left shaker1
323:leave left shot1
324:leave left shot2
325:leave left shot3
326:leave left shot4
327:leave left shot5
328:leave left shot6
329:leave right shaker1
330:leave right shot1
331:leave right shot2
332:leave right shot3
333:leave right shot4
334:leave right shot5
335:leave right shot6
336:pour-shaker-to-shot cocktail1 shot1 left shaker1 l1 l0
337:pour-shaker-to-shot cocktail1 shot1 left shaker1 l2 l1
338:pour-shaker-to-shot cocktail1 shot1 right shaker1 l1 l0
339:pour-shaker-to-shot cocktail1 shot1 right shaker1 l2 l1
340:pour-shaker-to-shot cocktail1 shot2 left shaker1 l1 l0
341:pour-shaker-to-shot cocktail1 shot2 left shaker1 l2 l1
342:pour-shaker-to-shot cocktail1 shot2 right shaker1 l1 l0
343:pour-shaker-to-shot cocktail1 shot2 right shaker1 l2 l1
344:pour-shaker-to-shot cocktail1 shot3 left shaker1 l1 l0
345:pour-shaker-to-shot cocktail1 shot3 left shaker1 l2 l1
346:pour-shaker-to-shot cocktail1 shot3 right shaker1 l1 l0
347:pour-shaker-to-shot cocktail1 shot3 right shaker1 l2 l1
348:pour-shaker-to-shot cocktail1 shot4 left shaker1 l1 l0
349:pour-shaker-to-shot cocktail1 shot4 left shaker1 l2 l1
350:pour-shaker-to-shot cocktail1 shot4 right shaker1 l1 l0
351:pour-shaker-to-shot cocktail1 shot4 right shaker1 l2 l1
352:pour-shaker-to-shot cocktail1 shot5 left shaker1 l1 l0
353:pour-shaker-to-shot cocktail1 shot5 left shaker1 l2 l1
354:pour-shaker-to-shot cocktail1 shot5 right shaker1 l1 l0
355:pour-shaker-to-shot cocktail1 shot5 right shaker1 l2 l1
356:pour-shaker-to-shot cocktail1 shot6 left shaker1 l1 l0
357:pour-shaker-to-shot cocktail1 shot6 left shaker1 l2 l1
358:pour-shaker-to-shot cocktail1 shot6 right shaker1 l1 l0
359:pour-shaker-to-shot cocktail1 shot6 right shaker1 l2 l1
360:pour-shaker-to-shot cocktail2 shot1 left shaker1 l1 l0
361:pour-shaker-to-shot cocktail2 shot1 left shaker1 l2 l1
362:pour-shaker-to-shot cocktail2 shot1 right shaker1 l1 l0
363:pour-shaker-to-shot cocktail2 shot1 right shaker1 l2 l1
364:pour-shaker-to-shot cocktail2 shot2 left shaker1 l1 l0
365:pour-shaker-to-shot cocktail2 shot2 left shaker1 l2 l1
366:pour-shaker-to-shot cocktail2 shot2 right shaker1 l1 l0
367:pour-shaker-to-shot cocktail2 shot2 right shaker1 l2 l1
368:pour-shaker-to-shot cocktail2 shot3 left shaker1 l1 l0
369:pour-shaker-to-shot cocktail2 shot3 left shaker1 l2 l1
370:pour-shaker-to-shot cocktail2 shot3 right shaker1 l1 l0
371:pour-shaker-to-shot cocktail2 shot3 right shaker1 l2 l1
372:pour-shaker-to-shot cocktail2 shot4 left shaker1 l1 l0
373:pour-shaker-to-shot cocktail2 shot4 left shaker1 l2 l1
374:pour-shaker-to-shot cocktail2 shot4 right shaker1 l1 l0
375:pour-shaker-to-shot cocktail2 shot4 right shaker1 l2 l1
376:pour-shaker-to-shot cocktail2 shot5 left shaker1 l1 l0
377:pour-shaker-to-shot cocktail2 shot5 left shaker1 l2 l1
378:pour-shaker-to-shot cocktail2 shot5 right shaker1 l1 l0
379:pour-shaker-to-shot cocktail2 shot5 right shaker1 l2 l1
380:pour-shaker-to-shot cocktail2 shot6 left shaker1 l1 l0
381:pour-shaker-to-shot cocktail2 shot6 left shaker1 l2 l1
382:pour-shaker-to-shot cocktail2 shot6 right shaker1 l1 l0
383:pour-shaker-to-shot cocktail2 shot6 right shaker1 l2 l1
384:pour-shaker-to-shot cocktail3 shot1 left shaker1 l1 l0
385:pour-shaker-to-shot cocktail3 shot1 left shaker1 l2 l1
386:pour-shaker-to-shot cocktail3 shot1 right shaker1 l1 l0
387:pour-shaker-to-shot cocktail3 shot1 right shaker1 l2 l1
388:pour-shaker-to-shot cocktail3 shot2 left shaker1 l1 l0
389:pour-shaker-to-shot cocktail3 shot2 left shaker1 l2 l1
390:pour-shaker-to-shot cocktail3 shot2 right shaker1 l1 l0
391:pour-shaker-to-shot cocktail3 shot2 right shaker1 l2 l1
392:pour-shaker-to-shot cocktail3 shot3 left shaker1 l1 l0
393:pour-shaker-to-shot cocktail3 shot3 left shaker1 l2 l1
394:pour-shaker-to-shot cocktail3 shot3 right shaker1 l1 l0
395:pour-shaker-to-shot cocktail3 shot3 right shaker1 l2 l1
396:pour-shaker-to-shot cocktail3 shot4 left shaker1 l1 l0
397:pour-shaker-to-shot cocktail3 shot4 left shaker1 l2 l1
398:pour-shaker-to-shot cocktail3 shot4 right shaker1 l1 l0
399:pour-shaker-to-shot cocktail3 shot4 right shaker1 l2 l1
400:pour-shaker-to-shot cocktail3 shot5 left shaker1 l1 l0
401:pour-shaker-to-shot cocktail3 shot5 left shaker1 l2 l1
402:pour-shaker-to-shot cocktail3 shot5 right shaker1 l1 l0
403:pour-shaker-to-shot cocktail3 shot5 right shaker1 l2 l1
404:pour-shaker-to-shot cocktail3 shot6 left shaker1 l1 l0
405:pour-shaker-to-shot cocktail3 shot6 left shaker1 l2 l1
406:pour-shaker-to-shot cocktail3 shot6 right shaker1 l1 l0
407:pour-shaker-to-shot cocktail3 shot6 right shaker1 l2 l1
408:pour-shaker-to-shot ingredient1 shot1 left shaker1 l1 l0
409:pour-shaker-to-shot ingredient1 shot1 left shaker1 l2 l1
410:pour-shaker-to-shot ingredient1 shot1 right shaker1 l1 l0
411:pour-shaker-to-shot ingredient1 shot1 right shaker1 l2 l1
412:pour-shaker-to-shot ingredient1 shot2 left shaker1 l1 l0
413:pour-shaker-to-shot ingredient1 shot2 left shaker1 l2 l1
414:pour-shaker-to-shot ingredient1 shot2 right shaker1 l1 l0
415:pour-shaker-to-shot ingredient1 shot2 right shaker1 l2 l1
416:pour-shaker-to-shot ingredient1 shot3 left shaker1 l1 l0
417:pour-shaker-to-shot ingredient1 shot3 left shaker1 l2 l1
418:pour-shaker-to-shot ingredient1 shot3 right shaker1 l1 l0
419:pour-shaker-to-shot ingredient1 shot3 right shaker1 l2 l1
420:pour-shaker-to-shot ingredient1 shot4 left shaker1 l1 l0
421:pour-shaker-to-shot ingredient1 shot4 left shaker1 l2 l1
422:pour-shaker-to-shot ingredient1 shot4 right shaker1 l1 l0
423:pour-shaker-to-shot ingredient1 shot4 right shaker1 l2 l1
424:pour-shaker-to-shot ingredient1 shot5 left shaker1 l1 l0
425:pour-shaker-to-shot ingredient1 shot5 left shaker1 l2 l1
426:pour-shaker-to-shot ingredient1 shot5 right shaker1 l1 l0
427:pour-shaker-to-shot ingredient1 shot5 right shaker1 l2 l1
428:pour-shaker-to-shot ingredient1 shot6 left shaker1 l1 l0
429:pour-shaker-to-shot ingredient1 shot6 left shaker1 l2 l1
430:pour-shaker-to-shot ingredient1 shot6 right shaker1 l1 l0
431:pour-shaker-to-shot ingredient1 shot6 right shaker1 l2 l1
432:pour-shaker-to-shot ingredient2 shot1 left shaker1 l1 l0
433:pour-shaker-to-shot ingredient2 shot1 left shaker1 l2 l1
434:pour-shaker-to-shot ingredient2 shot1 right shaker1 l1 l0
435:pour-shaker-to-shot ingredient2 shot1 right shaker1 l2 l1
436:pour-shaker-to-shot ingredient2 shot2 left shaker1 l1 l0
437:pour-shaker-to-shot ingredient2 shot2 left shaker1 l2 l1
438:pour-shaker-to-shot ingredient2 shot2 right shaker1 l1 l0
439:pour-shaker-to-shot ingredient2 shot2 right shaker1 l2 l1
440:pour-shaker-to-shot ingredient2 shot3 left shaker1 l1 l0
441:pour-shaker-to-shot ingredient2 shot3 left shaker1 l2 l1
442:pour-shaker-to-shot ingredient2 shot3 right shaker1 l1 l0
443:pour-shaker-to-shot ingredient2 shot3 right shaker1 l2 l1
444:pour-shaker-to-shot ingredient2 shot4 left shaker1 l1 l0
445:pour-shaker-to-shot ingredient2 shot4 left shaker1 l2 l1
446:pour-shaker-to-shot ingredient2 shot4 right shaker1 l1 l0
447:pour-shaker-to-shot ingredient2 shot4 right shaker1 l2 l1
448:pour-shaker-to-shot ingredient2 shot5 left shaker1 l1 l0
449:pour-shaker-to-shot ingredient2 shot5 left shaker1 l2 l1
450:pour-shaker-to-shot ingredient2 shot5 right shaker1 l1 l0
451:pour-shaker-to-shot ingredient2 shot5 right shaker1 l2 l1
452:pour-shaker-to-shot ingredient2 shot6 left shaker1 l1 l0
453:pour-shaker-to-shot ingredient2 shot6 left shaker1 l2 l1
454:pour-shaker-to-shot ingredient2 shot6 right shaker1 l1 l0
455:pour-shaker-to-shot ingredient2 shot6 right shaker1 l2 l1
456:pour-shaker-to-shot ingredient3 shot1 left shaker1 l1 l0
457:pour-shaker-to-shot ingredient3 shot1 left shaker1 l2 l1
458:pour-shaker-to-shot ingredient3 shot1 right shaker1 l1 l0
459:pour-shaker-to-shot ingredient3 shot1 right shaker1 l2 l1
460:pour-shaker-to-shot ingredient3 shot2 left shaker1 l1 l0
461:pour-shaker-to-shot ingredient3 shot2 left shaker1 l2 l1
462:pour-shaker-to-shot ingredient3 shot2 right shaker1 l1 l0
463:pour-shaker-to-shot ingredient3 shot2 right shaker1 l2 l1
464:pour-shaker-to-shot ingredient3 shot3 left shaker1 l1 l0
465:pour-shaker-to-shot ingredient3 shot3 left shaker1 l2 l1
466:pour-shaker-to-shot ingredient3 shot3 right shaker1 l1 l0
467:pour-shaker-to-shot ingredient3 shot3 right shaker1 l2 l1
468:pour-shaker-to-shot ingredient3 shot4 left shaker1 l1 l0
469:pour-shaker-to-shot ingredient3 shot4 left shaker1 l2 l1
470:pour-shaker-to-shot ingredient3 shot4 right shaker1 l1 l0
471:pour-shaker-to-shot ingredient3 shot4 right shaker1 l2 l1
472:pour-shaker-to-shot ingredient3 shot5 left shaker1 l1 l0
473:pour-shaker-to-shot ingredient3 shot5 left shaker1 l2 l1
474:pour-shaker-to-shot ingredient3 shot5 right shaker1 l1 l0
475:pour-shaker-to-shot ingredient3 shot5 right shaker1 l2 l1
476:pour-shaker-to-shot ingredient3 shot6 left shaker1 l1 l0
477:pour-shaker-to-shot ingredient3 shot6 left shaker1 l2 l1
478:pour-shaker-to-shot ingredient3 shot6 right shaker1 l1 l0
479:pour-shaker-to-shot ingredient3 shot6 right shaker1 l2 l1
480:pour-shaker-to-shot ingredient4 shot1 left shaker1 l1 l0
481:pour-shaker-to-shot ingredient4 shot1 left shaker1 l2 l1
482:pour-shaker-to-shot ingredient4 shot1 right shaker1 l1 l0
483:pour-shaker-to-shot ingredient4 shot1 right shaker1 l2 l1
484:pour-shaker-to-shot ingredient4 shot2 left shaker1 l1 l0
485:pour-shaker-to-shot ingredient4 shot2 left shaker1 l2 l1
486:pour-shaker-to-shot ingredient4 shot2 right shaker1 l1 l0
487:pour-shaker-to-shot ingredient4 shot2 right shaker1 l2 l1
488:pour-shaker-to-shot ingredient4 shot3 left shaker1 l1 l0
489:pour-shaker-to-shot ingredient4 shot3 left shaker1 l2 l1
490:pour-shaker-to-shot ingredient4 shot3 right shaker1 l1 l0
491:pour-shaker-to-shot ingredient4 shot3 right shaker1 l2 l1
492:pour-shaker-to-shot ingredient4 shot4 left shaker1 l1 l0
493:pour-shaker-to-shot ingredient4 shot4 left shaker1 l2 l1
494:pour-shaker-to-shot ingredient4 shot4 right shaker1 l1 l0
495:pour-shaker-to-shot ingredient4 shot4 right shaker1 l2 l1
496:pour-shaker-to-shot ingredient4 shot5 left shaker1 l1 l0
497:pour-shaker-to-shot ingredient4 shot5 left shaker1 l2 l1
498:pour-shaker-to-shot ingredient4 shot5 right shaker1 l1 l0
499:pour-shaker-to-shot ingredient4 shot5 right shaker1 l2 l1
500:pour-shaker-to-shot ingredient4 shot6 left shaker1 l1 l0
501:pour-shaker-to-shot ingredient4 shot6 left shaker1 l2 l1
502:pour-shaker-to-shot ingredient4 shot6 right shaker1 l1 l0
503:pour-shaker-to-shot ingredient4 shot6 right shaker1 l2 l1
504:pour-shaker-to-shot ingredient5 shot1 left shaker1 l1 l0
505:pour-shaker-to-shot ingredient5 shot1 left shaker1 l2 l1
506:pour-shaker-to-shot ingredient5 shot1 right shaker1 l1 l0
507:pour-shaker-to-shot ingredient5 shot1 right shaker1 l2 l1
508:pour-shaker-to-shot ingredient5 shot2 left shaker1 l1 l0
509:pour-shaker-to-shot ingredient5 shot2 left shaker1 l2 l1
510:pour-shaker-to-shot ingredient5 shot2 right shaker1 l1 l0
511:pour-shaker-to-shot ingredient5 shot2 right shaker1 l2 l1
512:pour-shaker-to-shot ingredient5 shot3 left shaker1 l1 l0
513:pour-shaker-to-shot ingredient5 shot3 left shaker1 l2 l1
514:pour-shaker-to-shot ingredient5 shot3 right shaker1 l1 l0
515:pour-shaker-to-shot ingredient5 shot3 right shaker1 l2 l1
516:pour-shaker-to-shot ingredient5 shot4 left shaker1 l1 l0
517:pour-shaker-to-shot ingredient5 shot4 left shaker1 l2 l1
518:pour-shaker-to-shot ingredient5 shot4 right shaker1 l1 l0
519:pour-shaker-to-shot ingredient5 shot4 right shaker1 l2 l1
520:pour-shaker-to-shot ingredient5 shot5 left shaker1 l1 l0
521:pour-shaker-to-shot ingredient5 shot5 left shaker1 l2 l1
522:pour-shaker-to-shot ingredient5 shot5 right shaker1 l1 l0
523:pour-shaker-to-shot ingredient5 shot5 right shaker1 l2 l1
524:pour-shaker-to-shot ingredient5 shot6 left shaker1 l1 l0
525:pour-shaker-to-shot ingredient5 shot6 left shaker1 l2 l1
526:pour-shaker-to-shot ingredient5 shot6 right shaker1 l1 l0
527:pour-shaker-to-shot ingredient5 shot6 right shaker1 l2 l1
528:pour-shaker-to-shot ingredient6 shot1 left shaker1 l1 l0
529:pour-shaker-to-shot ingredient6 shot1 left shaker1 l2 l1
530:pour-shaker-to-shot ingredient6 shot1 right shaker1 l1 l0
531:pour-shaker-to-shot ingredient6 shot1 right shaker1 l2 l1
532:pour-shaker-to-shot ingredient6 shot2 left shaker1 l1 l0
533:pour-shaker-to-shot ingredient6 shot2 left shaker1 l2 l1
534:pour-shaker-to-shot ingredient6 shot2 right shaker1 l1 l0
535:pour-shaker-to-shot ingredient6 shot2 right shaker1 l2 l1
536:pour-shaker-to-shot ingredient6 shot3 left shaker1 l1 l0
537:pour-shaker-to-shot ingredient6 shot3 left shaker1 l2 l1
538:pour-shaker-to-shot ingredient6 shot3 right shaker1 l1 l0
539:pour-shaker-to-shot ingredient6 shot3 right shaker1 l2 l1
540:pour-shaker-to-shot ingredient6 shot4 left shaker1 l1 l0
541:pour-shaker-to-shot ingredient6 shot4 left shaker1 l2 l1
542:pour-shaker-to-shot ingredient6 shot4 right shaker1 l1 l0
543:pour-shaker-to-shot ingredient6 shot4 right shaker1 l2 l1
