0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drive truck2 depot0 depot1
13:drive truck2 depot0 distributor0
14:drive truck2 depot1 depot0
15:drive truck2 depot1 distributor0
16:drive truck2 distributor0 depot0
17:drive truck2 distributor0 depot1
83:drop hoist2 crate3 crate0 distributor0
84:drop hoist2 crate3 crate1 distributor0
85:drop hoist2 crate3 crate2 distributor0
86:drop hoist2 crate3 crate4 distributor0
87:drop hoist2 crate3 pallet2 distributor0
88:drop hoist2 crate4 crate0 distributor0
89:drop hoist2 crate4 crate1 distributor0
90:drop hoist2 crate4 crate2 distributor0
91:drop hoist2 crate4 crate3 distributor0
92:drop hoist2 crate4 pallet2 distributor0
93:lift hoist0 crate0 crate1 depot0
94:lift hoist0 crate0 crate2 depot0
95:lift hoist0 crate0 crate3 depot0
96:lift hoist0 crate0 crate4 depot0
97:lift hoist0 crate0 pallet0 depot0
98:lift hoist0 crate0 pallet1 depot0
99:lift hoist0 crate0 pallet2 depot0
100:lift hoist0 crate1 crate0 depot0
101:lift hoist0 crate1 crate2 depot0
102:lift hoist0 crate1 crate3 depot0
103:lift hoist0 crate1 crate4 depot0
104:lift hoist0 crate1 pallet0 depot0
105:lift hoist0 crate1 pallet1 depot0
106:lift hoist0 crate1 pallet2 depot0
107:lift hoist0 crate2 crate0 depot0
108:lift hoist0 crate2 crate1 depot0
109:lift hoist0 crate2 crate3 depot0
110:lift hoist0 crate2 crate4 depot0
111:lift hoist0 crate2 pallet0 depot0
112:lift hoist0 crate2 pallet1 depot0
113:lift hoist0 crate2 pallet2 depot0
114:lift hoist0 crate3 crate0 depot0
115:lift hoist0 crate3 crate1 depot0
116:lift hoist0 crate3 crate2 depot0
117:lift hoist0 crate3 crate4 depot0
118:lift hoist0 crate3 pallet0 depot0
119:lift hoist0 crate3 pallet1 depot0
120:lift hoist0 crate3 pallet2 depot0
121:lift hoist0 crate4 crate0 depot0
122:lift hoist0 crate4 crate1 depot0
123:lift hoist0 crate4 crate2 depot0
124:lift hoist0 crate4 crate3 depot0
125:lift hoist0 crate4 pallet0 depot0
126:lift hoist0 crate4 pallet1 depot0
127:lift hoist0 crate4 pallet2 depot0
128:lift hoist1 crate0 crate1 depot1
129:lift hoist1 crate0 crate2 depot1
130:lift hoist1 crate0 crate3 depot1
131:lift hoist1 crate0 crate4 depot1
132:lift hoist1 crate0 pallet0 depot1
133:lift hoist1 crate0 pallet1 depot1
134:lift hoist1 crate0 pallet2 depot1
135:lift hoist1 crate1 crate0 depot1
136:lift hoist1 crate1 crate2 depot1
137:lift hoist1 crate1 crate3 depot1
138:lift hoist1 crate1 crate4 depot1
139:lift hoist1 crate1 pallet0 depot1
140:lift hoist1 crate1 pallet1 depot1
141:lift hoist1 crate1 pallet2 depot1
142:lift hoist1 crate2 crate0 depot1
143:lift hoist1 crate2 crate1 depot1
144:lift hoist1 crate2 crate3 depot1
145:lift hoist1 crate2 crate4 depot1
146:lift hoist1 crate2 pallet0 depot1
147:lift hoist1 crate2 pallet1 depot1
148:lift hoist1 crate2 pallet2 depot1
149:lift hoist1 crate3 crate0 depot1
150:lift hoist1 crate3 crate1 depot1
151:lift hoist1 crate3 crate2 depot1
152:lift hoist1 crate3 crate4 depot1
153:lift hoist1 crate3 pallet0 depot1
154:lift hoist1 crate3 pallet1 depot1
155:lift hoist1 crate3 pallet2 depot1
156:lift hoist1 crate4 crate0 depot1
157:lift hoist1 crate4 crate1 depot1
158:lift hoist1 crate4 crate2 depot1
159:lift hoist1 crate4 crate3 depot1
160:lift hoist1 crate4 pallet0 depot1
161:lift hoist1 crate4 pallet1 depot1
162:lift hoist1 crate4 pallet2 depot1
163:lift hoist2 crate0 crate1 distributor0
164:lift hoist2 crate0 crate2 distributor0
165:lift hoist2 crate0 crate3 distributor0
166:lift hoist2 crate0 crate4 distributor0
167:lift hoist2 crate0 pallet0 distributor0
168:lift hoist2 crate0 pallet1 distributor0
169:lift hoist2 crate0 pallet2 distributor0
170:lift hoist2 crate1 crate0 distributor0
171:lift hoist2 crate1 crate2 distributor0
172:lift hoist2 crate1 crate3 distributor0
173:lift hoist2 crate1 crate4 distributor0
174:lift hoist2 crate1 pallet0 distributor0
175:lift hoist2 crate1 pallet1 distributor0
176:lift hoist2 crate1 pallet2 distributor0
177:lift hoist2 crate2 crate0 distributor0
178:lift hoist2 crate2 crate1 distributor0
179:lift hoist2 crate2 crate3 distributor0
180:lift hoist2 crate2 crate4 distributor0
181:lift hoist2 crate2 pallet0 distributor0
182:lift hoist2 crate2 pallet1 distributor0
183:lift hoist2 crate2 pallet2 distributor0
184:lift hoist2 crate3 crate0 distributor0
185:lift hoist2 crate3 crate1 distributor0
186:lift hoist2 crate3 crate2 distributor0
187:lift hoist2 crate3 crate4 distributor0
188:lift hoist2 crate3 pallet0 distributor0
189:lift hoist2 crate3 pallet1 distributor0
190:lift hoist2 crate3 pallet2 distributor0
191:lift hoist2 crate4 crate0 distributor0
192:lift hoist2 crate4 crate1 distributor0
193:lift hoist2 crate4 crate2 distributor0
194:lift hoist2 crate4 crate3 distributor0
195:lift hoist2 crate4 pallet0 distributor0
196:lift hoist2 crate4 pallet1 distributor0
197:lift hoist2 crate4 pallet2 distributor0
198:load hoist0 crate0 truck0 depot0
199:load hoist0 crate0 truck1 depot0
200:load hoist0 crate0 truck2 depot0
201:load hoist0 crate1 truck0 depot0
202:load hoist0 crate1 truck1 depot0
203:load hoist0 crate1 truck2 depot0
204:load hoist0 crate2 truck0 depot0
205:load hoist0 crate2 truck1 depot0
206:load hoist0 crate2 truck2 depot0
207:load hoist0 crate3 truck0 depot0
208:load hoist0 crate3 truck1 depot0
209:load hoist0 crate3 truck2 depot0
210:load hoist0 crate4 truck0 depot0
211:load hoist0 crate4 truck1 depot0
212:load hoist0 crate4 truck2 depot0
213:load hoist1 crate0 truck0 depot1
214:load hoist1 crate0 truck1 depot1
215:load hoist1 crate0 truck2 depot1
216:load hoist1 crate1 truck0 depot1
217:load hoist1 crate1 truck1 depot1
218:load hoist1 crate1 truck2 depot1
219:load hoist1 crate2 truck0 depot1
220:load hoist1 crate2 truck1 depot1
221:load hoist1 crate2 truck2 depot1
222:load hoist1 crate3 truck0 depot1
223:load hoist1 crate3 truck1 depot1
224:load hoist1 crate3 truck2 depot1
225:load hoist1 crate4 truck0 depot1
226:load hoist1 crate4 truck1 depot1
227:load hoist1 crate4 truck2 depot1
228:load hoist2 crate0 truck0 distributor0
229:load hoist2 crate0 truck1 distributor0
230:load hoist2 crate0 truck2 distributor0
231:load hoist2 crate1 truck0 distributor0
232:load hoist2 crate1 truck1 distributor0
233:load hoist2 crate1 truck2 distributor0
234:load hoist2 crate2 truck0 distributor0
235:load hoist2 crate2 truck1 distributor0
236:load hoist2 crate2 truck2 distributor0
237:load hoist2 crate3 truck0 distributor0
238:load hoist2 crate3 truck1 distributor0
239:load hoist2 crate3 truck2 distributor0
240:load hoist2 crate4 truck0 distributor0
241:load hoist2 crate4 truck1 distributor0
242:load hoist2 crate4 truck2 distributor0
243:unload hoist0 crate0 truck0 depot0
244:unload hoist0 crate0 truck1 depot0
245:unload hoist0 crate0 truck2 depot0
246:unload hoist0 crate1 truck0 depot0
247:unload hoist0 crate1 truck1 depot0
248:unload hoist0 crate1 truck2 depot0
249:unload hoist0 crate2 truck0 depot0
250:unload hoist0 crate2 truck1 depot0
251:unload hoist0 crate2 truck2 depot0
252:unload hoist0 crate3 truck0 depot0
253:unload hoist0 crate3 truck1 depot0
254:unload hoist0 crate3 truck2 depot0
255:unload hoist0 crate4 truck0 depot0
256:unload hoist0 crate4 truck1 depot0
257:unload hoist0 crate4 truck2 depot0
258:unload hoist1 crate0 truck0 depot1
259:unload hoist1 crate0 truck1 depot1
260:unload hoist1 crate0 truck2 depot1
261:unload hoist1 crate1 truck0 depot1
262:unload hoist1 crate1 truck1 depot1
263:unload hoist1 crate1 truck2 depot1
264:unload hoist1 crate2 truck0 depot1
265:unload hoist1 crate2 truck1 depot1
266:unload hoist1 crate2 truck2 depot1
267:unload hoist1 crate3 truck0 depot1
268:unload hoist1 crate3 truck1 depot1
269:unload hoist1 crate3 truck2 depot1
270:unload hoist1 crate4 truck0 depot1
271:unload hoist1 crate4 truck1 depot1
272:unload hoist1 crate4 truck2 depot1
273:unload hoist2 crate0 truck0 distributor0
274:unload hoist2 crate0 truck1 distributor0
275:unload hoist2 crate0 truck2 distributor0
276:unload hoist2 crate1 truck0 distributor0
277:unload hoist2 crate1 truck1 distributor0
278:unload hoist2 crate1 truck2 distributor0
279:unload hoist2 crate2 truck0 distributor0
280:unload hoist2 crate2 truck1 distributor0
281:unload hoist2 crate2 truck2 distributor0
282:unload hoist2 crate3 truck0 distributor0
283:unload hoist2 crate3 truck1 distributor0
284:unload hoist2 crate3 truck2 distributor0
285:unload hoist2 crate4 truck0 distributor0
286:unload hoist2 crate4 truck1 distributor0
287:unload hoist2 crate4 truck2 distributor0
