0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
103:drop hoist3 crate0 pallet3 distributor1
104:drop hoist3 crate1 crate0 distributor1
105:drop hoist3 crate1 crate2 distributor1
106:drop hoist3 crate1 crate3 distributor1
107:drop hoist3 crate1 crate4 distributor1
108:drop hoist3 crate1 pallet3 distributor1
109:drop hoist3 crate2 crate0 distributor1
110:drop hoist3 crate2 crate1 distributor1
111:drop hoist3 crate2 crate3 distributor1
112:drop hoist3 crate2 crate4 distributor1
113:drop hoist3 crate2 pallet3 distributor1
114:drop hoist3 crate3 crate0 distributor1
115:drop hoist3 crate3 crate1 distributor1
116:drop hoist3 crate3 crate2 distributor1
117:drop hoist3 crate3 crate4 distributor1
118:drop hoist3 crate3 pallet3 distributor1
119:drop hoist3 crate4 crate0 distributor1
120:drop hoist3 crate4 crate1 distributor1
121:drop hoist3 crate4 crate2 distributor1
122:drop hoist3 crate4 crate3 distributor1
123:drop hoist3 crate4 pallet3 distributor1
124:lift hoist0 crate0 crate1 depot0
125:lift hoist0 crate0 crate2 depot0
126:lift hoist0 crate0 crate3 depot0
127:lift hoist0 crate0 crate4 depot0
128:lift hoist0 crate0 pallet0 depot0
129:lift hoist0 crate0 pallet1 depot0
130:lift hoist0 crate0 pallet2 depot0
131:lift hoist0 crate0 pallet3 depot0
132:lift hoist0 crate1 crate0 depot0
133:lift hoist0 crate1 crate2 depot0
134:lift hoist0 crate1 crate3 depot0
135:lift hoist0 crate1 crate4 depot0
136:lift hoist0 crate1 pallet0 depot0
137:lift hoist0 crate1 pallet1 depot0
138:lift hoist0 crate1 pallet2 depot0
139:lift hoist0 crate1 pallet3 depot0
140:lift hoist0 crate2 crate0 depot0
141:lift hoist0 crate2 crate1 depot0
142:lift hoist0 crate2 crate3 depot0
143:lift hoist0 crate2 crate4 depot0
144:lift hoist0 crate2 pallet0 depot0
145:lift hoist0 crate2 pallet1 depot0
146:lift hoist0 crate2 pallet2 depot0
147:lift hoist0 crate2 pallet3 depot0
148:lift hoist0 crate3 crate0 depot0
149:lift hoist0 crate3 crate1 depot0
150:lift hoist0 crate3 crate2 depot0
151:lift hoist0 crate3 crate4 depot0
152:lift hoist0 crate3 pallet0 depot0
153:lift hoist0 crate3 pallet1 depot0
154:lift hoist0 crate3 pallet2 depot0
155:lift hoist0 crate3 pallet3 depot0
156:lift hoist0 crate4 crate0 depot0
157:lift hoist0 crate4 crate1 depot0
158:lift hoist0 crate4 crate2 depot0
159:lift hoist0 crate4 crate3 depot0
160:lift hoist0 crate4 pallet0 depot0
161:lift hoist0 crate4 pallet1 depot0
162:lift hoist0 crate4 pallet2 depot0
163:lift hoist0 crate4 pallet3 depot0
164:lift hoist1 crate0 crate1 depot1
165:lift hoist1 crate0 crate2 depot1
166:lift hoist1 crate0 crate3 depot1
167:lift hoist1 crate0 crate4 depot1
168:lift hoist1 crate0 pallet0 depot1
169:lift hoist1 crate0 pallet1 depot1
170:lift hoist1 crate0 pallet2 depot1
171:lift hoist1 crate0 pallet3 depot1
172:lift hoist1 crate1 crate0 depot1
173:lift hoist1 crate1 crate2 depot1
174:lift hoist1 crate1 crate3 depot1
175:lift hoist1 crate1 crate4 depot1
176:lift hoist1 crate1 pallet0 depot1
177:lift hoist1 crate1 pallet1 depot1
178:lift hoist1 crate1 pallet2 depot1
179:lift hoist1 crate1 pallet3 depot1
180:lift hoist1 crate2 crate0 depot1
181:lift hoist1 crate2 crate1 depot1
182:lift hoist1 crate2 crate3 depot1
183:lift hoist1 crate2 crate4 depot1
184:lift hoist1 crate2 pallet0 depot1
185:lift hoist1 crate2 pallet1 depot1
186:lift hoist1 crate2 pallet2 depot1
187:lift hoist1 crate2 pallet3 depot1
188:lift hoist1 crate3 crate0 depot1
189:lift hoist1 crate3 crate1 depot1
190:lift hoist1 crate3 crate2 depot1
191:lift hoist1 crate3 crate4 depot1
192:lift hoist1 crate3 pallet0 depot1
193:lift hoist1 crate3 pallet1 depot1
194:lift hoist1 crate3 pallet2 depot1
195:lift hoist1 crate3 pallet3 depot1
196:lift hoist1 crate4 crate0 depot1
197:lift hoist1 crate4 crate1 depot1
198:lift hoist1 crate4 crate2 depot1
199:lift hoist1 crate4 crate3 depot1
200:lift hoist1 crate4 pallet0 depot1
201:lift hoist1 crate4 pallet1 depot1
202:lift hoist1 crate4 pallet2 depot1
203:lift hoist1 crate4 pallet3 depot1
204:lift hoist2 crate0 crate1 distributor0
205:lift hoist2 crate0 crate2 distributor0
206:lift hoist2 crate0 crate3 distributor0
207:lift hoist2 crate0 crate4 distributor0
208:lift hoist2 crate0 pallet0 distributor0
209:lift hoist2 crate0 pallet1 distributor0
210:lift hoist2 crate0 pallet2 distributor0
211:lift hoist2 crate0 pallet3 distributor0
212:lift hoist2 crate1 crate0 distributor0
213:lift hoist2 crate1 crate2 distributor0
214:lift hoist2 crate1 crate3 distributor0
215:lift hoist2 crate1 crate4 distributor0
216:lift hoist2 crate1 pallet0 distributor0
217:lift hoist2 crate1 pallet1 distributor0
218:lift hoist2 crate1 pallet2 distributor0
219:lift hoist2 crate1 pallet3 distributor0
220:lift hoist2 crate2 crate0 distributor0
221:lift hoist2 crate2 crate1 distributor0
222:lift hoist2 crate2 crate3 distributor0
223:lift hoist2 crate2 crate4 distributor0
224:lift hoist2 crate2 pallet0 distributor0
225:lift hoist2 crate2 pallet1 distributor0
226:lift hoist2 crate2 pallet2 distributor0
227:lift hoist2 crate2 pallet3 distributor0
228:lift hoist2 crate3 crate0 distributor0
229:lift hoist2 crate3 crate1 distributor0
230:lift hoist2 crate3 crate2 distributor0
231:lift hoist2 crate3 crate4 distributor0
232:lift hoist2 crate3 pallet0 distributor0
233:lift hoist2 crate3 pallet1 distributor0
234:lift hoist2 crate3 pallet2 distributor0
235:lift hoist2 crate3 pallet3 distributor0
236:lift hoist2 crate4 crate0 distributor0
237:lift hoist2 crate4 crate1 distributor0
238:lift hoist2 crate4 crate2 distributor0
239:lift hoist2 crate4 crate3 distributor0
240:lift hoist2 crate4 pallet0 distributor0
241:lift hoist2 crate4 pallet1 distributor0
242:lift hoist2 crate4 pallet2 distributor0
243:lift hoist2 crate4 pallet3 distributor0
244:lift hoist3 crate0 crate1 distributor1
245:lift hoist3 crate0 crate2 distributor1
246:lift hoist3 crate0 crate3 distributor1
247:lift hoist3 crate0 crate4 distributor1
248:lift hoist3 crate0 pallet0 distributor1
249:lift hoist3 crate0 pallet1 distributor1
250:lift hoist3 crate0 pallet2 distributor1
251:lift hoist3 crate0 pallet3 distributor1
252:lift hoist3 crate1 crate0 distributor1
253:lift hoist3 crate1 crate2 distributor1
254:lift hoist3 crate1 crate3 distributor1
255:lift hoist3 crate1 crate4 distributor1
256:lift hoist3 crate1 pallet0 distributor1
257:lift hoist3 crate1 pallet1 distributor1
258:lift hoist3 crate1 pallet2 distributor1
259:lift hoist3 crate1 pallet3 distributor1
260:lift hoist3 crate2 crate0 distributor1
261:lift hoist3 crate2 crate1 distributor1
262:lift hoist3 crate2 crate3 distributor1
263:lift hoist3 crate2 crate4 distributor1
264:lift hoist3 crate2 pallet0 distributor1
265:lift hoist3 crate2 pallet1 distributor1
266:lift hoist3 crate2 pallet2 distributor1
267:lift hoist3 crate2 pallet3 distributor1
268:lift hoist3 crate3 crate0 distributor1
269:lift hoist3 crate3 crate1 distributor1
270:lift hoist3 crate3 crate2 distributor1
271:lift hoist3 crate3 crate4 distributor1
272:lift hoist3 crate3 pallet0 distributor1
273:lift hoist3 crate3 pallet1 distributor1
274:lift hoist3 crate3 pallet2 distributor1
275:lift hoist3 crate3 pallet3 distributor1
276:lift hoist3 crate4 crate0 distributor1
277:lift hoist3 crate4 crate1 distributor1
278:lift hoist3 crate4 crate2 distributor1
279:lift hoist3 crate4 crate3 distributor1
280:lift hoist3 crate4 pallet0 distributor1
281:lift hoist3 crate4 pallet1 distributor1
282:lift hoist3 crate4 pallet2 distributor1
283:lift hoist3 crate4 pallet3 distributor1
284:load hoist0 crate0 truck0 depot0
285:load hoist0 crate0 truck1 depot0
286:load hoist0 crate1 truck0 depot0
287:load hoist0 crate1 truck1 depot0
288:load hoist0 crate2 truck0 depot0
289:load hoist0 crate2 truck1 depot0
290:load hoist0 crate3 truck0 depot0
291:load hoist0 crate3 truck1 depot0
292:load hoist0 crate4 truck0 depot0
293:load hoist0 crate4 truck1 depot0
294:load hoist1 crate0 truck0 depot1
295:load hoist1 crate0 truck1 depot1
296:load hoist1 crate1 truck0 depot1
297:load hoist1 crate1 truck1 depot1
298:load hoist1 crate2 truck0 depot1
299:load hoist1 crate2 truck1 depot1
300:load hoist1 crate3 truck0 depot1
301:load hoist1 crate3 truck1 depot1
302:load hoist1 crate4 truck0 depot1
303:load hoist1 crate4 truck1 depot1
304:load hoist2 crate0 truck0 distributor0
305:load hoist2 crate0 truck1 distributor0
306:load hoist2 crate1 truck0 distributor0
307:load hoist2 crate1 truck1 distributor0
308:load hoist2 crate2 truck0 distributor0
309:load hoist2 crate2 truck1 distributor0
310:load hoist2 crate3 truck0 distributor0
311:load hoist2 crate3 truck1 distributor0
312:load hoist2 crate4 truck0 distributor0
313:load hoist2 crate4 truck1 distributor0
314:load hoist3 crate0 truck0 distributor1
315:load hoist3 crate0 truck1 distributor1
316:load hoist3 crate1 truck0 distributor1
317:load hoist3 crate1 truck1 distributor1
318:load hoist3 crate2 truck0 distributor1
319:load hoist3 crate2 truck1 distributor1
320:load hoist3 crate3 truck0 distributor1
321:load hoist3 crate3 truck1 distributor1
322:load hoist3 crate4 truck0 distributor1
323:load hoist3 crate4 truck1 distributor1
324:unload hoist0 crate0 truck0 depot0
325:unload hoist0 crate0 truck1 depot0
326:unload hoist0 crate1 truck0 depot0
327:unload hoist0 crate1 truck1 depot0
328:unload hoist0 crate2 truck0 depot0
329:unload hoist0 crate2 truck1 depot0
330:unload hoist0 crate3 truck0 depot0
331:unload hoist0 crate3 truck1 depot0
332:unload hoist0 crate4 truck0 depot0
333:unload hoist0 crate4 truck1 depot0
334:unload hoist1 crate0 truck0 depot1
335:unload hoist1 crate0 truck1 depot1
336:unload hoist1 crate1 truck0 depot1
337:unload hoist1 crate1 truck1 depot1
338:unload hoist1 crate2 truck0 depot1
339:unload hoist1 crate2 truck1 depot1
340:unload hoist1 crate3 truck0 depot1
341:unload hoist1 crate3 truck1 depot1
342:unload hoist1 crate4 truck0 depot1
343:unload hoist1 crate4 truck1 depot1
344:unload hoist2 crate0 truck0 distributor0
345:unload hoist2 crate0 truck1 distributor0
346:unload hoist2 crate1 truck0 distributor0
347:unload hoist2 crate1 truck1 distributor0
348:unload hoist2 crate2 truck0 distributor0
349:unload hoist2 crate2 truck1 distributor0
350:unload hoist2 crate3 truck0 distributor0
351:unload hoist2 crate3 truck1 distributor0
352:unload hoist2 crate4 truck0 distributor0
353:unload hoist2 crate4 truck1 distributor0
354:unload hoist3 crate0 truck0 distributor1
355:unload hoist3 crate0 truck1 distributor1
356:unload hoist3 crate1 truck0 distributor1
357:unload hoist3 crate1 truck1 distributor1
358:unload hoist3 crate2 truck0 distributor1
359:unload hoist3 crate2 truck1 distributor1
360:unload hoist3 crate3 truck0 distributor1
361:unload hoist3 crate3 truck1 distributor1
362:unload hoist3 crate4 truck0 distributor1
363:unload hoist3 crate4 truck1 distributor1
