0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
250:load hoist3 crate0 truck2 distributor1
251:load hoist3 crate1 truck0 distributor1
252:load hoist3 crate1 truck1 distributor1
253:load hoist3 crate1 truck2 distributor1
254:load hoist3 crate2 truck0 distributor1
255:load hoist3 crate2 truck1 distributor1
256:load hoist3 crate2 truck2 distributor1
257:load hoist3 crate3 truck0 distributor1
258:load hoist3 crate3 truck1 distributor1
259:load hoist3 crate3 truck2 distributor1
260:unload hoist0 crate0 truck0 depot0
261:unload hoist0 crate0 truck1 depot0
262:unload hoist0 crate0 truck2 depot0
263:unload hoist0 crate1 truck0 depot0
264:unload hoist0 crate1 truck1 depot0
265:unload hoist0 crate1 truck2 depot0
266:unload hoist0 crate2 truck0 depot0
267:unload hoist0 crate2 truck1 depot0
268:unload hoist0 crate2 truck2 depot0
269:unload hoist0 crate3 truck0 depot0
270:unload hoist0 crate3 truck1 depot0
271:unload hoist0 crate3 truck2 depot0
272:unload hoist1 crate0 truck0 depot1
273:unload hoist1 crate0 truck1 depot1
274:unload hoist1 crate0 truck2 depot1
275:unload hoist1 crate1 truck0 depot1
276:unload hoist1 crate1 truck1 depot1
277:unload hoist1 crate1 truck2 depot1
278:unload hoist1 crate2 truck0 depot1
279:unload hoist1 crate2 truck1 depot1
280:unload hoist1 crate2 truck2 depot1
281:unload hoist1 crate3 truck0 depot1
282:unload hoist1 crate3 truck1 depot1
283:unload hoist1 crate3 truck2 depot1
284:unload hoist2 crate0 truck0 distributor0
285:unload hoist2 crate0 truck1 distributor0
286:unload hoist2 crate0 truck2 distributor0
287:unload hoist2 crate1 truck0 distributor0
288:unload hoist2 crate1 truck1 distributor0
289:unload hoist2 crate1 truck2 distributor0
290:unload hoist2 crate2 truck0 distributor0
291:unload hoist2 crate2 truck1 distributor0
292:unload hoist2 crate2 truck2 distributor0
293:unload hoist2 crate3 truck0 distributor0
294:unload hoist2 crate3 truck1 distributor0
295:unload hoist2 crate3 truck2 distributor0
296:unload hoist3 crate0 truck0 distributor1
297:unload hoist3 crate0 truck1 distributor1
298:unload hoist3 crate0 truck2 distributor1
299:unload hoist3 crate1 truck0 distributor1
300:unload hoist3 crate1 truck1 distributor1
301:unload hoist3 crate1 truck2 distributor1
302:unload hoist3 crate2 truck0 distributor1
303:unload hoist3 crate2 truck1 distributor1
304:unload hoist3 crate2 truck2 distributor1
305:unload hoist3 crate3 truck0 distributor1
306:unload hoist3 crate3 truck1 distributor1
307:unload hoist3 crate3 truck2 distributor1
