0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
121:drop hoist1 crate5 pallet2 distributor0
122:drop hoist1 crate6 crate0 distributor0
123:drop hoist1 crate6 crate1 distributor0
124:drop hoist1 crate6 crate2 distributor0
125:drop hoist1 crate6 crate3 distributor0
126:drop hoist1 crate6 crate4 distributor0
127:drop hoist1 crate6 crate5 distributor0
128:drop hoist1 crate6 crate7 distributor0
129:drop hoist1 crate6 pallet1 distributor0
130:drop hoist1 crate6 pallet2 distributor0
131:drop hoist1 crate7 crate0 distributor0
132:drop hoist1 crate7 crate1 distributor0
133:drop hoist1 crate7 crate2 distributor0
134:drop hoist1 crate7 crate3 distributor0
135:drop hoist1 crate7 crate4 distributor0
136:drop hoist1 crate7 crate5 distributor0
137:drop hoist1 crate7 crate6 distributor0
138:drop hoist1 crate7 pallet1 distributor0
139:drop hoist1 crate7 pallet2 distributor0
140:drop hoist2 crate0 crate1 distributor0
141:drop hoist2 crate0 crate2 distributor0
142:drop hoist2 crate0 crate3 distributor0
143:drop hoist2 crate0 crate4 distributor0
144:drop hoist2 crate0 crate5 distributor0
145:drop hoist2 crate0 crate6 distributor0
146:drop hoist2 crate0 crate7 distributor0
147:drop hoist2 crate0 pallet1 distributor0
148:drop hoist2 crate0 pallet2 distributor0
149:drop hoist2 crate1 crate0 distributor0
150:drop hoist2 crate1 crate2 distributor0
151:drop hoist2 crate1 crate3 distributor0
152:drop hoist2 crate1 crate4 distributor0
153:drop hoist2 crate1 crate5 distributor0
154:drop hoist2 crate1 crate6 distributor0
155:drop hoist2 crate1 crate7 distributor0
156:drop hoist2 crate1 pallet1 distributor0
157:drop hoist2 crate1 pallet2 distributor0
158:drop hoist2 crate2 crate0 distributor0
159:drop hoist2 crate2 crate1 distributor0
160:drop hoist2 crate2 crate3 distributor0
161:drop hoist2 crate2 crate4 distributor0
162:drop hoist2 crate2 crate5 distributor0
163:drop hoist2 crate2 crate6 distributor0
164:drop hoist2 crate2 crate7 distributor0
165:drop hoist2 crate2 pallet1 distributor0
166:drop hoist2 crate2 pallet2 distributor0
167:drop hoist2 crate3 crate0 distributor0
168:drop hoist2 crate3 crate1 distributor0
169:drop hoist2 crate3 crate2 distributor0
170:drop hoist2 crate3 crate4 distributor0
171:drop hoist2 crate3 crate5 distributor0
172:drop hoist2 crate3 crate6 distributor0
173:drop hoist2 crate3 crate7 distributor0
174:drop hoist2 crate3 pallet1 distributor0
175:drop hoist2 crate3 pallet2 distributor0
176:drop hoist2 crate4 crate0 distributor0
177:drop hoist2 crate4 crate1 distributor0
178:drop hoist2 crate4 crate2 distributor0
179:drop hoist2 crate4 crate3 distributor0
180:drop hoist2 crate4 crate5 distributor0
181:drop hoist2 crate4 crate6 distributor0
182:drop hoist2 crate4 crate7 distributor0
183:drop hoist2 crate4 pallet1 distributor0
184:drop hoist2 crate4 pallet2 distributor0
185:drop hoist2 crate5 crate0 distributor0
186:drop hoist2 crate5 crate1 distributor0
187:drop hoist2 crate5 crate2 distributor0
188:drop hoist2 crate5 crate3 distributor0
189:drop hoist2 crate5 crate4 distributor0
190:drop hoist2 crate5 crate6 distributor0
191:drop hoist2 crate5 crate7 distributor0
192:drop hoist2 crate5 pallet1 distributor0
193:drop hoist2 crate5 pallet2 distributor0
194:drop hoist2 crate6 crate0 distributor0
195:drop hoist2 crate6 crate1 distributor0
196:drop hoist2 crate6 crate2 distributor0
197:drop hoist2 crate6 crate3 distributor0
198:drop hoist2 crate6 crate4 distributor0
199:drop hoist2 crate6 crate5 distributor0
200:drop hoist2 crate6 crate7 distributor0
201:drop hoist2 crate6 pallet1 distributor0
202:drop hoist2 crate6 pallet2 distributor0
203:drop hoist2 crate7 crate0 distributor0
204:drop hoist2 crate7 crate1 distributor0
205:drop hoist2 crate7 crate2 distributor0
206:drop hoist2 crate7 crate3 distributor0
207:drop hoist2 crate7 crate4 distributor0
208:drop hoist2 crate7 crate5 distributor0
209:drop hoist2 crate7 crate6 distributor0
210:drop hoist2 crate7 pallet1 distributor0
211:drop hoist2 crate7 pallet2 distributor0
212:lift hoist0 crate0 crate1 depot0
213:lift hoist0 crate0 crate2 depot0
214:lift hoist0 crate0 crate3 depot0
215:lift hoist0 crate0 crate4 depot0
216:lift hoist0 crate0 crate5 depot0
217:lift hoist0 crate0 crate6 depot0
218:lift hoist0 crate0 crate7 depot0
219:lift hoist0 crate0 pallet0 depot0
220:lift hoist0 crate0 pallet1 depot0
221:lift hoist0 crate0 pallet2 depot0
222:lift hoist0 crate1 crate0 depot0
223:lift hoist0 crate1 crate2 depot0
224:lift hoist0 crate1 crate3 depot0
225:lift hoist0 crate1 crate4 depot0
226:lift hoist0 crate1 crate5 depot0
227:lift hoist0 crate1 crate6 depot0
228:lift hoist0 crate1 crate7 depot0
229:lift hoist0 crate1 pallet0 depot0
230:lift hoist0 crate1 pallet1 depot0
231:lift hoist0 crate1 pallet2 depot0
232:lift hoist0 crate2 crate0 depot0
233:lift hoist0 crate2 crate1 depot0
234:lift hoist0 crate2 crate3 depot0
235:lift hoist0 crate2 crate4 depot0
236:lift hoist0 crate2 crate5 depot0
237:lift hoist0 crate2 crate6 depot0
238:lift hoist0 crate2 crate7 depot0
239:lift hoist0 crate2 pallet0 depot0
240:lift hoist0 crate2 pallet1 depot0
241:lift hoist0 crate2 pallet2 depot0
242:lift hoist0 crate3 crate0 depot0
243:lift hoist0 crate3 crate1 depot0
244:lift hoist0 crate3 crate2 depot0
245:lift hoist0 crate3 crate4 depot0
246:lift hoist0 crate3 crate5 depot0
247:lift hoist0 crate3 crate6 depot0
248:lift hoist0 crate3 crate7 depot0
249:lift hoist0 crate3 pallet0 depot0
250:lift hoist0 crate3 pallet1 depot0
251:lift hoist0 crate3 pallet2 depot0
252:lift hoist0 crate4 crate0 depot0
253:lift hoist0 crate4 crate1 depot0
254:lift hoist0 crate4 crate2 depot0
255:lift hoist0 crate4 crate3 depot0
256:lift hoist0 crate4 crate5 depot0
257:lift hoist0 crate4 crate6 depot0
258:lift hoist0 crate4 crate7 depot0
259:lift hoist0 crate4 pallet0 depot0
260:lift hoist0 crate4 pallet1 depot0
261:lift hoist0 crate4 pallet2 depot0
262:lift hoist0 crate5 crate0 depot0
263:lift hoist0 crate5 crate1 depot0
264:lift hoist0 crate5 crate2 depot0
265:lift hoist0 crate5 crate3 depot0
266:lift hoist0 crate5 crate4 depot0
267:lift hoist0 crate5 crate6 depot0
268:lift hoist0 crate5 crate7 depot0
269:lift hoist0 crate5 pallet0 depot0
270:lift hoist0 crate5 pallet1 depot0
271:lift hoist0 crate5 pallet2 depot0
272:lift hoist0 crate6 crate0 depot0
273:lift hoist0 crate6 crate1 depot0
274:lift hoist0 crate6 crate2 depot0
275:lift hoist0 crate6 crate3 depot0
276:lift hoist0 crate6 crate4 depot0
277:lift hoist0 crate6 crate5 depot0
278:lift hoist0 crate6 crate7 depot0
279:lift hoist0 crate6 pallet0 depot0
280:lift hoist0 crate6 pallet1 depot0
281:lift hoist0 crate6 pallet2 depot0
282:lift hoist0 crate7 crate0 depot0
283:lift hoist0 crate7 crate1 depot0
284:lift hoist0 crate7 crate2 depot0
285:lift hoist0 crate7 crate3 depot0
286:lift hoist0 crate7 crate4 depot0
287:lift hoist0 crate7 crate5 depot0
288:lift hoist0 crate7 crate6 depot0
289:lift hoist0 crate7 pallet0 depot0
290:lift hoist0 crate7 pallet1 depot0
291:lift hoist0 crate7 pallet2 depot0
292:lift hoist1 crate0 crate1 distributor0
293:lift hoist1 crate0 crate2 distributor0
294:lift hoist1 crate0 crate3 distributor0
295:lift hoist1 crate0 crate4 distributor0
296:lift hoist1 crate0 crate5 distributor0
297:lift hoist1 crate0 crate6 distributor0
298:lift hoist1 crate0 crate7 distributor0
299:lift hoist1 crate0 pallet0 distributor0
300:lift hoist1 crate0 pallet1 distributor0
301:lift hoist1 crate0 pallet2 distributor0
302:lift hoist1 crate1 crate0 distributor0
303:lift hoist1 crate1 crate2 distributor0
304:lift hoist1 crate1 crate3 distributor0
305:lift hoist1 crate1 crate4 distributor0
306:lift hoist1 crate1 crate5 distributor0
307:lift hoist1 crate1 crate6 distributor0
308:lift hoist1 crate1 crate7 distributor0
309:lift hoist1 crate1 pallet0 distributor0
310:lift hoist1 crate1 pallet1 distributor0
311:lift hoist1 crate1 pallet2 distributor0
312:lift hoist1 crate2 crate0 distributor0
313:lift hoist1 crate2 crate1 distributor0
314:lift hoist1 crate2 crate3 distributor0
315:lift hoist1 crate2 crate4 distributor0
316:lift hoist1 crate2 crate5 distributor0
317:lift hoist1 crate2 crate6 distributor0
318:lift hoist1 crate2 crate7 distributor0
319:lift hoist1 crate2 pallet0 distributor0
320:lift hoist1 crate2 pallet1 distributor0
321:lift hoist1 crate2 pallet2 distributor0
322:lift hoist1 crate3 crate0 distributor0
323:lift hoist1 crate3 crate1 distributor0
324:lift hoist1 crate3 crate2 distributor0
325:lift hoist1 crate3 crate4 distributor0
326:lift hoist1 crate3 crate5 distributor0
327:lift hoist1 crate3 crate6 distributor0
328:lift hoist1 crate3 crate7 distributor0
329:lift hoist1 crate3 pallet0 distributor0
330:lift hoist1 crate3 pallet1 distributor0
331:lift hoist1 crate3 pallet2 distributor0
332:lift hoist1 crate4 crate0 distributor0
333:lift hoist1 crate4 crate1 distributor0
334:lift hoist1 crate4 crate2 distributor0
335:lift hoist1 crate4 crate3 distributor0
336:lift hoist1 crate4 crate5 distributor0
337:lift hoist1 crate4 crate6 distributor0
338:lift hoist1 crate4 crate7 distributor0
339:lift hoist1 crate4 pallet0 distributor0
340:lift hoist1 crate4 pallet1 distributor0
341:lift hoist1 crate4 pallet2 distributor0
342:lift hoist1 crate5 crate0 distributor0
343:lift hoist1 crate5 crate1 distributor0
344:lift hoist1 crate5 crate2 distributor0
345:lift hoist1 crate5 crate3 distributor0
346:lift hoist1 crate5 crate4 distributor0
347:lift hoist1 crate5 crate6 distributor0
348:lift hoist1 crate5 crate7 distributor0
349:lift hoist1 crate5 pallet0 distributor0
350:lift hoist1 crate5 pallet1 distributor0
351:lift hoist1 crate5 pallet2 distributor0
352:lift hoist1 crate6 crate0 distributor0
353:lift hoist1 crate6 crate1 distributor0
354:lift hoist1 crate6 crate2 distributor0
355:lift hoist1 crate6 crate3 distributor0
356:lift hoist1 crate6 crate4 distributor0
357:lift hoist1 crate6 crate5 distributor0
358:lift hoist1 crate6 crate7 distributor0
359:lift hoist1 crate6 pallet0 distributor0
360:lift hoist1 crate6 pallet1 distributor0
361:lift hoist1 crate6 pallet2 distributor0
362:lift hoist1 crate7 crate0 distributor0
363:lift hoist1 crate7 crate1 distributor0
364:lift hoist1 crate7 crate2 distributor0
365:lift hoist1 crate7 crate3 distributor0
366:lift hoist1 crate7 crate4 distributor0
367:lift hoist1 crate7 crate5 distributor0
368:lift hoist1 crate7 crate6 distributor0
369:lift hoist1 crate7 pallet0 distributor0
370:lift hoist1 crate7 pallet1 distributor0
371:lift hoist1 crate7 pallet2 distributor0
372:lift hoist2 crate0 crate1 distributor0
373:lift hoist2 crate0 crate2 distributor0
374:lift hoist2 crate0 crate3 distributor0
375:lift hoist2 crate0 crate4 distributor0
376:lift hoist2 crate0 crate5 distributor0
377:lift hoist2 crate0 crate6 distributor0
378:lift hoist2 crate0 crate7 distributor0
379:lift hoist2 crate0 pallet0 distributor0
380:lift hoist2 crate0 pallet1 distributor0
381:lift hoist2 crate0 pallet2 distributor0
382:lift hoist2 crate1 crate0 distributor0
383:lift hoist2 crate1 crate2 distributor0
384:lift hoist2 crate1 crate3 distributor0
385:lift hoist2 crate1 crate4 distributor0
386:lift hoist2 crate1 crate5 distributor0
387:lift hoist2 crate1 crate6 distributor0
388:lift hoist2 crate1 crate7 distributor0
389:lift hoist2 crate1 pallet0 distributor0
390:lift hoist2 crate1 pallet1 distributor0
391:lift hoist2 crate1 pallet2 distributor0
392:lift hoist2 crate2 crate0 distributor0
393:lift hoist2 crate2 crate1 distributor0
394:lift hoist2 crate2 crate3 distributor0
395:lift hoist2 crate2 crate4 distributor0
396:lift hoist2 crate2 crate5 distributor0
397:lift hoist2 crate2 crate6 distributor0
398:lift hoist2 crate2 crate7 distributor0
399:lift hoist2 crate2 pallet0 distributor0
400:lift hoist2 crate2 pallet1 distributor0
401:lift hoist2 crate2 pallet2 distributor0
402:lift hoist2 crate3 crate0 distributor0
403:lift hoist2 crate3 crate1 distributor0
404:lift hoist2 crate3 crate2 distributor0
405:lift hoist2 crate3 crate4 distributor0
406:lift hoist2 crate3 crate5 distributor0
407:lift hoist2 crate3 crate6 distributor0
408:lift hoist2 crate3 crate7 distributor0
409:lift hoist2 crate3 pallet0 distributor0
410:lift hoist2 crate3 pallet1 distributor0
411:lift hoist2 crate3 pallet2 distributor0
412:lift hoist2 crate4 crate0 distributor0
413:lift hoist2 crate4 crate1 distributor0
414:lift hoist2 crate4 crate2 distributor0
415:lift hoist2 crate4 crate3 distributor0
416:lift hoist2 crate4 crate5 distributor0
417:lift hoist2 crate4 crate6 distributor0
418:lift hoist2 crate4 crate7 distributor0
419:lift hoist2 crate4 pallet0 distributor0
420:lift hoist2 crate4 pallet1 distributor0
421:lift hoist2 crate4 pallet2 distributor0
422:lift hoist2 crate5 crate0 distributor0
423:lift hoist2 crate5 crate1 distributor0
424:lift hoist2 crate5 crate2 distributor0
425:lift hoist2 crate5 crate3 distributor0
426:lift hoist2 crate5 crate4 distributor0
427:lift hoist2 crate5 crate6 distributor0
428:lift hoist2 crate5 crate7 distributor0
429:lift hoist2 crate5 pallet0 distributor0
430:lift hoist2 crate5 pallet1 distributor0
431:lift hoist2 crate5 pallet2 distributor0
432:lift hoist2 crate6 crate0 distributor0
433:lift hoist2 crate6 crate1 distributor0
434:lift hoist2 crate6 crate2 distributor0
435:lift hoist2 crate6 crate3 distributor0
436:lift hoist2 crate6 crate4 distributor0
437:lift hoist2 crate6 crate5 distributor0
438:lift hoist2 crate6 crate7 distributor0
439:lift hoist2 crate6 pallet0 distributor0
440:lift hoist2 crate6 pallet1 distributor0
441:lift hoist2 crate6 pallet2 distributor0
442:lift hoist2 crate7 crate0 distributor0
443:lift hoist2 crate7 crate1 distributor0
444:lift hoist2 crate7 crate2 distributor0
445:lift hoist2 crate7 crate3 distributor0
446:lift hoist2 crate7 crate4 distributor0
447:lift hoist2 crate7 crate5 distributor0
448:lift hoist2 crate7 crate6 distributor0
449:lift hoist2 crate7 pallet0 distributor0
450:lift hoist2 crate7 pallet1 distributor0
451:lift hoist2 crate7 pallet2 distributor0
452:load hoist0 crate0 truck0 depot0
453:load hoist0 crate0 truck1 depot0
454:load hoist0 crate1 truck0 depot0
455:load hoist0 crate1 truck1 depot0
456:load hoist0 crate2 truck0 depot0
457:load hoist0 crate2 truck1 depot0
458:load hoist0 crate3 truck0 depot0
459:load hoist0 crate3 truck1 depot0
460:load hoist0 crate4 truck0 depot0
461:load hoist0 crate4 truck1 depot0
462:load hoist0 crate5 truck0 depot0
463:load hoist0 crate5 truck1 depot0
464:load hoist0 crate6 truck0 depot0
465:load hoist0 crate6 truck1 depot0
466:load hoist0 crate7 truck0 depot0
467:load hoist0 crate7 truck1 depot0
468:load hoist1 crate0 truck0 distributor0
469:load hoist1 crate0 truck1 distributor0
470:load hoist1 crate1 truck0 distributor0
471:load hoist1 crate1 truck1 distributor0
472:load hoist1 crate2 truck0 distributor0
473:load hoist1 crate2 truck1 distributor0
474:load hoist1 crate3 truck0 distributor0
475:load hoist1 crate3 truck1 distributor0
476:load hoist1 crate4 truck0 distributor0
477:load hoist1 crate4 truck1 distributor0
478:load hoist1 crate5 truck0 distributor0
479:load hoist1 crate5 truck1 distributor0
480:load hoist1 crate6 truck0 distributor0
481:load hoist1 crate6 truck1 distributor0
482:load hoist1 crate7 truck0 distributor0
483:load hoist1 crate7 truck1 distributor0
484:load hoist2 crate0 truck0 distributor0
485:load hoist2 crate0 truck1 distributor0
486:load hoist2 crate1 truck0 distributor0
487:load hoist2 crate1 truck1 distributor0
488:load hoist2 crate2 truck0 distributor0
489:load hoist2 crate2 truck1 distributor0
490:load hoist2 crate3 truck0 distributor0
491:load hoist2 crate3 truck1 distributor0
492:load hoist2 crate4 truck0 distributor0
493:load hoist2 crate4 truck1 distributor0
494:load hoist2 crate5 truck0 distributor0
495:load hoist2 crate5 truck1 distributor0
496:load hoist2 crate6 truck0 distributor0
497:load hoist2 crate6 truck1 distributor0
498:load hoist2 crate7 truck0 distributor0
499:load hoist2 crate7 truck1 distributor0
500:unload hoist0 crate0 truck0 depot0
501:unload hoist0 crate0 truck1 depot0
502:unload hoist0 crate1 truck0 depot0
503:unload hoist0 crate1 truck1 depot0
504:unload hoist0 crate2 truck0 depot0
505:unload hoist0 crate2 truck1 depot0
506:unload hoist0 crate3 truck0 depot0
507:unload hoist0 crate3 truck1 depot0
508:unload hoist0 crate4 truck0 depot0
509:unload hoist0 crate4 truck1 depot0
510:unload hoist0 crate5 truck0 depot0
511:unload hoist0 crate5 truck1 depot0
512:unload hoist0 crate6 truck0 depot0
513:unload hoist0 crate6 truck1 depot0
514:unload hoist0 crate7 truck0 depot0
515:unload hoist0 crate7 truck1 depot0
516:unload hoist1 crate0 truck0 distributor0
517:unload hoist1 crate0 truck1 distributor0
518:unload hoist1 crate1 truck0 distributor0
519:unload hoist1 crate1 truck1 distributor0
520:unload hoist1 crate2 truck0 distributor0
521:unload hoist1 crate2 truck1 distributor0
522:unload hoist1 crate3 truck0 distributor0
523:unload hoist1 crate3 truck1 distributor0
524:unload hoist1 crate4 truck0 distributor0
525:unload hoist1 crate4 truck1 distributor0
526:unload hoist1 crate5 truck0 distributor0
527:unload hoist1 crate5 truck1 distributor0
528:unload hoist1 crate6 truck0 distributor0
529:unload hoist1 crate6 truck1 distributor0
530:unload hoist1 crate7 truck0 distributor0
531:unload hoist1 crate7 truck1 distributor0
532:unload hoist2 crate0 truck0 distributor0
533:unload hoist2 crate0 truck1 distributor0
534:unload hoist2 crate1 truck0 distributor0
535:unload hoist2 crate1 truck1 distributor0
536:unload hoist2 crate2 truck0 distributor0
537:unload hoist2 crate2 truck1 distributor0
538:unload hoist2 crate3 truck0 distributor0
539:unload hoist2 crate3 truck1 distributor0
540:unload hoist2 crate4 truck0 distributor0
541:unload hoist2 crate4 truck1 distributor0
542:unload hoist2 crate5 truck0 distributor0
543:unload hoist2 crate5 truck1 distributor0
544:unload hoist2 crate6 truck0 distributor0
545:unload hoist2 crate6 truck1 distributor0
546:unload hoist2 crate7 truck0 distributor0
547:unload hoist2 crate7 truck1 distributor0
