0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drive truck2 depot0 distributor0
13:drive truck2 depot0 distributor1
14:drive truck2 distributor0 depot0
15:drive truck2 distributor0 distributor1
16:drive truck2 distributor1 depot0
17:drive truck2 distributor1 distributor0
81:lift hoist0 crate2 pallet0 depot0
82:lift hoist0 crate2 pallet1 depot0
83:lift hoist0 crate2 pallet2 depot0
84:lift hoist0 crate3 crate0 depot0
85:lift hoist0 crate3 crate1 depot0
86:lift hoist0 crate3 crate2 depot0
87:lift hoist0 crate3 pallet0 depot0
88:lift hoist0 crate3 pallet1 depot0
89:lift hoist0 crate3 pallet2 depot0
90:lift hoist1 crate0 crate1 distributor0
91:lift hoist1 crate0 crate2 distributor0
92:lift hoist1 crate0 crate3 distributor0
93:lift hoist1 crate0 pallet0 distributor0
94:lift hoist1 crate0 pallet1 distributor0
95:lift hoist1 crate0 pallet2 distributor0
96:lift hoist1 crate1 crate0 distributor0
97:lift hoist1 crate1 crate2 distributor0
98:lift hoist1 crate1 crate3 distributor0
99:lift hoist1 crate1 pallet0 distributor0
100:lift hoist1 crate1 pallet1 distributor0
101:lift hoist1 crate1 pallet2 distributor0
102:lift hoist1 crate2 crate0 distributor0
103:lift hoist1 crate2 crate1 distributor0
104:lift hoist1 crate2 crate3 distributor0
105:lift hoist1 crate2 pallet0 distributor0
106:lift hoist1 crate2 pallet1 distributor0
107:lift hoist1 crate2 pallet2 distributor0
108:lift hoist1 crate3 crate0 distributor0
109:lift hoist1 crate3 crate1 distributor0
110:lift hoist1 crate3 crate2 distributor0
111:lift hoist1 crate3 pallet0 distributor0
112:lift hoist1 crate3 pallet1 distributor0
113:lift hoist1 crate3 pallet2 distributor0
114:lift hoist2 crate0 crate1 distributor1
115:lift hoist2 crate0 crate2 distributor1
116:lift hoist2 crate0 crate3 distributor1
117:lift hoist2 crate0 pallet0 distributor1
118:lift hoist2 crate0 pallet1 distributor1
119:lift hoist2 crate0 pallet2 distributor1
120:lift hoist2 crate1 crate0 distributor1
121:lift hoist2 crate1 crate2 distributor1
122:lift hoist2 crate1 crate3 distributor1
123:lift hoist2 crate1 pallet0 distributor1
124:lift hoist2 crate1 pallet1 distributor1
125:lift hoist2 crate1 pallet2 distributor1
126:lift hoist2 crate2 crate0 distributor1
127:lift hoist2 crate2 crate1 distributor1
128:lift hoist2 crate2 crate3 distributor1
129:lift hoist2 crate2 pallet0 distributor1
130:lift hoist2 crate2 pallet1 distributor1
131:lift hoist2 crate2 pallet2 distributor1
132:lift hoist2 crate3 crate0 distributor1
133:lift hoist2 crate3 crate1 distributor1
134:lift hoist2 crate3 crate2 distributor1
135:lift hoist2 crate3 pallet0 distributor1
136:lift hoist2 crate3 pallet1 distributor1
137:lift hoist2 crate3 pallet2 distributor1
138:load hoist0 crate0 truck0 depot0
139:load hoist0 crate0 truck1 depot0
140:load hoist0 crate0 truck2 depot0
141:load hoist0 crate1 truck0 depot0
142:load hoist0 crate1 truck1 depot0
143:load hoist0 crate1 truck2 depot0
144:load hoist0 crate2 truck0 depot0
145:load hoist0 crate2 truck1 depot0
146:load hoist0 crate2 truck2 depot0
147:load hoist0 crate3 truck0 depot0
148:load hoist0 crate3 truck1 depot0
149:load hoist0 crate3 truck2 depot0
150:load hoist1 crate0 truck0 distributor0
151:load hoist1 crate0 truck1 distributor0
152:load hoist1 crate0 truck2 distributor0
153:load hoist1 crate1 truck0 distributor0
154:load hoist1 crate1 truck1 distributor0
155:load hoist1 crate1 truck2 distributor0
156:load hoist1 crate2 truck0 distributor0
157:load hoist1 crate2 truck1 distributor0
158:load hoist1 crate2 truck2 distributor0
159:load hoist1 crate3 truck0 distributor0
160:load hoist1 crate3 truck1 distributor0
161:load hoist1 crate3 truck2 distributor0
162:load hoist2 crate0 truck0 distributor1
163:load hoist2 crate0 truck1 distributor1
164:load hoist2 crate0 truck2 distributor1
165:load hoist2 crate1 truck0 distributor1
166:load hoist2 crate1 truck1 distributor1
167:load hoist2 crate1 truck2 distributor1
168:load hoist2 crate2 truck0 distributor1
169:load hoist2 crate2 truck1 distributor1
170:load hoist2 crate2 truck2 distributor1
171:load hoist2 crate3 truck0 distributor1
172:load hoist2 crate3 truck1 distributor1
173:load hoist2 crate3 truck2 distributor1
174:unload hoist0 crate0 truck0 depot0
175:unload hoist0 crate0 truck1 depot0
176:unload hoist0 crate0 truck2 depot0
177:unload hoist0 crate1 truck0 depot0
178:unload hoist0 crate1 truck1 depot0
179:unload hoist0 crate1 truck2 depot0
180:unload hoist0 crate2 truck0 depot0
181:unload hoist0 crate2 truck1 depot0
182:unload hoist0 crate2 truck2 depot0
183:unload hoist0 crate3 truck0 depot0
184:unload hoist0 crate3 truck1 depot0
185:unload hoist0 crate3 truck2 depot0
186:unload hoist1 crate0 truck0 distributor0
187:unload hoist1 crate0 truck1 distributor0
188:unload hoist1 crate0 truck2 distributor0
189:unload hoist1 crate1 truck0 distributor0
190:unload hoist1 crate1 truck1 distributor0
191:unload hoist1 crate1 truck2 distributor0
192:unload hoist1 crate2 truck0 distributor0
193:unload hoist1 crate2 truck1 distributor0
194:unload hoist1 crate2 truck2 distributor0
195:unload hoist1 crate3 truck0 distributor0
196:unload hoist1 crate3 truck1 distributor0
197:unload hoist1 crate3 truck2 distributor0
198:unload hoist2 crate0 truck0 distributor1
199:unload hoist2 crate0 truck1 distributor1
200:unload hoist2 crate0 truck2 distributor1
201:unload hoist2 crate1 truck0 distributor1
202:unload hoist2 crate1 truck1 distributor1
203:unload hoist2 crate1 truck2 distributor1
204:unload hoist2 crate2 truck0 distributor1
205:unload hoist2 crate2 truck1 distributor1
206:unload hoist2 crate2 truck2 distributor1
207:unload hoist2 crate3 truck0 distributor1
208:unload hoist2 crate3 truck1 distributor1
209:unload hoist2 crate3 truck2 distributor1
