0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
108:drop hoist1 crate6 crate5 distributor0
109:drop hoist1 crate6 pallet1 distributor0
110:drop hoist1 crate6 pallet2 distributor0
111:drop hoist2 crate0 crate1 depot0
112:drop hoist2 crate0 crate2 depot0
113:drop hoist2 crate0 crate3 depot0
114:drop hoist2 crate0 crate4 depot0
115:drop hoist2 crate0 crate5 depot0
116:drop hoist2 crate0 crate6 depot0
117:drop hoist2 crate0 pallet0 depot0
118:drop hoist2 crate1 crate0 depot0
119:drop hoist2 crate1 crate2 depot0
120:drop hoist2 crate1 crate3 depot0
121:drop hoist2 crate1 crate4 depot0
122:drop hoist2 crate1 crate5 depot0
123:drop hoist2 crate1 crate6 depot0
124:drop hoist2 crate1 pallet0 depot0
125:drop hoist2 crate2 crate0 depot0
126:drop hoist2 crate2 crate1 depot0
127:drop hoist2 crate2 crate3 depot0
128:drop hoist2 crate2 crate4 depot0
129:drop hoist2 crate2 crate5 depot0
130:drop hoist2 crate2 crate6 depot0
131:drop hoist2 crate2 pallet0 depot0
132:drop hoist2 crate3 crate0 depot0
133:drop hoist2 crate3 crate1 depot0
134:drop hoist2 crate3 crate2 depot0
135:drop hoist2 crate3 crate4 depot0
136:drop hoist2 crate3 crate5 depot0
137:drop hoist2 crate3 crate6 depot0
138:drop hoist2 crate3 pallet0 depot0
139:drop hoist2 crate4 crate0 depot0
140:drop hoist2 crate4 crate1 depot0
141:drop hoist2 crate4 crate2 depot0
142:drop hoist2 crate4 crate3 depot0
143:drop hoist2 crate4 crate5 depot0
144:drop hoist2 crate4 crate6 depot0
145:drop hoist2 crate4 pallet0 depot0
146:drop hoist2 crate5 crate0 depot0
147:drop hoist2 crate5 crate1 depot0
148:drop hoist2 crate5 crate2 depot0
149:drop hoist2 crate5 crate3 depot0
150:drop hoist2 crate5 crate4 depot0
151:drop hoist2 crate5 crate6 depot0
152:drop hoist2 crate5 pallet0 depot0
153:drop hoist2 crate6 crate0 depot0
154:drop hoist2 crate6 crate1 depot0
155:drop hoist2 crate6 crate2 depot0
156:drop hoist2 crate6 crate3 depot0
157:drop hoist2 crate6 crate4 depot0
158:drop hoist2 crate6 crate5 depot0
159:drop hoist2 crate6 pallet0 depot0
160:lift hoist0 crate0 crate1 depot0
161:lift hoist0 crate0 crate2 depot0
162:lift hoist0 crate0 crate3 depot0
163:lift hoist0 crate0 crate4 depot0
164:lift hoist0 crate0 crate5 depot0
165:lift hoist0 crate0 crate6 depot0
166:lift hoist0 crate0 pallet0 depot0
167:lift hoist0 crate0 pallet1 depot0
168:lift hoist0 crate0 pallet2 depot0
169:lift hoist0 crate1 crate0 depot0
170:lift hoist0 crate1 crate2 depot0
171:lift hoist0 crate1 crate3 depot0
172:lift hoist0 crate1 crate4 depot0
173:lift hoist0 crate1 crate5 depot0
174:lift hoist0 crate1 crate6 depot0
175:lift hoist0 crate1 pallet0 depot0
176:lift hoist0 crate1 pallet1 depot0
177:lift hoist0 crate1 pallet2 depot0
178:lift hoist0 crate2 crate0 depot0
179:lift hoist0 crate2 crate1 depot0
180:lift hoist0 crate2 crate3 depot0
181:lift hoist0 crate2 crate4 depot0
182:lift hoist0 crate2 crate5 depot0
183:lift hoist0 crate2 crate6 depot0
184:lift hoist0 crate2 pallet0 depot0
185:lift hoist0 crate2 pallet1 depot0
186:lift hoist0 crate2 pallet2 depot0
187:lift hoist0 crate3 crate0 depot0
188:lift hoist0 crate3 crate1 depot0
189:lift hoist0 crate3 crate2 depot0
190:lift hoist0 crate3 crate4 depot0
191:lift hoist0 crate3 crate5 depot0
192:lift hoist0 crate3 crate6 depot0
193:lift hoist0 crate3 pallet0 depot0
194:lift hoist0 crate3 pallet1 depot0
195:lift hoist0 crate3 pallet2 depot0
196:lift hoist0 crate4 crate0 depot0
197:lift hoist0 crate4 crate1 depot0
198:lift hoist0 crate4 crate2 depot0
199:lift hoist0 crate4 crate3 depot0
200:lift hoist0 crate4 crate5 depot0
201:lift hoist0 crate4 crate6 depot0
202:lift hoist0 crate4 pallet0 depot0
203:lift hoist0 crate4 pallet1 depot0
204:lift hoist0 crate4 pallet2 depot0
205:lift hoist0 crate5 crate0 depot0
206:lift hoist0 crate5 crate1 depot0
207:lift hoist0 crate5 crate2 depot0
208:lift hoist0 crate5 crate3 depot0
209:lift hoist0 crate5 crate4 depot0
210:lift hoist0 crate5 crate6 depot0
211:lift hoist0 crate5 pallet0 depot0
212:lift hoist0 crate5 pallet1 depot0
213:lift hoist0 crate5 pallet2 depot0
214:lift hoist0 crate6 crate0 depot0
215:lift hoist0 crate6 crate1 depot0
216:lift hoist0 crate6 crate2 depot0
217:lift hoist0 crate6 crate3 depot0
218:lift hoist0 crate6 crate4 depot0
219:lift hoist0 crate6 crate5 depot0
220:lift hoist0 crate6 pallet0 depot0
221:lift hoist0 crate6 pallet1 depot0
222:lift hoist0 crate6 pallet2 depot0
223:lift hoist1 crate0 crate1 distributor0
224:lift hoist1 crate0 crate2 distributor0
225:lift hoist1 crate0 crate3 distributor0
226:lift hoist1 crate0 crate4 distributor0
227:lift hoist1 crate0 crate5 distributor0
228:lift hoist1 crate0 crate6 distributor0
229:lift hoist1 crate0 pallet0 distributor0
230:lift hoist1 crate0 pallet1 distributor0
231:lift hoist1 crate0 pallet2 distributor0
232:lift hoist1 crate1 crate0 distributor0
233:lift hoist1 crate1 crate2 distributor0
234:lift hoist1 crate1 crate3 distributor0
235:lift hoist1 crate1 crate4 distributor0
236:lift hoist1 crate1 crate5 distributor0
237:lift hoist1 crate1 crate6 distributor0
238:lift hoist1 crate1 pallet0 distributor0
239:lift hoist1 crate1 pallet1 distributor0
240:lift hoist1 crate1 pallet2 distributor0
241:lift hoist1 crate2 crate0 distributor0
242:lift hoist1 crate2 crate1 distributor0
243:lift hoist1 crate2 crate3 distributor0
244:lift hoist1 crate2 crate4 distributor0
245:lift hoist1 crate2 crate5 distributor0
246:lift hoist1 crate2 crate6 distributor0
247:lift hoist1 crate2 pallet0 distributor0
248:lift hoist1 crate2 pallet1 distributor0
249:lift hoist1 crate2 pallet2 distributor0
250:lift hoist1 crate3 crate0 distributor0
251:lift hoist1 crate3 crate1 distributor0
252:lift hoist1 crate3 crate2 distributor0
253:lift hoist1 crate3 crate4 distributor0
254:lift hoist1 crate3 crate5 distributor0
255:lift hoist1 crate3 crate6 distributor0
256:lift hoist1 crate3 pallet0 distributor0
257:lift hoist1 crate3 pallet1 distributor0
258:lift hoist1 crate3 pallet2 distributor0
259:lift hoist1 crate4 crate0 distributor0
260:lift hoist1 crate4 crate1 distributor0
261:lift hoist1 crate4 crate2 distributor0
262:lift hoist1 crate4 crate3 distributor0
263:lift hoist1 crate4 crate5 distributor0
264:lift hoist1 crate4 crate6 distributor0
265:lift hoist1 crate4 pallet0 distributor0
266:lift hoist1 crate4 pallet1 distributor0
267:lift hoist1 crate4 pallet2 distributor0
268:lift hoist1 crate5 crate0 distributor0
269:lift hoist1 crate5 crate1 distributor0
270:lift hoist1 crate5 crate2 distributor0
271:lift hoist1 crate5 crate3 distributor0
272:lift hoist1 crate5 crate4 distributor0
273:lift hoist1 crate5 crate6 distributor0
274:lift hoist1 crate5 pallet0 distributor0
275:lift hoist1 crate5 pallet1 distributor0
276:lift hoist1 crate5 pallet2 distributor0
277:lift hoist1 crate6 crate0 distributor0
278:lift hoist1 crate6 crate1 distributor0
279:lift hoist1 crate6 crate2 distributor0
280:lift hoist1 crate6 crate3 distributor0
281:lift hoist1 crate6 crate4 distributor0
282:lift hoist1 crate6 crate5 distributor0
283:lift hoist1 crate6 pallet0 distributor0
284:lift hoist1 crate6 pallet1 distributor0
285:lift hoist1 crate6 pallet2 distributor0
286:lift hoist2 crate0 crate1 depot0
287:lift hoist2 crate0 crate2 depot0
288:lift hoist2 crate0 crate3 depot0
289:lift hoist2 crate0 crate4 depot0
290:lift hoist2 crate0 crate5 depot0
291:lift hoist2 crate0 crate6 depot0
292:lift hoist2 crate0 pallet0 depot0
293:lift hoist2 crate0 pallet1 depot0
294:lift hoist2 crate0 pallet2 depot0
295:lift hoist2 crate1 crate0 depot0
296:lift hoist2 crate1 crate2 depot0
297:lift hoist2 crate1 crate3 depot0
298:lift hoist2 crate1 crate4 depot0
299:lift hoist2 crate1 crate5 depot0
300:lift hoist2 crate1 crate6 depot0
301:lift hoist2 crate1 pallet0 depot0
302:lift hoist2 crate1 pallet1 depot0
303:lift hoist2 crate1 pallet2 depot0
304:lift hoist2 crate2 crate0 depot0
305:lift hoist2 crate2 crate1 depot0
306:lift hoist2 crate2 crate3 depot0
307:lift hoist2 crate2 crate4 depot0
308:lift hoist2 crate2 crate5 depot0
309:lift hoist2 crate2 crate6 depot0
310:lift hoist2 crate2 pallet0 depot0
311:lift hoist2 crate2 pallet1 depot0
312:lift hoist2 crate2 pallet2 depot0
313:lift hoist2 crate3 crate0 depot0
314:lift hoist2 crate3 crate1 depot0
315:lift hoist2 crate3 crate2 depot0
316:lift hoist2 crate3 crate4 depot0
317:lift hoist2 crate3 crate5 depot0
318:lift hoist2 crate3 crate6 depot0
319:lift hoist2 crate3 pallet0 depot0
320:lift hoist2 crate3 pallet1 depot0
321:lift hoist2 crate3 pallet2 depot0
322:lift hoist2 crate4 crate0 depot0
323:lift hoist2 crate4 crate1 depot0
324:lift hoist2 crate4 crate2 depot0
325:lift hoist2 crate4 crate3 depot0
326:lift hoist2 crate4 crate5 depot0
327:lift hoist2 crate4 crate6 depot0
328:lift hoist2 crate4 pallet0 depot0
329:lift hoist2 crate4 pallet1 depot0
330:lift hoist2 crate4 pallet2 depot0
331:lift hoist2 crate5 crate0 depot0
332:lift hoist2 crate5 crate1 depot0
333:lift hoist2 crate5 crate2 depot0
334:lift hoist2 crate5 crate3 depot0
335:lift hoist2 crate5 crate4 depot0
336:lift hoist2 crate5 crate6 depot0
337:lift hoist2 crate5 pallet0 depot0
338:lift hoist2 crate5 pallet1 depot0
339:lift hoist2 crate5 pallet2 depot0
340:lift hoist2 crate6 crate0 depot0
341:lift hoist2 crate6 crate1 depot0
342:lift hoist2 crate6 crate2 depot0
343:lift hoist2 crate6 crate3 depot0
344:lift hoist2 crate6 crate4 depot0
345:lift hoist2 crate6 crate5 depot0
346:lift hoist2 crate6 pallet0 depot0
347:lift hoist2 crate6 pallet1 depot0
348:lift hoist2 crate6 pallet2 depot0
349:load hoist0 crate0 truck0 depot0
350:load hoist0 crate0 truck1 depot0
351:load hoist0 crate0 truck2 depot0
352:load hoist0 crate1 truck0 depot0
353:load hoist0 crate1 truck1 depot0
354:load hoist0 crate1 truck2 depot0
355:load hoist0 crate2 truck0 depot0
356:load hoist0 crate2 truck1 depot0
357:load hoist0 crate2 truck2 depot0
358:load hoist0 crate3 truck0 depot0
359:load hoist0 crate3 truck1 depot0
360:load hoist0 crate3 truck2 depot0
361:load hoist0 crate4 truck0 depot0
362:load hoist0 crate4 truck1 depot0
363:load hoist0 crate4 truck2 depot0
364:load hoist0 crate5 truck0 depot0
365:load hoist0 crate5 truck1 depot0
366:load hoist0 crate5 truck2 depot0
367:load hoist0 crate6 truck0 depot0
368:load hoist0 crate6 truck1 depot0
369:load hoist0 crate6 truck2 depot0
370:load hoist1 crate0 truck0 distributor0
371:load hoist1 crate0 truck1 distributor0
372:load hoist1 crate0 truck2 distributor0
373:load hoist1 crate1 truck0 distributor0
374:load hoist1 crate1 truck1 distributor0
375:load hoist1 crate1 truck2 distributor0
376:load hoist1 crate2 truck0 distributor0
377:load hoist1 crate2 truck1 distributor0
378:load hoist1 crate2 truck2 distributor0
379:load hoist1 crate3 truck0 distributor0
380:load hoist1 crate3 truck1 distributor0
381:load hoist1 crate3 truck2 distributor0
382:load hoist1 crate4 truck0 distributor0
383:load hoist1 crate4 truck1 distributor0
384:load hoist1 crate4 truck2 distributor0
385:load hoist1 crate5 truck0 distributor0
386:load hoist1 crate5 truck1 distributor0
387:load hoist1 crate5 truck2 distributor0
388:load hoist1 crate6 truck0 distributor0
389:load hoist1 crate6 truck1 distributor0
390:load hoist1 crate6 truck2 distributor0
391:load hoist2 crate0 truck0 depot0
392:load hoist2 crate0 truck1 depot0
393:load hoist2 crate0 truck2 depot0
394:load hoist2 crate1 truck0 depot0
395:load hoist2 crate1 truck1 depot0
396:load hoist2 crate1 truck2 depot0
397:load hoist2 crate2 truck0 depot0
398:load hoist2 crate2 truck1 depot0
399:load hoist2 crate2 truck2 depot0
400:load hoist2 crate3 truck0 depot0
401:load hoist2 crate3 truck1 depot0
402:load hoist2 crate3 truck2 depot0
403:load hoist2 crate4 truck0 depot0
404:load hoist2 crate4 truck1 depot0
405:load hoist2 crate4 truck2 depot0
406:load hoist2 crate5 truck0 depot0
407:load hoist2 crate5 truck1 depot0
408:load hoist2 crate5 truck2 depot0
409:load hoist2 crate6 truck0 depot0
410:load hoist2 crate6 truck1 depot0
411:load hoist2 crate6 truck2 depot0
412:unload hoist0 crate0 truck0 depot0
413:unload hoist0 crate0 truck1 depot0
414:unload hoist0 crate0 truck2 depot0
415:unload hoist0 crate1 truck0 depot0
416:unload hoist0 crate1 truck1 depot0
417:unload hoist0 crate1 truck2 depot0
418:unload hoist0 crate2 truck0 depot0
419:unload hoist0 crate2 truck1 depot0
420:unload hoist0 crate2 truck2 depot0
421:unload hoist0 crate3 truck0 depot0
422:unload hoist0 crate3 truck1 depot0
423:unload hoist0 crate3 truck2 depot0
424:unload hoist0 crate4 truck0 depot0
425:unload hoist0 crate4 truck1 depot0
426:unload hoist0 crate4 truck2 depot0
427:unload hoist0 crate5 truck0 depot0
428:unload hoist0 crate5 truck1 depot0
429:unload hoist0 crate5 truck2 depot0
430:unload hoist0 crate6 truck0 depot0
431:unload hoist0 crate6 truck1 depot0
432:unload hoist0 crate6 truck2 depot0
433:unload hoist1 crate0 truck0 distributor0
434:unload hoist1 crate0 truck1 distributor0
435:unload hoist1 crate0 truck2 distributor0
436:unload hoist1 crate1 truck0 distributor0
437:unload hoist1 crate1 truck1 distributor0
438:unload hoist1 crate1 truck2 distributor0
439:unload hoist1 crate2 truck0 distributor0
440:unload hoist1 crate2 truck1 distributor0
441:unload hoist1 crate2 truck2 distributor0
442:unload hoist1 crate3 truck0 distributor0
443:unload hoist1 crate3 truck1 distributor0
444:unload hoist1 crate3 truck2 distributor0
445:unload hoist1 crate4 truck0 distributor0
446:unload hoist1 crate4 truck1 distributor0
447:unload hoist1 crate4 truck2 distributor0
448:unload hoist1 crate5 truck0 distributor0
449:unload hoist1 crate5 truck1 distributor0
450:unload hoist1 crate5 truck2 distributor0
451:unload hoist1 crate6 truck0 distributor0
452:unload hoist1 crate6 truck1 distributor0
453:unload hoist1 crate6 truck2 distributor0
454:unload hoist2 crate0 truck0 depot0
455:unload hoist2 crate0 truck1 depot0
456:unload hoist2 crate0 truck2 depot0
457:unload hoist2 crate1 truck0 depot0
458:unload hoist2 crate1 truck1 depot0
459:unload hoist2 crate1 truck2 depot0
460:unload hoist2 crate2 truck0 depot0
461:unload hoist2 crate2 truck1 depot0
462:unload hoist2 crate2 truck2 depot0
463:unload hoist2 crate3 truck0 depot0
464:unload hoist2 crate3 truck1 depot0
465:unload hoist2 crate3 truck2 depot0
466:unload hoist2 crate4 truck0 depot0
467:unload hoist2 crate4 truck1 depot0
468:unload hoist2 crate4 truck2 depot0
469:unload hoist2 crate5 truck0 depot0
470:unload hoist2 crate5 truck1 depot0
471:unload hoist2 crate5 truck2 depot0
472:unload hoist2 crate6 truck0 depot0
473:unload hoist2 crate6 truck1 depot0
474:unload hoist2 crate6 truck2 depot0
