0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
215:fill-shot shot2 ingredient2 right left dispenser2
216:fill-shot shot2 ingredient3 left right dispenser3
217:fill-shot shot2 ingredient3 right left dispenser3
218:fill-shot shot2 ingredient4 left right dispenser4
219:fill-shot shot2 ingredient4 right left dispenser4
220:fill-shot shot2 ingredient5 left right dispenser5
221:fill-shot shot2 ingredient5 right left dispenser5
222:fill-shot shot2 ingredient6 left right dispenser6
223:fill-shot shot2 ingredient6 right left dispenser6
224:fill-shot shot3 ingredient1 left right dispenser1
225:fill-shot shot3 ingredient1 right left dispenser1
226:fill-shot shot3 ingredient2 left right dispenser2
227:fill-shot shot3 ingredient2 right left dispenser2
228:fill-shot shot3 ingredient3 left right dispenser3
229:fill-shot shot3 ingredient3 right left dispenser3
230:fill-shot shot3 ingredient4 left right dispenser4
231:fill-shot shot3 ingredient4 right left dispenser4
232:fill-shot shot3 ingredient5 left right dispenser5
233:fill-shot shot3 ingredient5 right left dispenser5
234:fill-shot shot3 ingredient6 left right dispenser6
235:fill-shot shot3 ingredient6 right left dispenser6
236:fill-shot shot4 ingredient1 left right dispenser1
237:fill-shot shot4 ingredient1 right left dispenser1
238:fill-shot shot4 ingredient2 left right dispenser2
239:fill-shot shot4 ingredient2 right left dispenser2
240:fill-shot shot4 ingredient3 left right dispenser3
241:fill-shot shot4 ingredient3 right left dispenser3
242:fill-shot shot4 ingredient4 left right dispenser4
243:fill-shot shot4 ingredient4 right left dispenser4
244:fill-shot shot4 ingredient5 left right dispenser5
245:fill-shot shot4 ingredient5 right left dispenser5
246:fill-shot shot4 ingredient6 left right dispenser6
247:fill-shot shot4 ingredient6 right left dispenser6
248:fill-shot shot5 ingredient1 left right dispenser1
249:fill-shot shot5 ingredient1 right left dispenser1
250:fill-shot shot5 ingredient2 left right dispenser2
251:fill-shot shot5 ingredient2 right left dispenser2
252:fill-shot shot5 ingredient3 left right dispenser3
253:fill-shot shot5 ingredient3 right left dispenser3
254:fill-shot shot5 ingredient4 left right dispenser4
255:fill-shot shot5 ingredient4 right left dispenser4
256:fill-shot shot5 ingredient5 left right dispenser5
257:fill-shot shot5 ingredient5 right left dispenser5
258:fill-shot shot5 ingredient6 left right dispenser6
259:fill-shot shot5 ingredient6 right left dispenser6
260:grasp left shaker1
261:grasp left shot1
262:grasp left shot2
263:grasp left shot3
264:grasp left shot4
265:grasp left shot5
266:grasp right shaker1
267:grasp right shot1
268:grasp right shot2
269:grasp right shot3
270:grasp right shot4
271:grasp right shot5
272:leave left shaker1
273:leave left shot1
274:leave left shot2
275:leave left shot3
276:leave left shot4
277:leave left shot5
278:leave right shaker1
279:leave right shot1
280:leave right shot2
281:leave right shot3
282:leave right shot4
283:leave right shot5
284:pour-shaker-to-shot cocktail1 shot1 left shaker1 l1 l0
285:pour-shaker-to-shot cocktail1 shot1 left shaker1 l2 l1
286:pour-shaker-to-shot cocktail1 shot1 right shaker1 l1 l0
287:pour-shaker-to-shot cocktail1 shot1 right shaker1 l2 l1
288:pour-shaker-to-shot cocktail1 shot2 left shaker1 l1 l0
289:pour-shaker-to-shot cocktail1 shot2 left shaker1 l2 l1
290:pour-shaker-to-shot cocktail1 shot2 right shaker1 l1 l0
291:pour-shaker-to-shot cocktail1 shot2 right shaker1 l2 l1
292:pour-shaker-to-shot cocktail1 shot3 left shaker1 l1 l0
293:pour-shaker-to-shot cocktail1 shot3 left shaker1 l2 l1
294:pour-shaker-to-shot cocktail1 shot3 right shaker1 l1 l0
295:pour-shaker-to-shot cocktail1 shot3 right shaker1 l2 l1
296:pour-shaker-to-shot cocktail1 shot4 left shaker1 l1 l0
297:pour-shaker-to-shot cocktail1 shot4 left shaker1 l2 l1
298:pour-shaker-to-shot cocktail1 shot4 right shaker1 l1 l0
299:pour-shaker-to-shot cocktail1 shot4 right shaker1 l2 l1
300:pour-shaker-to-shot cocktail1 shot5 left shaker1 l1 l0
301:pour-shaker-to-shot cocktail1 shot5 left shaker1 l2 l1
302:pour-shaker-to-shot cocktail1 shot5 right shaker1 l1 l0
303:pour-shaker-to-shot cocktail1 shot5 right shaker1 l2 l1
304:pour-shaker-to-shot cocktail2 shot1 left shaker1 l1 l0
305:pour-shaker-to-shot cocktail2 shot1 left shaker1 l2 l1
306:pour-shaker-to-shot cocktail2 shot1 right shaker1 l1 l0
307:pour-shaker-to-shot cocktail2 shot1 right shaker1 l2 l1
308:pour-shaker-to-shot cocktail2 shot2 left shaker1 l1 l0
309:pour-shaker-to-shot cocktail2 shot2 left shaker1 l2 l1
310:pour-shaker-to-shot cocktail2 shot2 right shaker1 l1 l0
311:pour-shaker-to-shot cocktail2 shot2 right shaker1 l2 l1
312:pour-shaker-to-shot cocktail2 shot3 left shaker1 l1 l0
313:pour-shaker-to-shot cocktail2 shot3 left shaker1 l2 l1
314:pour-shaker-to-shot cocktail2 shot3 right shaker1 l1 l0
315:pour-shaker-to-shot cocktail2 shot3 right shaker1 l2 l1
316:pour-shaker-to-shot cocktail2 shot4 left shaker1 l1 l0
317:pour-shaker-to-shot cocktail2 shot4 left shaker1 l2 l1
318:pour-shaker-to-shot cocktail2 shot4 right shaker1 l1 l0
319:pour-shaker-to-shot cocktail2 shot4 right shaker1 l2 l1
320:pour-shaker-to-shot cocktail2 shot5 left shaker1 l1 l0
321:pour-shaker-to-shot cocktail2 shot5 left shaker1 l2 l1
322:pour-shaker-to-shot cocktail2 shot5 right shaker1 l1 l0
323:pour-shaker-to-shot cocktail2 shot5 right shaker1 l2 l1
324:pour-shaker-to-shot cocktail3 shot1 left shaker1 l1 l0
325:pour-shaker-to-shot cocktail3 shot1 left shaker1 l2 l1
326:pour-shaker-to-shot cocktail3 shot1 right shaker1 l1 l0
327:pour-shaker-to-shot cocktail3 shot1 right shaker1 l2 l1
328:pour-shaker-to-shot cocktail3 shot2 left shaker1 l1 l0
329:pour-shaker-to-shot cocktail3 shot2 left shaker1 l2 l1
330:pour-shaker-to-shot cocktail3 shot2 right shaker1 l1 l0
331:pour-shaker-to-shot cocktail3 shot2 right shaker1 l2 l1
332:pour-shaker-to-shot cocktail3 shot3 left shaker1 l1 l0
333:pour-shaker-to-shot cocktail3 shot3 left shaker1 l2 l1
334:pour-shaker-to-shot cocktail3 shot3 right shaker1 l1 l0
335:pour-shaker-to-shot cocktail3 shot3 right shaker1 l2 l1
336:pour-shaker-to-shot cocktail3 shot4 left shaker1 l1 l0
337:pour-shaker-to-shot cocktail3 shot4 left shaker1 l2 l1
338:pour-shaker-to-shot cocktail3 shot4 right shaker1 l1 l0
339:pour-shaker-to-shot cocktail3 shot4 right shaker1 l2 l1
340:pour-shaker-to-shot cocktail3 shot5 left shaker1 l1 l0
341:pour-shaker-to-shot cocktail3 shot5 left shaker1 l2 l1
342:pour-shaker-to-shot cocktail3 shot5 right shaker1 l1 l0
343:pour-shaker-to-shot cocktail3 shot5 right shaker1 l2 l1
344:pour-shaker-to-shot ingredient1 shot1 left shaker1 l1 l0
345:pour-shaker-to-shot ingredient1 shot1 left shaker1 l2 l1
346:pour-shaker-to-shot ingredient1 shot1 right shaker1 l1 l0
347:pour-shaker-to-shot ingredient1 shot1 right shaker1 l2 l1
348:pour-shaker-to-shot ingredient1 shot2 left shaker1 l1 l0
349:pour-shaker-to-shot ingredient1 shot2 left shaker1 l2 l1
350:pour-shaker-to-shot ingredient1 shot2 right shaker1 l1 l0
351:pour-shaker-to-shot ingredient1 shot2 right shaker1 l2 l1
352:pour-shaker-to-shot ingredient1 shot3 left shaker1 l1 l0
353:pour-shaker-to-shot ingredient1 shot3 left shaker1 l2 l1
354:pour-shaker-to-shot ingredient1 shot3 right shaker1 l1 l0
355:pour-shaker-to-shot ingredient1 shot3 right shaker1 l2 l1
356:pour-shaker-to-shot ingredient1 shot4 left shaker1 l1 l0
357:pour-shaker-to-shot ingredient1 shot4 left shaker1 l2 l1
358:pour-shaker-to-shot ingredient1 shot4 right shaker1 l1 l0
359:pour-shaker-to-shot ingredient1 shot4 right shaker1 l2 l1
360:pour-shaker-to-shot ingredient1 shot5 left shaker1 l1 l0
361:pour-shaker-to-shot ingredient1 shot5 left shaker1 l2 l1
362:pour-shaker-to-shot ingredient1 shot5 right shaker1 l1 l0
363:pour-shaker-to-shot ingredient1 shot5 right shaker1 l2 l1
364:pour-shaker-to-shot ingredient2 shot1 left shaker1 l1 l0
365:pour-shaker-to-shot ingredient2 shot1 left shaker1 l2 l1
366:pour-shaker-to-shot ingredient2 shot1 right shaker1 l1 l0
367:pour-shaker-to-shot ingredient2 shot1 right shaker1 l2 l1
368:pour-shaker-to-shot ingredient2 shot2 left shaker1 l1 l0
369:pour-shaker-to-shot ingredient2 shot2 left shaker1 l2 l1
370:pour-shaker-to-shot ingredient2 shot2 right shaker1 l1 l0
371:pour-shaker-to-shot ingredient2 shot2 right shaker1 l2 l1
372:pour-shaker-to-shot ingredient2 shot3 left shaker1 l1 l0
373:pour-shaker-to-shot ingredient2 shot3 left shaker1 l2 l1
374:pour-shaker-to-shot ingredient2 shot3 right shaker1 l1 l0
375:pour-shaker-to-shot ingredient2 shot3 right shaker1 l2 l1
376:pour-shaker-to-shot ingredient2 shot4 left shaker1 l1 l0
377:pour-shaker-to-shot ingredient2 shot4 left shaker1 l2 l1
378:pour-shaker-to-shot ingredient2 shot4 right shaker1 l1 l0
379:pour-shaker-to-shot ingredient2 shot4 right shaker1 l2 l1
380:pour-shaker-to-shot ingredient2 shot5 left shaker1 l1 l0
381:pour-shaker-to-shot ingredient2 shot5 left shaker1 l2 l1
382:pour-shaker-to-shot ingredient2 shot5 right shaker1 l1 l0
383:pour-shaker-to-shot ingredient2 shot5 right shaker1 l2 l1
384:pour-shaker-to-shot ingredient3 shot1 left shaker1 l1 l0
385:pour-shaker-to-shot ingredient3 shot1 left shaker1 l2 l1
386:pour-shaker-to-shot ingredient3 shot1 right shaker1 l1 l0
387:pour-shaker-to-shot ingredient3 shot1 right shaker1 l2 l1
388:pour-shaker-to-shot ingredient3 shot2 left shaker1 l1 l0
389:pour-shaker-to-shot ingredient3 shot2 left shaker1 l2 l1
390:pour-shaker-to-shot ingredient3 shot2 right shaker1 l1 l0
391:pour-shaker-to-shot ingredient3 shot2 right shaker1 l2 l1
392:pour-shaker-to-shot ingredient3 shot3 left shaker1 l1 l0
393:pour-shaker-to-shot ingredient3 shot3 left shaker1 l2 l1
394:pour-shaker-to-shot ingredient3 shot3 right shaker1 l1 l0
395:pour-shaker-to-shot ingredient3 shot3 right shaker1 l2 l1
396:pour-shaker-to-shot ingredient3 shot4 left shaker1 l1 l0
397:pour-shaker-to-shot ingredient3 shot4 left shaker1 l2 l1
398:pour-shaker-to-shot ingredient3 shot4 right shaker1 l1 l0
399:pour-shaker-to-shot ingredient3 shot4 right shaker1 l2 l1
400:pour-shaker-to-shot ingredient3 shot5 left shaker1 l1 l0
401:pour-shaker-to-shot ingredient3 shot5 left shaker1 l2 l1
402:pour-shaker-to-shot ingredient3 shot5 right shaker1 l1 l0
403:pour-shaker-to-shot ingredient3 shot5 right shaker1 l2 l1
404:pour-shaker-to-shot ingredient4 shot1 left shaker1 l1 l0
405:pour-shaker-to-shot ingredient4 shot1 left shaker1 l2 l1
406:pour-shaker-to-shot ingredient4 shot1 right shaker1 l1 l0
407:pour-shaker-to-shot ingredient4 shot1 right shaker1 l2 l1
408:pour-shaker-to-shot ingredient4 shot2 left shaker1 l1 l0
409:pour-shaker-to-shot ingredient4 shot2 left shaker1 l2 l1
410:pour-shaker-to-shot ingredient4 shot2 right shaker1 l1 l0
411:pour-shaker-to-shot ingredient4 shot2 right shaker1 l2 l1
412:pour-shaker-to-shot ingredient4 shot3 left shaker1 l1 l0
413:pour-shaker-to-shot ingredient4 shot3 left shaker1 l2 l1
414:pour-shaker-to-shot ingredient4 shot3 right shaker1 l1 l0
415:pour-shaker-to-shot ingredient4 shot3 right shaker1 l2 l1
416:pour-shaker-to-shot ingredient4 shot4 left shaker1 l1 l0
417:pour-shaker-to-shot ingredient4 shot4 left shaker1 l2 l1
418:pour-shaker-to-shot ingredient4 shot4 right shaker1 l1 l0
419:pour-shaker-to-shot ingredient4 shot4 right shaker1 l2 l1
420:pour-shaker-to-shot ingredient4 shot5 left shaker1 l1 l0
421:pour-shaker-to-shot ingredient4 shot5 left shaker1 l2 l1
422:pour-shaker-to-shot ingredient4 shot5 right shaker1 l1 l0
423:pour-shaker-to-shot ingredient4 shot5 right shaker1 l2 l1
424:pour-shaker-to-shot ingredient5 shot1 left shaker1 l1 l0
425:pour-shaker-to-shot ingredient5 shot1 left shaker1 l2 l1
426:pour-shaker-to-shot ingredient5 shot1 right shaker1 l1 l0
427:pour-shaker-to-shot ingredient5 shot1 right shaker1 l2 l1
428:pour-shaker-to-shot ingredient5 shot2 left shaker1 l1 l0
429:pour-shaker-to-shot ingredient5 shot2 left shaker1 l2 l1
430:pour-shaker-to-shot ingredient5 shot2 right shaker1 l1 l0
431:pour-shaker-to-shot ingredient5 shot2 right shaker1 l2 l1
432:pour-shaker-to-shot ingredient5 shot3 left shaker1 l1 l0
433:pour-shaker-to-shot ingredient5 shot3 left shaker1 l2 l1
434:pour-shaker-to-shot ingredient5 shot3 right shaker1 l1 l0
435:pour-shaker-to-shot ingredient5 shot3 right shaker1 l2 l1
436:pour-shaker-to-shot ingredient5 shot4 left shaker1 l1 l0
437:pour-shaker-to-shot ingredient5 shot4 left shaker1 l2 l1
438:pour-shaker-to-shot ingredient5 shot4 right shaker1 l1 l0
439:pour-shaker-to-shot ingredient5 shot4 right shaker1 l2 l1
440:pour-shaker-to-shot ingredient5 shot5 left shaker1 l1 l0
441:pour-shaker-to-shot ingredient5 shot5 left shaker1 l2 l1
442:pour-shaker-to-shot ingredient5 shot5 right shaker1 l1 l0
443:pour-shaker-to-shot ingredient5 shot5 right shaker1 l2 l1
444:pour-shaker-to-shot ingredient6 shot1 left shaker1 l1 l0
445:pour-shaker-to-shot ingredient6 shot1 left shaker1 l2 l1
446:pour-shaker-to-shot ingredient6 shot1 right shaker1 l1 l0
447:pour-shaker-to-shot ingredient6 shot1 right shaker1 l2 l1
448:pour-shaker-to-shot ingredient6 shot2 left shaker1 l1 l0
449:pour-shaker-to-shot ingredient6 shot2 left shaker1 l2 l1
450:pour-shaker-to-shot ingredient6 shot2 right shaker1 l1 l0
451:pour-shaker-to-shot ingredient6 shot2 right shaker1 l2 l1
452:pour-shaker-to-shot ingredient6 shot3 left shaker1 l1 l0
453:pour-shaker-to-shot ingredient6 shot3 left shaker1 l2 l1
454:pour-shaker-to-shot ingredient6 shot3 right shaker1 l1 l0
455:pour-shaker-to-shot ingredient6 shot3 right shaker1 l2 l1
456:pour-shaker-to-shot ingredient6 shot4 left shaker1 l1 l0
457:pour-shaker-to-shot ingredient6 shot4 left shaker1 l2 l1
458:pour-shaker-to-shot ingredient6 shot4 right shaker1 l1 l0
459:pour-shaker-to-shot ingredient6 shot4 right shaker1 l2 l1
460:pour-shaker-to-shot ingredient6 shot5 left shaker1 l1 l0
461:pour-shaker-to-shot ingredient6 shot5 left shaker1 l2 l1
462:pour-shaker-to-shot ingredient6 shot5 right shaker1 l1 l0
463:pour-shaker-to-shot ingredient6 shot5 right shaker1 l2 l1
464:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l0 l1
465:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l1 l2
466:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l0 l1
467:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l1 l2
468:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l0 l1
469:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l1 l2
470:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l0 l1
471:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l1 l2
472:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l0 l1
473:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l1 l2
474:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l0 l1
475:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l1 l2
476:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l0 l1
477:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l1 l2
478:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l0 l1
479:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l1 l2
480:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 left l0 l1
481:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 left l1 l2
482:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 right l0 l1
483:pour-shot-to-clean-shaker shot1 ingredient5 shaker1 right l1 l2
484:pour-shot-to-clean-shaker shot1 ingredient6 shaker1 left l0 l1
485:pour-shot-to-clean-shaker shot1 ingredient6 shaker1 left l1 l2
486:pour-shot-to-clean-shaker shot1 ingredient6 shaker1 right l0 l1
487:pour-shot-to-clean-shaker shot1 ingredient6 shaker1 right l1 l2
488:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 left l0 l1
489:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 left l1 l2
490:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 right l0 l1
491:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 right l1 l2
492:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 left l0 l1
493:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 left l1 l2
494:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 right l0 l1
495:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 right l1 l2
496:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 left l0 l1
497:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 left l1 l2
498:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 right l0 l1
499:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 right l1 l2
500:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 left l0 l1
501:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 left l1 l2
502:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 right l0 l1
503:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 right l1 l2
504:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 left l0 l1
505:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 left l1 l2
506:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 right l0 l1
507:pour-shot-to-clean-shaker shot2 ingredient5 shaker1 right l1 l2
508:pour-shot-to-clean-shaker shot2 ingredient6 shaker1 left l0 l1
509:pour-shot-to-clean-shaker shot2 ingredient6 shaker1 left l1 l2
510:pour-shot-to-clean-shaker shot2 ingredient6 shaker1 right l0 l1
511:pour-shot-to-clean-shaker shot2 ingredient6 shaker1 right l1 l2
512:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l0 l1
513:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l1 l2
514:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l0 l1
515:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l1 l2
516:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 left l0 l1
