0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
153:lift hoist1 crate4 crate3 distributor0
154:lift hoist1 crate4 pallet0 distributor0
155:lift hoist1 crate4 pallet1 distributor0
156:lift hoist1 crate4 pallet2 distributor0
157:lift hoist2 crate0 crate1 distributor1
158:lift hoist2 crate0 crate2 distributor1
159:lift hoist2 crate0 crate3 distributor1
160:lift hoist2 crate0 crate4 distributor1
161:lift hoist2 crate0 pallet0 distributor1
162:lift hoist2 crate0 pallet1 distributor1
163:lift hoist2 crate0 pallet2 distributor1
164:lift hoist2 crate1 crate0 distributor1
165:lift hoist2 crate1 crate2 distributor1
166:lift hoist2 crate1 crate3 distributor1
167:lift hoist2 crate1 crate4 distributor1
168:lift hoist2 crate1 pallet0 distributor1
169:lift hoist2 crate1 pallet1 distributor1
170:lift hoist2 crate1 pallet2 distributor1
171:lift hoist2 crate2 crate0 distributor1
172:lift hoist2 crate2 crate1 distributor1
173:lift hoist2 crate2 crate3 distributor1
174:lift hoist2 crate2 crate4 distributor1
175:lift hoist2 crate2 pallet0 distributor1
176:lift hoist2 crate2 pallet1 distributor1
177:lift hoist2 crate2 pallet2 distributor1
178:lift hoist2 crate3 crate0 distributor1
179:lift hoist2 crate3 crate1 distributor1
180:lift hoist2 crate3 crate2 distributor1
181:lift hoist2 crate3 crate4 distributor1
182:lift hoist2 crate3 pallet0 distributor1
183:lift hoist2 crate3 pallet1 distributor1
184:lift hoist2 crate3 pallet2 distributor1
185:lift hoist2 crate4 crate0 distributor1
186:lift hoist2 crate4 crate1 distributor1
187:lift hoist2 crate4 crate2 distributor1
188:lift hoist2 crate4 crate3 distributor1
189:lift hoist2 crate4 pallet0 distributor1
190:lift hoist2 crate4 pallet1 distributor1
191:lift hoist2 crate4 pallet2 distributor1
192:load hoist0 crate0 truck0 depot0
193:load hoist0 crate0 truck1 depot0
194:load hoist0 crate1 truck0 depot0
195:load hoist0 crate1 truck1 depot0
196:load hoist0 crate2 truck0 depot0
197:load hoist0 crate2 truck1 depot0
198:load hoist0 crate3 truck0 depot0
199:load hoist0 crate3 truck1 depot0
200:load hoist0 crate4 truck0 depot0
201:load hoist0 crate4 truck1 depot0
202:load hoist1 crate0 truck0 distributor0
203:load hoist1 crate0 truck1 distributor0
204:load hoist1 crate1 truck0 distributor0
205:load hoist1 crate1 truck1 distributor0
206:load hoist1 crate2 truck0 distributor0
207:load hoist1 crate2 truck1 distributor0
208:load hoist1 crate3 truck0 distributor0
209:load hoist1 crate3 truck1 distributor0
210:load hoist1 crate4 truck0 distributor0
211:load hoist1 crate4 truck1 distributor0
212:load hoist2 crate0 truck0 distributor1
213:load hoist2 crate0 truck1 distributor1
214:load hoist2 crate1 truck0 distributor1
215:load hoist2 crate1 truck1 distributor1
216:load hoist2 crate2 truck0 distributor1
217:load hoist2 crate2 truck1 distributor1
218:load hoist2 crate3 truck0 distributor1
219:load hoist2 crate3 truck1 distributor1
220:load hoist2 crate4 truck0 distributor1
221:load hoist2 crate4 truck1 distributor1
222:unload hoist0 crate0 truck0 depot0
223:unload hoist0 crate0 truck1 depot0
224:unload hoist0 crate1 truck0 depot0
225:unload hoist0 crate1 truck1 depot0
226:unload hoist0 crate2 truck0 depot0
227:unload hoist0 crate2 truck1 depot0
228:unload hoist0 crate3 truck0 depot0
229:unload hoist0 crate3 truck1 depot0
230:unload hoist0 crate4 truck0 depot0
231:unload hoist0 crate4 truck1 depot0
232:unload hoist1 crate0 truck0 distributor0
233:unload hoist1 crate0 truck1 distributor0
234:unload hoist1 crate1 truck0 distributor0
235:unload hoist1 crate1 truck1 distributor0
236:unload hoist1 crate2 truck0 distributor0
237:unload hoist1 crate2 truck1 distributor0
238:unload hoist1 crate3 truck0 distributor0
239:unload hoist1 crate3 truck1 distributor0
240:unload hoist1 crate4 truck0 distributor0
241:unload hoist1 crate4 truck1 distributor0
242:unload hoist2 crate0 truck0 distributor1
243:unload hoist2 crate0 truck1 distributor1
244:unload hoist2 crate1 truck0 distributor1
245:unload hoist2 crate1 truck1 distributor1
246:unload hoist2 crate2 truck0 distributor1
247:unload hoist2 crate2 truck1 distributor1
248:unload hoist2 crate3 truck0 distributor1
249:unload hoist2 crate3 truck1 distributor1
250:unload hoist2 crate4 truck0 distributor1
251:unload hoist2 crate4 truck1 distributor1
