0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
102:lift hoist2 crate1 crate0 distributor0
103:lift hoist2 crate1 crate2 distributor0
104:lift hoist2 crate1 pallet0 distributor0
105:lift hoist2 crate1 pallet1 distributor0
106:lift hoist2 crate1 pallet2 distributor0
107:lift hoist2 crate1 pallet3 distributor0
108:lift hoist2 crate2 crate0 distributor0
109:lift hoist2 crate2 crate1 distributor0
110:lift hoist2 crate2 pallet0 distributor0
111:lift hoist2 crate2 pallet1 distributor0
112:lift hoist2 crate2 pallet2 distributor0
113:lift hoist2 crate2 pallet3 distributor0
114:lift hoist3 crate0 crate1 distributor1
115:lift hoist3 crate0 crate2 distributor1
116:lift hoist3 crate0 pallet0 distributor1
117:lift hoist3 crate0 pallet1 distributor1
118:lift hoist3 crate0 pallet2 distributor1
119:lift hoist3 crate0 pallet3 distributor1
120:lift hoist3 crate1 crate0 distributor1
121:lift hoist3 crate1 crate2 distributor1
122:lift hoist3 crate1 pallet0 distributor1
123:lift hoist3 crate1 pallet1 distributor1
124:lift hoist3 crate1 pallet2 distributor1
125:lift hoist3 crate1 pallet3 distributor1
126:lift hoist3 crate2 crate0 distributor1
127:lift hoist3 crate2 crate1 distributor1
128:lift hoist3 crate2 pallet0 distributor1
129:lift hoist3 crate2 pallet1 distributor1
130:lift hoist3 crate2 pallet2 distributor1
131:lift hoist3 crate2 pallet3 distributor1
132:load hoist0 crate0 truck0 depot0
133:load hoist0 crate0 truck1 depot0
134:load hoist0 crate1 truck0 depot0
135:load hoist0 crate1 truck1 depot0
136:load hoist0 crate2 truck0 depot0
137:load hoist0 crate2 truck1 depot0
138:load hoist1 crate0 truck0 depot1
139:load hoist1 crate0 truck1 depot1
140:load hoist1 crate1 truck0 depot1
141:load hoist1 crate1 truck1 depot1
142:load hoist1 crate2 truck0 depot1
143:load hoist1 crate2 truck1 depot1
144:load hoist2 crate0 truck0 distributor0
145:load hoist2 crate0 truck1 distributor0
146:load hoist2 crate1 truck0 distributor0
147:load hoist2 crate1 truck1 distributor0
148:load hoist2 crate2 truck0 distributor0
149:load hoist2 crate2 truck1 distributor0
150:load hoist3 crate0 truck0 distributor1
151:load hoist3 crate0 truck1 distributor1
152:load hoist3 crate1 truck0 distributor1
153:load hoist3 crate1 truck1 distributor1
154:load hoist3 crate2 truck0 distributor1
155:load hoist3 crate2 truck1 distributor1
156:unload hoist0 crate0 truck0 depot0
157:unload hoist0 crate0 truck1 depot0
158:unload hoist0 crate1 truck0 depot0
159:unload hoist0 crate1 truck1 depot0
160:unload hoist0 crate2 truck0 depot0
161:unload hoist0 crate2 truck1 depot0
162:unload hoist1 crate0 truck0 depot1
163:unload hoist1 crate0 truck1 depot1
164:unload hoist1 crate1 truck0 depot1
165:unload hoist1 crate1 truck1 depot1
166:unload hoist1 crate2 truck0 depot1
167:unload hoist1 crate2 truck1 depot1
168:unload hoist2 crate0 truck0 distributor0
169:unload hoist2 crate0 truck1 distributor0
170:unload hoist2 crate1 truck0 distributor0
171:unload hoist2 crate1 truck1 distributor0
172:unload hoist2 crate2 truck0 distributor0
173:unload hoist2 crate2 truck1 distributor0
174:unload hoist3 crate0 truck0 distributor1
175:unload hoist3 crate0 truck1 distributor1
176:unload hoist3 crate1 truck0 distributor1
177:unload hoist3 crate1 truck1 distributor1
178:unload hoist3 crate2 truck0 distributor1
179:unload hoist3 crate2 truck1 distributor1
