0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drive truck2 depot0 distributor0
13:drive truck2 depot0 distributor1
14:drive truck2 distributor0 depot0
15:drive truck2 distributor0 distributor1
16:drive truck2 distributor1 depot0
17:drive truck2 distributor1 distributor0
80:lift hoist2 crate1 crate0 distributor1
81:lift hoist2 crate1 crate2 distributor1
82:lift hoist2 crate1 pallet0 distributor1
83:lift hoist2 crate1 pallet1 distributor1
84:lift hoist2 crate1 pallet2 distributor1
85:lift hoist2 crate2 crate0 distributor1
86:lift hoist2 crate2 crate1 distributor1
87:lift hoist2 crate2 pallet0 distributor1
88:lift hoist2 crate2 pallet1 distributor1
89:lift hoist2 crate2 pallet2 distributor1
90:load hoist0 crate0 truck0 depot0
91:load hoist0 crate0 truck1 depot0
92:load hoist0 crate0 truck2 depot0
93:load hoist0 crate1 truck0 depot0
94:load hoist0 crate1 truck1 depot0
95:load hoist0 crate1 truck2 depot0
96:load hoist0 crate2 truck0 depot0
97:load hoist0 crate2 truck1 depot0
98:load hoist0 crate2 truck2 depot0
99:load hoist1 crate0 truck0 distributor0
100:load hoist1 crate0 truck1 distributor0
101:load hoist1 crate0 truck2 distributor0
102:load hoist1 crate1 truck0 distributor0
103:load hoist1 crate1 truck1 distributor0
104:load hoist1 crate1 truck2 distributor0
105:load hoist1 crate2 truck0 distributor0
106:load hoist1 crate2 truck1 distributor0
107:load hoist1 crate2 truck2 distributor0
108:load hoist2 crate0 truck0 distributor1
109:load hoist2 crate0 truck1 distributor1
110:load hoist2 crate0 truck2 distributor1
111:load hoist2 crate1 truck0 distributor1
112:load hoist2 crate1 truck1 distributor1
113:load hoist2 crate1 truck2 distributor1
114:load hoist2 crate2 truck0 distributor1
115:load hoist2 crate2 truck1 distributor1
116:load hoist2 crate2 truck2 distributor1
117:unload hoist0 crate0 truck0 depot0
118:unload hoist0 crate0 truck1 depot0
119:unload hoist0 crate0 truck2 depot0
120:unload hoist0 crate1 truck0 depot0
121:unload hoist0 crate1 truck1 depot0
122:unload hoist0 crate1 truck2 depot0
123:unload hoist0 crate2 truck0 depot0
124:unload hoist0 crate2 truck1 depot0
125:unload hoist0 crate2 truck2 depot0
126:unload hoist1 crate0 truck0 distributor0
127:unload hoist1 crate0 truck1 distributor0
128:unload hoist1 crate0 truck2 distributor0
129:unload hoist1 crate1 truck0 distributor0
130:unload hoist1 crate1 truck1 distributor0
131:unload hoist1 crate1 truck2 distributor0
132:unload hoist1 crate2 truck0 distributor0
133:unload hoist1 crate2 truck1 distributor0
134:unload hoist1 crate2 truck2 distributor0
135:unload hoist2 crate0 truck0 distributor1
136:unload hoist2 crate0 truck1 distributor1
137:unload hoist2 crate0 truck2 distributor1
138:unload hoist2 crate1 truck0 distributor1
139:unload hoist2 crate1 truck1 distributor1
140:unload hoist2 crate1 truck2 distributor1
141:unload hoist2 crate2 truck0 distributor1
142:unload hoist2 crate2 truck1 distributor1
143:unload hoist2 crate2 truck2 distributor1
