0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drive truck2 depot0 distributor0
13:drive truck2 depot0 distributor1
14:drive truck2 distributor0 depot0
15:drive truck2 distributor0 distributor1
16:drive truck2 distributor1 depot0
17:drive truck2 distributor1 distributor0
81:drop hoist2 crate2 crate4 distributor1
82:drop hoist2 crate2 pallet2 distributor1
83:drop hoist2 crate3 crate0 distributor1
84:drop hoist2 crate3 crate1 distributor1
85:drop hoist2 crate3 crate2 distributor1
86:drop hoist2 crate3 crate4 distributor1
87:drop hoist2 crate3 pallet2 distributor1
88:drop hoist2 crate4 crate0 distributor1
89:drop hoist2 crate4 crate1 distributor1
90:drop hoist2 crate4 crate2 distributor1
91:drop hoist2 crate4 crate3 distributor1
92:drop hoist2 crate4 pallet2 distributor1
93:lift hoist0 crate0 crate1 depot0
94:lift hoist0 crate0 crate2 depot0
95:lift hoist0 crate0 crate3 depot0
96:lift hoist0 crate0 crate4 depot0
97:lift hoist0 crate0 pallet0 depot0
98:lift hoist0 crate0 pallet1 depot0
99:lift hoist0 crate0 pallet2 depot0
100:lift hoist0 crate1 crate0 depot0
101:lift hoist0 crate1 crate2 depot0
102:lift hoist0 crate1 crate3 depot0
103:lift hoist0 crate1 crate4 depot0
104:lift hoist0 crate1 pallet0 depot0
105:lift hoist0 crate1 pallet1 depot0
106:lift hoist0 crate1 pallet2 depot0
107:lift hoist0 crate2 crate0 depot0
108:lift hoist0 crate2 crate1 depot0
109:lift hoist0 crate2 crate3 depot0
110:lift hoist0 crate2 crate4 depot0
111:lift hoist0 crate2 pallet0 depot0
112:lift hoist0 crate2 pallet1 depot0
113:lift hoist0 crate2 pallet2 depot0
114:lift hoist0 crate3 crate0 depot0
115:lift hoist0 crate3 crate1 depot0
116:lift hoist0 crate3 crate2 depot0
117:lift hoist0 crate3 crate4 depot0
118:lift hoist0 crate3 pallet0 depot0
119:lift hoist0 crate3 pallet1 depot0
120:lift hoist0 crate3 pallet2 depot0
121:lift hoist0 crate4 crate0 depot0
122:lift hoist0 crate4 crate1 depot0
123:lift hoist0 crate4 crate2 depot0
124:lift hoist0 crate4 crate3 depot0
125:lift hoist0 crate4 pallet0 depot0
126:lift hoist0 crate4 pallet1 depot0
127:lift hoist0 crate4 pallet2 depot0
128:lift hoist1 crate0 crate1 distributor0
129:lift hoist1 crate0 crate2 distributor0
130:lift hoist1 crate0 crate3 distributor0
131:lift hoist1 crate0 crate4 distributor0
132:lift hoist1 crate0 pallet0 distributor0
133:lift hoist1 crate0 pallet1 distributor0
134:lift hoist1 crate0 pallet2 distributor0
135:lift hoist1 crate1 crate0 distributor0
136:lift hoist1 crate1 crate2 distributor0
137:lift hoist1 crate1 crate3 distributor0
138:lift hoist1 crate1 crate4 distributor0
139:lift hoist1 crate1 pallet0 distributor0
140:lift hoist1 crate1 pallet1 distributor0
141:lift hoist1 crate1 pallet2 distributor0
142:lift hoist1 crate2 crate0 distributor0
143:lift hoist1 crate2 crate1 distributor0
144:lift hoist1 crate2 crate3 distributor0
145:lift hoist1 crate2 crate4 distributor0
146:lift hoist1 crate2 pallet0 distributor0
147:lift hoist1 crate2 pallet1 distributor0
148:lift hoist1 crate2 pallet2 distributor0
149:lift hoist1 crate3 crate0 distributor0
150:lift hoist1 crate3 crate1 distributor0
151:lift hoist1 crate3 crate2 distributor0
152:lift hoist1 crate3 crate4 distributor0
153:lift hoist1 crate3 pallet0 distributor0
154:lift hoist1 crate3 pallet1 distributor0
155:lift hoist1 crate3 pallet2 distributor0
156:lift hoist1 crate4 crate0 distributor0
157:lift hoist1 crate4 crate1 distributor0
158:lift hoist1 crate4 crate2 distributor0
159:lift hoist1 crate4 crate3 distributor0
160:lift hoist1 crate4 pallet0 distributor0
161:lift hoist1 crate4 pallet1 distributor0
162:lift hoist1 crate4 pallet2 distributor0
163:lift hoist2 crate0 crate1 distributor1
164:lift hoist2 crate0 crate2 distributor1
165:lift hoist2 crate0 crate3 distributor1
166:lift hoist2 crate0 crate4 distributor1
167:lift hoist2 crate0 pallet0 distributor1
168:lift hoist2 crate0 pallet1 distributor1
169:lift hoist2 crate0 pallet2 distributor1
170:lift hoist2 crate1 crate0 distributor1
171:lift hoist2 crate1 crate2 distributor1
172:lift hoist2 crate1 crate3 distributor1
173:lift hoist2 crate1 crate4 distributor1
174:lift hoist2 crate1 pallet0 distributor1
175:lift hoist2 crate1 pallet1 distributor1
176:lift hoist2 crate1 pallet2 distributor1
177:lift hoist2 crate2 crate0 distributor1
178:lift hoist2 crate2 crate1 distributor1
179:lift hoist2 crate2 crate3 distributor1
180:lift hoist2 crate2 crate4 distributor1
181:lift hoist2 crate2 pallet0 distributor1
182:lift hoist2 crate2 pallet1 distributor1
183:lift hoist2 crate2 pallet2 distributor1
184:lift hoist2 crate3 crate0 distributor1
185:lift hoist2 crate3 crate1 distributor1
186:lift hoist2 crate3 crate2 distributor1
187:lift hoist2 crate3 crate4 distributor1
188:lift hoist2 crate3 pallet0 distributor1
189:lift hoist2 crate3 pallet1 distributor1
190:lift hoist2 crate3 pallet2 distributor1
191:lift hoist2 crate4 crate0 distributor1
192:lift hoist2 crate4 crate1 distributor1
193:lift hoist2 crate4 crate2 distributor1
194:lift hoist2 crate4 crate3 distributor1
195:lift hoist2 crate4 pallet0 distributor1
196:lift hoist2 crate4 pallet1 distributor1
197:lift hoist2 crate4 pallet2 distributor1
198:load hoist0 crate0 truck0 depot0
199:load hoist0 crate0 truck1 depot0
200:load hoist0 crate0 truck2 depot0
201:load hoist0 crate1 truck0 depot0
202:load hoist0 crate1 truck1 depot0
203:load hoist0 crate1 truck2 depot0
204:load hoist0 crate2 truck0 depot0
205:load hoist0 crate2 truck1 depot0
206:load hoist0 crate2 truck2 depot0
207:load hoist0 crate3 truck0 depot0
208:load hoist0 crate3 truck1 depot0
209:load hoist0 crate3 truck2 depot0
210:load hoist0 crate4 truck0 depot0
211:load hoist0 crate4 truck1 depot0
212:load hoist0 crate4 truck2 depot0
213:load hoist1 crate0 truck0 distributor0
214:load hoist1 crate0 truck1 distributor0
215:load hoist1 crate0 truck2 distributor0
216:load hoist1 crate1 truck0 distributor0
217:load hoist1 crate1 truck1 distributor0
218:load hoist1 crate1 truck2 distributor0
219:load hoist1 crate2 truck0 distributor0
220:load hoist1 crate2 truck1 distributor0
221:load hoist1 crate2 truck2 distributor0
222:load hoist1 crate3 truck0 distributor0
223:load hoist1 crate3 truck1 distributor0
224:load hoist1 crate3 truck2 distributor0
225:load hoist1 crate4 truck0 distributor0
226:load hoist1 crate4 truck1 distributor0
227:load hoist1 crate4 truck2 distributor0
228:load hoist2 crate0 truck0 distributor1
229:load hoist2 crate0 truck1 distributor1
230:load hoist2 crate0 truck2 distributor1
231:load hoist2 crate1 truck0 distributor1
232:load hoist2 crate1 truck1 distributor1
233:load hoist2 crate1 truck2 distributor1
234:load hoist2 crate2 truck0 distributor1
235:load hoist2 crate2 truck1 distributor1
236:load hoist2 crate2 truck2 distributor1
237:load hoist2 crate3 truck0 distributor1
238:load hoist2 crate3 truck1 distributor1
239:load hoist2 crate3 truck2 distributor1
240:load hoist2 crate4 truck0 distributor1
241:load hoist2 crate4 truck1 distributor1
242:load hoist2 crate4 truck2 distributor1
243:unload hoist0 crate0 truck0 depot0
244:unload hoist0 crate0 truck1 depot0
245:unload hoist0 crate0 truck2 depot0
246:unload hoist0 crate1 truck0 depot0
247:unload hoist0 crate1 truck1 depot0
248:unload hoist0 crate1 truck2 depot0
249:unload hoist0 crate2 truck0 depot0
250:unload hoist0 crate2 truck1 depot0
251:unload hoist0 crate2 truck2 depot0
252:unload hoist0 crate3 truck0 depot0
253:unload hoist0 crate3 truck1 depot0
254:unload hoist0 crate3 truck2 depot0
255:unload hoist0 crate4 truck0 depot0
256:unload hoist0 crate4 truck1 depot0
257:unload hoist0 crate4 truck2 depot0
258:unload hoist1 crate0 truck0 distributor0
259:unload hoist1 crate0 truck1 distributor0
260:unload hoist1 crate0 truck2 distributor0
261:unload hoist1 crate1 truck0 distributor0
262:unload hoist1 crate1 truck1 distributor0
263:unload hoist1 crate1 truck2 distributor0
264:unload hoist1 crate2 truck0 distributor0
265:unload hoist1 crate2 truck1 distributor0
266:unload hoist1 crate2 truck2 distributor0
267:unload hoist1 crate3 truck0 distributor0
268:unload hoist1 crate3 truck1 distributor0
269:unload hoist1 crate3 truck2 distributor0
270:unload hoist1 crate4 truck0 distributor0
271:unload hoist1 crate4 truck1 distributor0
272:unload hoist1 crate4 truck2 distributor0
273:unload hoist2 crate0 truck0 distributor1
274:unload hoist2 crate0 truck1 distributor1
275:unload hoist2 crate0 truck2 distributor1
276:unload hoist2 crate1 truck0 distributor1
277:unload hoist2 crate1 truck1 distributor1
278:unload hoist2 crate1 truck2 distributor1
279:unload hoist2 crate2 truck0 distributor1
280:unload hoist2 crate2 truck1 distributor1
281:unload hoist2 crate2 truck2 distributor1
282:unload hoist2 crate3 truck0 distributor1
283:unload hoist2 crate3 truck1 distributor1
284:unload hoist2 crate3 truck2 distributor1
285:unload hoist2 crate4 truck0 distributor1
286:unload hoist2 crate4 truck1 distributor1
287:unload hoist2 crate4 truck2 distributor1
