0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
102:lift hoist0 crate2 crate0 depot0
103:lift hoist0 crate2 crate1 depot0
104:lift hoist0 crate2 crate3 depot0
105:lift hoist0 crate2 pallet0 depot0
106:lift hoist0 crate2 pallet1 depot0
107:lift hoist0 crate2 pallet2 depot0
108:lift hoist0 crate2 pallet3 depot0
109:lift hoist0 crate3 crate0 depot0
110:lift hoist0 crate3 crate1 depot0
111:lift hoist0 crate3 crate2 depot0
112:lift hoist0 crate3 pallet0 depot0
113:lift hoist0 crate3 pallet1 depot0
114:lift hoist0 crate3 pallet2 depot0
115:lift hoist0 crate3 pallet3 depot0
116:lift hoist1 crate0 crate1 depot1
117:lift hoist1 crate0 crate2 depot1
118:lift hoist1 crate0 crate3 depot1
119:lift hoist1 crate0 pallet0 depot1
120:lift hoist1 crate0 pallet1 depot1
121:lift hoist1 crate0 pallet2 depot1
122:lift hoist1 crate0 pallet3 depot1
123:lift hoist1 crate1 crate0 depot1
124:lift hoist1 crate1 crate2 depot1
125:lift hoist1 crate1 crate3 depot1
126:lift hoist1 crate1 pallet0 depot1
127:lift hoist1 crate1 pallet1 depot1
128:lift hoist1 crate1 pallet2 depot1
129:lift hoist1 crate1 pallet3 depot1
130:lift hoist1 crate2 crate0 depot1
131:lift hoist1 crate2 crate1 depot1
132:lift hoist1 crate2 crate3 depot1
133:lift hoist1 crate2 pallet0 depot1
134:lift hoist1 crate2 pallet1 depot1
135:lift hoist1 crate2 pallet2 depot1
136:lift hoist1 crate2 pallet3 depot1
137:lift hoist1 crate3 crate0 depot1
138:lift hoist1 crate3 crate1 depot1
139:lift hoist1 crate3 crate2 depot1
140:lift hoist1 crate3 pallet0 depot1
141:lift hoist1 crate3 pallet1 depot1
142:lift hoist1 crate3 pallet2 depot1
143:lift hoist1 crate3 pallet3 depot1
144:lift hoist2 crate0 crate1 distributor0
145:lift hoist2 crate0 crate2 distributor0
146:lift hoist2 crate0 crate3 distributor0
147:lift hoist2 crate0 pallet0 distributor0
148:lift hoist2 crate0 pallet1 distributor0
149:lift hoist2 crate0 pallet2 distributor0
150:lift hoist2 crate0 pallet3 distributor0
151:lift hoist2 crate1 crate0 distributor0
152:lift hoist2 crate1 crate2 distributor0
153:lift hoist2 crate1 crate3 distributor0
154:lift hoist2 crate1 pallet0 distributor0
155:lift hoist2 crate1 pallet1 distributor0
156:lift hoist2 crate1 pallet2 distributor0
157:lift hoist2 crate1 pallet3 distributor0
158:lift hoist2 crate2 crate0 distributor0
159:lift hoist2 crate2 crate1 distributor0
160:lift hoist2 crate2 crate3 distributor0
161:lift hoist2 crate2 pallet0 distributor0
162:lift hoist2 crate2 pallet1 distributor0
163:lift hoist2 crate2 pallet2 distributor0
164:lift hoist2 crate2 pallet3 distributor0
165:lift hoist2 crate3 crate0 distributor0
166:lift hoist2 crate3 crate1 distributor0
167:lift hoist2 crate3 crate2 distributor0
168:lift hoist2 crate3 pallet0 distributor0
169:lift hoist2 crate3 pallet1 distributor0
170:lift hoist2 crate3 pallet2 distributor0
171:lift hoist2 crate3 pallet3 distributor0
172:lift hoist3 crate0 crate1 distributor1
173:lift hoist3 crate0 crate2 distributor1
174:lift hoist3 crate0 crate3 distributor1
175:lift hoist3 crate0 pallet0 distributor1
176:lift hoist3 crate0 pallet1 distributor1
177:lift hoist3 crate0 pallet2 distributor1
178:lift hoist3 crate0 pallet3 distributor1
179:lift hoist3 crate1 crate0 distributor1
180:lift hoist3 crate1 crate2 distributor1
181:lift hoist3 crate1 crate3 distributor1
182:lift hoist3 crate1 pallet0 distributor1
183:lift hoist3 crate1 pallet1 distributor1
184:lift hoist3 crate1 pallet2 distributor1
185:lift hoist3 crate1 pallet3 distributor1
186:lift hoist3 crate2 crate0 distributor1
187:lift hoist3 crate2 crate1 distributor1
188:lift hoist3 crate2 crate3 distributor1
189:lift hoist3 crate2 pallet0 distributor1
190:lift hoist3 crate2 pallet1 distributor1
191:lift hoist3 crate2 pallet2 distributor1
192:lift hoist3 crate2 pallet3 distributor1
193:lift hoist3 crate3 crate0 distributor1
194:lift hoist3 crate3 crate1 distributor1
195:lift hoist3 crate3 crate2 distributor1
196:lift hoist3 crate3 pallet0 distributor1
197:lift hoist3 crate3 pallet1 distributor1
198:lift hoist3 crate3 pallet2 distributor1
199:lift hoist3 crate3 pallet3 distributor1
200:load hoist0 crate0 truck0 depot0
201:load hoist0 crate0 truck1 depot0
202:load hoist0 crate1 truck0 depot0
203:load hoist0 crate1 truck1 depot0
204:load hoist0 crate2 truck0 depot0
205:load hoist0 crate2 truck1 depot0
206:load hoist0 crate3 truck0 depot0
207:load hoist0 crate3 truck1 depot0
208:load hoist1 crate0 truck0 depot1
209:load hoist1 crate0 truck1 depot1
210:load hoist1 crate1 truck0 depot1
211:load hoist1 crate1 truck1 depot1
212:load hoist1 crate2 truck0 depot1
213:load hoist1 crate2 truck1 depot1
214:load hoist1 crate3 truck0 depot1
215:load hoist1 crate3 truck1 depot1
216:load hoist2 crate0 truck0 distributor0
217:load hoist2 crate0 truck1 distributor0
218:load hoist2 crate1 truck0 distributor0
219:load hoist2 crate1 truck1 distributor0
220:load hoist2 crate2 truck0 distributor0
221:load hoist2 crate2 truck1 distributor0
222:load hoist2 crate3 truck0 distributor0
223:load hoist2 crate3 truck1 distributor0
224:load hoist3 crate0 truck0 distributor1
225:load hoist3 crate0 truck1 distributor1
226:load hoist3 crate1 truck0 distributor1
227:load hoist3 crate1 truck1 distributor1
228:load hoist3 crate2 truck0 distributor1
229:load hoist3 crate2 truck1 distributor1
230:load hoist3 crate3 truck0 distributor1
231:load hoist3 crate3 truck1 distributor1
232:unload hoist0 crate0 truck0 depot0
233:unload hoist0 crate0 truck1 depot0
234:unload hoist0 crate1 truck0 depot0
235:unload hoist0 crate1 truck1 depot0
236:unload hoist0 crate2 truck0 depot0
237:unload hoist0 crate2 truck1 depot0
238:unload hoist0 crate3 truck0 depot0
239:unload hoist0 crate3 truck1 depot0
240:unload hoist1 crate0 truck0 depot1
241:unload hoist1 crate0 truck1 depot1
242:unload hoist1 crate1 truck0 depot1
243:unload hoist1 crate1 truck1 depot1
244:unload hoist1 crate2 truck0 depot1
245:unload hoist1 crate2 truck1 depot1
246:unload hoist1 crate3 truck0 depot1
247:unload hoist1 crate3 truck1 depot1
248:unload hoist2 crate0 truck0 distributor0
249:unload hoist2 crate0 truck1 distributor0
250:unload hoist2 crate1 truck0 distributor0
251:unload hoist2 crate1 truck1 distributor0
252:unload hoist2 crate2 truck0 distributor0
253:unload hoist2 crate2 truck1 distributor0
254:unload hoist2 crate3 truck0 distributor0
255:unload hoist2 crate3 truck1 distributor0
256:unload hoist3 crate0 truck0 distributor1
257:unload hoist3 crate0 truck1 distributor1
258:unload hoist3 crate1 truck0 distributor1
259:unload hoist3 crate1 truck1 distributor1
260:unload hoist3 crate2 truck0 distributor1
261:unload hoist3 crate2 truck1 distributor1
262:unload hoist3 crate3 truck0 distributor1
263:unload hoist3 crate3 truck1 distributor1
