0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
250:lift hoist1 crate1 pallet2 depot1
251:lift hoist1 crate1 pallet3 depot1
252:lift hoist1 crate2 crate0 depot1
253:lift hoist1 crate2 crate1 depot1
254:lift hoist1 crate2 crate3 depot1
255:lift hoist1 crate2 crate4 depot1
256:lift hoist1 crate2 crate5 depot1
257:lift hoist1 crate2 pallet0 depot1
258:lift hoist1 crate2 pallet1 depot1
259:lift hoist1 crate2 pallet2 depot1
260:lift hoist1 crate2 pallet3 depot1
261:lift hoist1 crate3 crate0 depot1
262:lift hoist1 crate3 crate1 depot1
263:lift hoist1 crate3 crate2 depot1
264:lift hoist1 crate3 crate4 depot1
265:lift hoist1 crate3 crate5 depot1
266:lift hoist1 crate3 pallet0 depot1
267:lift hoist1 crate3 pallet1 depot1
268:lift hoist1 crate3 pallet2 depot1
269:lift hoist1 crate3 pallet3 depot1
270:lift hoist1 crate4 crate0 depot1
271:lift hoist1 crate4 crate1 depot1
272:lift hoist1 crate4 crate2 depot1
273:lift hoist1 crate4 crate3 depot1
274:lift hoist1 crate4 crate5 depot1
275:lift hoist1 crate4 pallet0 depot1
276:lift hoist1 crate4 pallet1 depot1
277:lift hoist1 crate4 pallet2 depot1
278:lift hoist1 crate4 pallet3 depot1
279:lift hoist1 crate5 crate0 depot1
280:lift hoist1 crate5 crate1 depot1
281:lift hoist1 crate5 crate2 depot1
282:lift hoist1 crate5 crate3 depot1
283:lift hoist1 crate5 crate4 depot1
284:lift hoist1 crate5 pallet0 depot1
285:lift hoist1 crate5 pallet1 depot1
286:lift hoist1 crate5 pallet2 depot1
287:lift hoist1 crate5 pallet3 depot1
288:lift hoist2 crate0 crate1 distributor0
289:lift hoist2 crate0 crate2 distributor0
290:lift hoist2 crate0 crate3 distributor0
291:lift hoist2 crate0 crate4 distributor0
292:lift hoist2 crate0 crate5 distributor0
293:lift hoist2 crate0 pallet0 distributor0
294:lift hoist2 crate0 pallet1 distributor0
295:lift hoist2 crate0 pallet2 distributor0
296:lift hoist2 crate0 pallet3 distributor0
297:lift hoist2 crate1 crate0 distributor0
298:lift hoist2 crate1 crate2 distributor0
299:lift hoist2 crate1 crate3 distributor0
300:lift hoist2 crate1 crate4 distributor0
301:lift hoist2 crate1 crate5 distributor0
302:lift hoist2 crate1 pallet0 distributor0
303:lift hoist2 crate1 pallet1 distributor0
304:lift hoist2 crate1 pallet2 distributor0
305:lift hoist2 crate1 pallet3 distributor0
306:lift hoist2 crate2 crate0 distributor0
307:lift hoist2 crate2 crate1 distributor0
308:lift hoist2 crate2 crate3 distributor0
309:lift hoist2 crate2 crate4 distributor0
310:lift hoist2 crate2 crate5 distributor0
311:lift hoist2 crate2 pallet0 distributor0
312:lift hoist2 crate2 pallet1 distributor0
313:lift hoist2 crate2 pallet2 distributor0
314:lift hoist2 crate2 pallet3 distributor0
315:lift hoist2 crate3 crate0 distributor0
316:lift hoist2 crate3 crate1 distributor0
317:lift hoist2 crate3 crate2 distributor0
318:lift hoist2 crate3 crate4 distributor0
319:lift hoist2 crate3 crate5 distributor0
320:lift hoist2 crate3 pallet0 distributor0
321:lift hoist2 crate3 pallet1 distributor0
322:lift hoist2 crate3 pallet2 distributor0
323:lift hoist2 crate3 pallet3 distributor0
324:lift hoist2 crate4 crate0 distributor0
325:lift hoist2 crate4 crate1 distributor0
326:lift hoist2 crate4 crate2 distributor0
327:lift hoist2 crate4 crate3 distributor0
328:lift hoist2 crate4 crate5 distributor0
329:lift hoist2 crate4 pallet0 distributor0
330:lift hoist2 crate4 pallet1 distributor0
331:lift hoist2 crate4 pallet2 distributor0
332:lift hoist2 crate4 pallet3 distributor0
333:lift hoist2 crate5 crate0 distributor0
334:lift hoist2 crate5 crate1 distributor0
335:lift hoist2 crate5 crate2 distributor0
336:lift hoist2 crate5 crate3 distributor0
337:lift hoist2 crate5 crate4 distributor0
338:lift hoist2 crate5 pallet0 distributor0
339:lift hoist2 crate5 pallet1 distributor0
340:lift hoist2 crate5 pallet2 distributor0
341:lift hoist2 crate5 pallet3 distributor0
342:lift hoist3 crate0 crate1 distributor1
343:lift hoist3 crate0 crate2 distributor1
344:lift hoist3 crate0 crate3 distributor1
345:lift hoist3 crate0 crate4 distributor1
346:lift hoist3 crate0 crate5 distributor1
347:lift hoist3 crate0 pallet0 distributor1
348:lift hoist3 crate0 pallet1 distributor1
349:lift hoist3 crate0 pallet2 distributor1
350:lift hoist3 crate0 pallet3 distributor1
351:lift hoist3 crate1 crate0 distributor1
352:lift hoist3 crate1 crate2 distributor1
353:lift hoist3 crate1 crate3 distributor1
354:lift hoist3 crate1 crate4 distributor1
355:lift hoist3 crate1 crate5 distributor1
356:lift hoist3 crate1 pallet0 distributor1
357:lift hoist3 crate1 pallet1 distributor1
358:lift hoist3 crate1 pallet2 distributor1
359:lift hoist3 crate1 pallet3 distributor1
360:lift hoist3 crate2 crate0 distributor1
361:lift hoist3 crate2 crate1 distributor1
362:lift hoist3 crate2 crate3 distributor1
363:lift hoist3 crate2 crate4 distributor1
364:lift hoist3 crate2 crate5 distributor1
365:lift hoist3 crate2 pallet0 distributor1
366:lift hoist3 crate2 pallet1 distributor1
367:lift hoist3 crate2 pallet2 distributor1
368:lift hoist3 crate2 pallet3 distributor1
369:lift hoist3 crate3 crate0 distributor1
370:lift hoist3 crate3 crate1 distributor1
371:lift hoist3 crate3 crate2 distributor1
372:lift hoist3 crate3 crate4 distributor1
373:lift hoist3 crate3 crate5 distributor1
374:lift hoist3 crate3 pallet0 distributor1
375:lift hoist3 crate3 pallet1 distributor1
376:lift hoist3 crate3 pallet2 distributor1
377:lift hoist3 crate3 pallet3 distributor1
378:lift hoist3 crate4 crate0 distributor1
379:lift hoist3 crate4 crate1 distributor1
380:lift hoist3 crate4 crate2 distributor1
381:lift hoist3 crate4 crate3 distributor1
382:lift hoist3 crate4 crate5 distributor1
383:lift hoist3 crate4 pallet0 distributor1
384:lift hoist3 crate4 pallet1 distributor1
385:lift hoist3 crate4 pallet2 distributor1
386:lift hoist3 crate4 pallet3 distributor1
387:lift hoist3 crate5 crate0 distributor1
388:lift hoist3 crate5 crate1 distributor1
389:lift hoist3 crate5 crate2 distributor1
390:lift hoist3 crate5 crate3 distributor1
391:lift hoist3 crate5 crate4 distributor1
392:lift hoist3 crate5 pallet0 distributor1
393:lift hoist3 crate5 pallet1 distributor1
394:lift hoist3 crate5 pallet2 distributor1
395:lift hoist3 crate5 pallet3 distributor1
396:load hoist0 crate0 truck0 depot0
397:load hoist0 crate0 truck1 depot0
398:load hoist0 crate0 truck2 depot0
399:load hoist0 crate1 truck0 depot0
400:load hoist0 crate1 truck1 depot0
401:load hoist0 crate1 truck2 depot0
402:load hoist0 crate2 truck0 depot0
403:load hoist0 crate2 truck1 depot0
404:load hoist0 crate2 truck2 depot0
405:load hoist0 crate3 truck0 depot0
406:load hoist0 crate3 truck1 depot0
407:load hoist0 crate3 truck2 depot0
408:load hoist0 crate4 truck0 depot0
409:load hoist0 crate4 truck1 depot0
410:load hoist0 crate4 truck2 depot0
411:load hoist0 crate5 truck0 depot0
412:load hoist0 crate5 truck1 depot0
413:load hoist0 crate5 truck2 depot0
414:load hoist1 crate0 truck0 depot1
415:load hoist1 crate0 truck1 depot1
416:load hoist1 crate0 truck2 depot1
417:load hoist1 crate1 truck0 depot1
418:load hoist1 crate1 truck1 depot1
419:load hoist1 crate1 truck2 depot1
420:load hoist1 crate2 truck0 depot1
421:load hoist1 crate2 truck1 depot1
422:load hoist1 crate2 truck2 depot1
423:load hoist1 crate3 truck0 depot1
424:load hoist1 crate3 truck1 depot1
425:load hoist1 crate3 truck2 depot1
426:load hoist1 crate4 truck0 depot1
427:load hoist1 crate4 truck1 depot1
428:load hoist1 crate4 truck2 depot1
429:load hoist1 crate5 truck0 depot1
430:load hoist1 crate5 truck1 depot1
431:load hoist1 crate5 truck2 depot1
432:load hoist2 crate0 truck0 distributor0
433:load hoist2 crate0 truck1 distributor0
434:load hoist2 crate0 truck2 distributor0
435:load hoist2 crate1 truck0 distributor0
436:load hoist2 crate1 truck1 distributor0
437:load hoist2 crate1 truck2 distributor0
438:load hoist2 crate2 truck0 distributor0
439:load hoist2 crate2 truck1 distributor0
440:load hoist2 crate2 truck2 distributor0
441:load hoist2 crate3 truck0 distributor0
442:load hoist2 crate3 truck1 distributor0
443:load hoist2 crate3 truck2 distributor0
444:load hoist2 crate4 truck0 distributor0
445:load hoist2 crate4 truck1 distributor0
446:load hoist2 crate4 truck2 distributor0
447:load hoist2 crate5 truck0 distributor0
448:load hoist2 crate5 truck1 distributor0
449:load hoist2 crate5 truck2 distributor0
450:load hoist3 crate0 truck0 distributor1
451:load hoist3 crate0 truck1 distributor1
452:load hoist3 crate0 truck2 distributor1
453:load hoist3 crate1 truck0 distributor1
454:load hoist3 crate1 truck1 distributor1
455:load hoist3 crate1 truck2 distributor1
456:load hoist3 crate2 truck0 distributor1
457:load hoist3 crate2 truck1 distributor1
458:load hoist3 crate2 truck2 distributor1
459:load hoist3 crate3 truck0 distributor1
460:load hoist3 crate3 truck1 distributor1
461:load hoist3 crate3 truck2 distributor1
462:load hoist3 crate4 truck0 distributor1
463:load hoist3 crate4 truck1 distributor1
464:load hoist3 crate4 truck2 distributor1
465:load hoist3 crate5 truck0 distributor1
466:load hoist3 crate5 truck1 distributor1
467:load hoist3 crate5 truck2 distributor1
468:unload hoist0 crate0 truck0 depot0
469:unload hoist0 crate0 truck1 depot0
470:unload hoist0 crate0 truck2 depot0
471:unload hoist0 crate1 truck0 depot0
472:unload hoist0 crate1 truck1 depot0
473:unload hoist0 crate1 truck2 depot0
474:unload hoist0 crate2 truck0 depot0
475:unload hoist0 crate2 truck1 depot0
476:unload hoist0 crate2 truck2 depot0
477:unload hoist0 crate3 truck0 depot0
478:unload hoist0 crate3 truck1 depot0
479:unload hoist0 crate3 truck2 depot0
480:unload hoist0 crate4 truck0 depot0
481:unload hoist0 crate4 truck1 depot0
482:unload hoist0 crate4 truck2 depot0
483:unload hoist0 crate5 truck0 depot0
484:unload hoist0 crate5 truck1 depot0
485:unload hoist0 crate5 truck2 depot0
486:unload hoist1 crate0 truck0 depot1
487:unload hoist1 crate0 truck1 depot1
488:unload hoist1 crate0 truck2 depot1
489:unload hoist1 crate1 truck0 depot1
490:unload hoist1 crate1 truck1 depot1
491:unload hoist1 crate1 truck2 depot1
492:unload hoist1 crate2 truck0 depot1
493:unload hoist1 crate2 truck1 depot1
494:unload hoist1 crate2 truck2 depot1
495:unload hoist1 crate3 truck0 depot1
496:unload hoist1 crate3 truck1 depot1
497:unload hoist1 crate3 truck2 depot1
498:unload hoist1 crate4 truck0 depot1
499:unload hoist1 crate4 truck1 depot1
500:unload hoist1 crate4 truck2 depot1
501:unload hoist1 crate5 truck0 depot1
502:unload hoist1 crate5 truck1 depot1
503:unload hoist1 crate5 truck2 depot1
504:unload hoist2 crate0 truck0 distributor0
505:unload hoist2 crate0 truck1 distributor0
506:unload hoist2 crate0 truck2 distributor0
507:unload hoist2 crate1 truck0 distributor0
508:unload hoist2 crate1 truck1 distributor0
509:unload hoist2 crate1 truck2 distributor0
510:unload hoist2 crate2 truck0 distributor0
511:unload hoist2 crate2 truck1 distributor0
512:unload hoist2 crate2 truck2 distributor0
513:unload hoist2 crate3 truck0 distributor0
514:unload hoist2 crate3 truck1 distributor0
515:unload hoist2 crate3 truck2 distributor0
516:unload hoist2 crate4 truck0 distributor0
517:unload hoist2 crate4 truck1 distributor0
518:unload hoist2 crate4 truck2 distributor0
519:unload hoist2 crate5 truck0 distributor0
520:unload hoist2 crate5 truck1 distributor0
521:unload hoist2 crate5 truck2 distributor0
522:unload hoist3 crate0 truck0 distributor1
523:unload hoist3 crate0 truck1 distributor1
524:unload hoist3 crate0 truck2 distributor1
525:unload hoist3 crate1 truck0 distributor1
526:unload hoist3 crate1 truck1 distributor1
527:unload hoist3 crate1 truck2 distributor1
528:unload hoist3 crate2 truck0 distributor1
529:unload hoist3 crate2 truck1 distributor1
530:unload hoist3 crate2 truck2 distributor1
531:unload hoist3 crate3 truck0 distributor1
532:unload hoist3 crate3 truck1 distributor1
533:unload hoist3 crate3 truck2 distributor1
534:unload hoist3 crate4 truck0 distributor1
535:unload hoist3 crate4 truck1 distributor1
536:unload hoist3 crate4 truck2 distributor1
537:unload hoist3 crate5 truck0 distributor1
538:unload hoist3 crate5 truck1 distributor1
539:unload hoist3 crate5 truck2 distributor1
