0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drive truck2 depot0 depot1
13:drive truck2 depot0 distributor0
14:drive truck2 depot1 depot0
15:drive truck2 depot1 distributor0
16:drive truck2 distributor0 depot0
17:drive truck2 distributor0 depot1
82:lift hoist2 crate1 pallet0 distributor0
83:lift hoist2 crate1 pallet1 distributor0
84:lift hoist2 crate1 pallet2 distributor0
85:lift hoist2 crate2 crate0 distributor0
86:lift hoist2 crate2 crate1 distributor0
87:lift hoist2 crate2 pallet0 distributor0
88:lift hoist2 crate2 pallet1 distributor0
89:lift hoist2 crate2 pallet2 distributor0
90:load hoist0 crate0 truck0 depot0
91:load hoist0 crate0 truck1 depot0
92:load hoist0 crate0 truck2 depot0
93:load hoist0 crate1 truck0 depot0
94:load hoist0 crate1 truck1 depot0
95:load hoist0 crate1 truck2 depot0
96:load hoist0 crate2 truck0 depot0
97:load hoist0 crate2 truck1 depot0
98:load hoist0 crate2 truck2 depot0
99:load hoist1 crate0 truck0 depot1
100:load hoist1 crate0 truck1 depot1
101:load hoist1 crate0 truck2 depot1
102:load hoist1 crate1 truck0 depot1
103:load hoist1 crate1 truck1 depot1
104:load hoist1 crate1 truck2 depot1
105:load hoist1 crate2 truck0 depot1
106:load hoist1 crate2 truck1 depot1
107:load hoist1 crate2 truck2 depot1
108:load hoist2 crate0 truck0 distributor0
109:load hoist2 crate0 truck1 distributor0
110:load hoist2 crate0 truck2 distributor0
111:load hoist2 crate1 truck0 distributor0
112:load hoist2 crate1 truck1 distributor0
113:load hoist2 crate1 truck2 distributor0
114:load hoist2 crate2 truck0 distributor0
115:load hoist2 crate2 truck1 distributor0
116:load hoist2 crate2 truck2 distributor0
117:unload hoist0 crate0 truck0 depot0
118:unload hoist0 crate0 truck1 depot0
119:unload hoist0 crate0 truck2 depot0
120:unload hoist0 crate1 truck0 depot0
121:unload hoist0 crate1 truck1 depot0
122:unload hoist0 crate1 truck2 depot0
123:unload hoist0 crate2 truck0 depot0
124:unload hoist0 crate2 truck1 depot0
125:unload hoist0 crate2 truck2 depot0
126:unload hoist1 crate0 truck0 depot1
127:unload hoist1 crate0 truck1 depot1
128:unload hoist1 crate0 truck2 depot1
129:unload hoist1 crate1 truck0 depot1
130:unload hoist1 crate1 truck1 depot1
131:unload hoist1 crate1 truck2 depot1
132:unload hoist1 crate2 truck0 depot1
133:unload hoist1 crate2 truck1 depot1
134:unload hoist1 crate2 truck2 depot1
135:unload hoist2 crate0 truck0 distributor0
136:unload hoist2 crate0 truck1 distributor0
137:unload hoist2 crate0 truck2 distributor0
138:unload hoist2 crate1 truck0 distributor0
139:unload hoist2 crate1 truck1 distributor0
140:unload hoist2 crate1 truck2 distributor0
141:unload hoist2 crate2 truck0 distributor0
142:unload hoist2 crate2 truck1 distributor0
143:unload hoist2 crate2 truck2 distributor0
