0:clean-shaker left right shaker1
1:clean-shaker right left shaker1
217:empty-shot right shot6 ingredient4
218:fill-shot shot1 ingredient1 left right dispenser1
219:fill-shot shot1 ingredient1 right left dispenser1
220:fill-shot shot1 ingredient2 left right dispenser2
221:fill-shot shot1 ingredient2 right left dispenser2
222:fill-shot shot1 ingredient3 left right dispenser3
223:fill-shot shot1 ingredient3 right left dispenser3
224:fill-shot shot1 ingredient4 left right dispenser4
225:fill-shot shot1 ingredient4 right left dispenser4
226:fill-shot shot2 ingredient1 left right dispenser1
227:fill-shot shot2 ingredient1 right left dispenser1
228:fill-shot shot2 ingredient2 left right dispenser2
229:fill-shot shot2 ingredient2 right left dispenser2
230:fill-shot shot2 ingredient3 left right dispenser3
231:fill-shot shot2 ingredient3 right left dispenser3
232:fill-shot shot2 ingredient4 left right dispenser4
233:fill-shot shot2 ingredient4 right left dispenser4
234:fill-shot shot3 ingredient1 left right dispenser1
235:fill-shot shot3 ingredient1 right left dispenser1
236:fill-shot shot3 ingredient2 left right dispenser2
237:fill-shot shot3 ingredient2 right left dispenser2
238:fill-shot shot3 ingredient3 left right dispenser3
239:fill-shot shot3 ingredient3 right left dispenser3
240:fill-shot shot3 ingredient4 left right dispenser4
241:fill-shot shot3 ingredient4 right left dispenser4
242:fill-shot shot4 ingredient1 left right dispenser1
243:fill-shot shot4 ingredient1 right left dispenser1
244:fill-shot shot4 ingredient2 left right dispenser2
245:fill-shot shot4 ingredient2 right left dispenser2
246:fill-shot shot4 ingredient3 left right dispenser3
247:fill-shot shot4 ingredient3 right left dispenser3
248:fill-shot shot4 ingredient4 left right dispenser4
249:fill-shot shot4 ingredient4 right left dispenser4
250:fill-shot shot5 ingredient1 left right dispenser1
251:fill-shot shot5 ingredient1 right left dispenser1
252:fill-shot shot5 ingredient2 left right dispenser2
253:fill-shot shot5 ingredient2 right left dispenser2
254:fill-shot shot5 ingredient3 left right dispenser3
255:fill-shot shot5 ingredient3 right left dispenser3
256:fill-shot shot5 ingredient4 left right dispenser4
257:fill-shot shot5 ingredient4 right left dispenser4
258:fill-shot shot6 ingredient1 left right dispenser1
259:fill-shot shot6 ingredient1 right left dispenser1
260:fill-shot shot6 ingredient2 left right dispenser2
261:fill-shot shot6 ingredient2 right left dispenser2
262:fill-shot shot6 ingredient3 left right dispenser3
263:fill-shot shot6 ingredient3 right left dispenser3
264:fill-shot shot6 ingredient4 left right dispenser4
265:fill-shot shot6 ingredient4 right left dispenser4
266:grasp left shaker1
267:grasp left shot1
268:grasp left shot2
269:grasp left shot3
270:grasp left shot4
271:grasp left shot5
272:grasp left shot6
273:grasp right shaker1
274:grasp right shot1
275:grasp right shot2
276:grasp right shot3
277:grasp right shot4
278:grasp right shot5
279:grasp right shot6
280:leave left shaker1
281:leave left shot1
282:leave left shot2
283:leave left shot3
284:leave left shot4
285:leave left shot5
286:leave left shot6
287:leave right shaker1
288:leave right shot1
289:leave right shot2
290:leave right shot3
291:leave right shot4
292:leave right shot5
293:leave right shot6
294:pour-shaker-to-shot cocktail1 shot1 left shaker1 l1 l0
295:pour-shaker-to-shot cocktail1 shot1 left shaker1 l2 l1
296:pour-shaker-to-shot cocktail1 shot1 right shaker1 l1 l0
297:pour-shaker-to-shot cocktail1 shot1 right shaker1 l2 l1
298:pour-shaker-to-shot cocktail1 shot2 left shaker1 l1 l0
299:pour-shaker-to-shot cocktail1 shot2 left shaker1 l2 l1
300:pour-shaker-to-shot cocktail1 shot2 right shaker1 l1 l0
301:pour-shaker-to-shot cocktail1 shot2 right shaker1 l2 l1
302:pour-shaker-to-shot cocktail1 shot3 left shaker1 l1 l0
303:pour-shaker-to-shot cocktail1 shot3 left shaker1 l2 l1
304:pour-shaker-to-shot cocktail1 shot3 right shaker1 l1 l0
305:pour-shaker-to-shot cocktail1 shot3 right shaker1 l2 l1
306:pour-shaker-to-shot cocktail1 shot4 left shaker1 l1 l0
307:pour-shaker-to-shot cocktail1 shot4 left shaker1 l2 l1
308:pour-shaker-to-shot cocktail1 shot4 right shaker1 l1 l0
309:pour-shaker-to-shot cocktail1 shot4 right shaker1 l2 l1
310:pour-shaker-to-shot cocktail1 shot5 left shaker1 l1 l0
311:pour-shaker-to-shot cocktail1 shot5 left shaker1 l2 l1
312:pour-shaker-to-shot cocktail1 shot5 right shaker1 l1 l0
313:pour-shaker-to-shot cocktail1 shot5 right shaker1 l2 l1
314:pour-shaker-to-shot cocktail1 shot6 left shaker1 l1 l0
315:pour-shaker-to-shot cocktail1 shot6 left shaker1 l2 l1
316:pour-shaker-to-shot cocktail1 shot6 right shaker1 l1 l0
317:pour-shaker-to-shot cocktail1 shot6 right shaker1 l2 l1
318:pour-shaker-to-shot cocktail2 shot1 left shaker1 l1 l0
319:pour-shaker-to-shot cocktail2 shot1 left shaker1 l2 l1
320:pour-shaker-to-shot cocktail2 shot1 right shaker1 l1 l0
321:pour-shaker-to-shot cocktail2 shot1 right shaker1 l2 l1
322:pour-shaker-to-shot cocktail2 shot2 left shaker1 l1 l0
323:pour-shaker-to-shot cocktail2 shot2 left shaker1 l2 l1
324:pour-shaker-to-shot cocktail2 shot2 right shaker1 l1 l0
325:pour-shaker-to-shot cocktail2 shot2 right shaker1 l2 l1
326:pour-shaker-to-shot cocktail2 shot3 left shaker1 l1 l0
327:pour-shaker-to-shot cocktail2 shot3 left shaker1 l2 l1
328:pour-shaker-to-shot cocktail2 shot3 right shaker1 l1 l0
329:pour-shaker-to-shot cocktail2 shot3 right shaker1 l2 l1
330:pour-shaker-to-shot cocktail2 shot4 left shaker1 l1 l0
331:pour-shaker-to-shot cocktail2 shot4 left shaker1 l2 l1
332:pour-shaker-to-shot cocktail2 shot4 right shaker1 l1 l0
333:pour-shaker-to-shot cocktail2 shot4 right shaker1 l2 l1
334:pour-shaker-to-shot cocktail2 shot5 left shaker1 l1 l0
335:pour-shaker-to-shot cocktail2 shot5 left shaker1 l2 l1
336:pour-shaker-to-shot cocktail2 shot5 right shaker1 l1 l0
337:pour-shaker-to-shot cocktail2 shot5 right shaker1 l2 l1
338:pour-shaker-to-shot cocktail2 shot6 left shaker1 l1 l0
339:pour-shaker-to-shot cocktail2 shot6 left shaker1 l2 l1
340:pour-shaker-to-shot cocktail2 shot6 right shaker1 l1 l0
341:pour-shaker-to-shot cocktail2 shot6 right shaker1 l2 l1
342:pour-shaker-to-shot cocktail3 shot1 left shaker1 l1 l0
343:pour-shaker-to-shot cocktail3 shot1 left shaker1 l2 l1
344:pour-shaker-to-shot cocktail3 shot1 right shaker1 l1 l0
345:pour-shaker-to-shot cocktail3 shot1 right shaker1 l2 l1
346:pour-shaker-to-shot cocktail3 shot2 left shaker1 l1 l0
347:pour-shaker-to-shot cocktail3 shot2 left shaker1 l2 l1
348:pour-shaker-to-shot cocktail3 shot2 right shaker1 l1 l0
349:pour-shaker-to-shot cocktail3 shot2 right shaker1 l2 l1
350:pour-shaker-to-shot cocktail3 shot3 left shaker1 l1 l0
351:pour-shaker-to-shot cocktail3 shot3 left shaker1 l2 l1
352:pour-shaker-to-shot cocktail3 shot3 right shaker1 l1 l0
353:pour-shaker-to-shot cocktail3 shot3 right shaker1 l2 l1
354:pour-shaker-to-shot cocktail3 shot4 left shaker1 l1 l0
355:pour-shaker-to-shot cocktail3 shot4 left shaker1 l2 l1
356:pour-shaker-to-shot cocktail3 shot4 right shaker1 l1 l0
357:pour-shaker-to-shot cocktail3 shot4 right shaker1 l2 l1
358:pour-shaker-to-shot cocktail3 shot5 left shaker1 l1 l0
359:pour-shaker-to-shot cocktail3 shot5 left shaker1 l2 l1
360:pour-shaker-to-shot cocktail3 shot5 right shaker1 l1 l0
361:pour-shaker-to-shot cocktail3 shot5 right shaker1 l2 l1
362:pour-shaker-to-shot cocktail3 shot6 left shaker1 l1 l0
363:pour-shaker-to-shot cocktail3 shot6 left shaker1 l2 l1
364:pour-shaker-to-shot cocktail3 shot6 right shaker1 l1 l0
365:pour-shaker-to-shot cocktail3 shot6 right shaker1 l2 l1
366:pour-shaker-to-shot cocktail4 shot1 left shaker1 l1 l0
367:pour-shaker-to-shot cocktail4 shot1 left shaker1 l2 l1
368:pour-shaker-to-shot cocktail4 shot1 right shaker1 l1 l0
369:pour-shaker-to-shot cocktail4 shot1 right shaker1 l2 l1
370:pour-shaker-to-shot cocktail4 shot2 left shaker1 l1 l0
371:pour-shaker-to-shot cocktail4 shot2 left shaker1 l2 l1
372:pour-shaker-to-shot cocktail4 shot2 right shaker1 l1 l0
373:pour-shaker-to-shot cocktail4 shot2 right shaker1 l2 l1
374:pour-shaker-to-shot cocktail4 shot3 left shaker1 l1 l0
375:pour-shaker-to-shot cocktail4 shot3 left shaker1 l2 l1
376:pour-shaker-to-shot cocktail4 shot3 right shaker1 l1 l0
377:pour-shaker-to-shot cocktail4 shot3 right shaker1 l2 l1
378:pour-shaker-to-shot cocktail4 shot4 left shaker1 l1 l0
379:pour-shaker-to-shot cocktail4 shot4 left shaker1 l2 l1
380:pour-shaker-to-shot cocktail4 shot4 right shaker1 l1 l0
381:pour-shaker-to-shot cocktail4 shot4 right shaker1 l2 l1
382:pour-shaker-to-shot cocktail4 shot5 left shaker1 l1 l0
383:pour-shaker-to-shot cocktail4 shot5 left shaker1 l2 l1
384:pour-shaker-to-shot cocktail4 shot5 right shaker1 l1 l0
385:pour-shaker-to-shot cocktail4 shot5 right shaker1 l2 l1
386:pour-shaker-to-shot cocktail4 shot6 left shaker1 l1 l0
387:pour-shaker-to-shot cocktail4 shot6 left shaker1 l2 l1
388:pour-shaker-to-shot cocktail4 shot6 right shaker1 l1 l0
389:pour-shaker-to-shot cocktail4 shot6 right shaker1 l2 l1
390:pour-shaker-to-shot ingredient1 shot1 left shaker1 l1 l0
391:pour-shaker-to-shot ingredient1 shot1 left shaker1 l2 l1
392:pour-shaker-to-shot ingredient1 shot1 right shaker1 l1 l0
393:pour-shaker-to-shot ingredient1 shot1 right shaker1 l2 l1
394:pour-shaker-to-shot ingredient1 shot2 left shaker1 l1 l0
395:pour-shaker-to-shot ingredient1 shot2 left shaker1 l2 l1
396:pour-shaker-to-shot ingredient1 shot2 right shaker1 l1 l0
397:pour-shaker-to-shot ingredient1 shot2 right shaker1 l2 l1
398:pour-shaker-to-shot ingredient1 shot3 left shaker1 l1 l0
399:pour-shaker-to-shot ingredient1 shot3 left shaker1 l2 l1
400:pour-shaker-to-shot ingredient1 shot3 right shaker1 l1 l0
401:pour-shaker-to-shot ingredient1 shot3 right shaker1 l2 l1
402:pour-shaker-to-shot ingredient1 shot4 left shaker1 l1 l0
403:pour-shaker-to-shot ingredient1 shot4 left shaker1 l2 l1
404:pour-shaker-to-shot ingredient1 shot4 right shaker1 l1 l0
405:pour-shaker-to-shot ingredient1 shot4 right shaker1 l2 l1
406:pour-shaker-to-shot ingredient1 shot5 left shaker1 l1 l0
407:pour-shaker-to-shot ingredient1 shot5 left shaker1 l2 l1
408:pour-shaker-to-shot ingredient1 shot5 right shaker1 l1 l0
409:pour-shaker-to-shot ingredient1 shot5 right shaker1 l2 l1
410:pour-shaker-to-shot ingredient1 shot6 left shaker1 l1 l0
411:pour-shaker-to-shot ingredient1 shot6 left shaker1 l2 l1
412:pour-shaker-to-shot ingredient1 shot6 right shaker1 l1 l0
413:pour-shaker-to-shot ingredient1 shot6 right shaker1 l2 l1
414:pour-shaker-to-shot ingredient2 shot1 left shaker1 l1 l0
415:pour-shaker-to-shot ingredient2 shot1 left shaker1 l2 l1
416:pour-shaker-to-shot ingredient2 shot1 right shaker1 l1 l0
417:pour-shaker-to-shot ingredient2 shot1 right shaker1 l2 l1
418:pour-shaker-to-shot ingredient2 shot2 left shaker1 l1 l0
419:pour-shaker-to-shot ingredient2 shot2 left shaker1 l2 l1
420:pour-shaker-to-shot ingredient2 shot2 right shaker1 l1 l0
421:pour-shaker-to-shot ingredient2 shot2 right shaker1 l2 l1
422:pour-shaker-to-shot ingredient2 shot3 left shaker1 l1 l0
423:pour-shaker-to-shot ingredient2 shot3 left shaker1 l2 l1
424:pour-shaker-to-shot ingredient2 shot3 right shaker1 l1 l0
425:pour-shaker-to-shot ingredient2 shot3 right shaker1 l2 l1
426:pour-shaker-to-shot ingredient2 shot4 left shaker1 l1 l0
427:pour-shaker-to-shot ingredient2 shot4 left shaker1 l2 l1
428:pour-shaker-to-shot ingredient2 shot4 right shaker1 l1 l0
429:pour-shaker-to-shot ingredient2 shot4 right shaker1 l2 l1
430:pour-shaker-to-shot ingredient2 shot5 left shaker1 l1 l0
431:pour-shaker-to-shot ingredient2 shot5 left shaker1 l2 l1
432:pour-shaker-to-shot ingredient2 shot5 right shaker1 l1 l0
433:pour-shaker-to-shot ingredient2 shot5 right shaker1 l2 l1
434:pour-shaker-to-shot ingredient2 shot6 left shaker1 l1 l0
435:pour-shaker-to-shot ingredient2 shot6 left shaker1 l2 l1
436:pour-shaker-to-shot ingredient2 shot6 right shaker1 l1 l0
437:pour-shaker-to-shot ingredient2 shot6 right shaker1 l2 l1
438:pour-shaker-to-shot ingredient3 shot1 left shaker1 l1 l0
439:pour-shaker-to-shot ingredient3 shot1 left shaker1 l2 l1
440:pour-shaker-to-shot ingredient3 shot1 right shaker1 l1 l0
441:pour-shaker-to-shot ingredient3 shot1 right shaker1 l2 l1
442:pour-shaker-to-shot ingredient3 shot2 left shaker1 l1 l0
443:pour-shaker-to-shot ingredient3 shot2 left shaker1 l2 l1
444:pour-shaker-to-shot ingredient3 shot2 right shaker1 l1 l0
445:pour-shaker-to-shot ingredient3 shot2 right shaker1 l2 l1
446:pour-shaker-to-shot ingredient3 shot3 left shaker1 l1 l0
447:pour-shaker-to-shot ingredient3 shot3 left shaker1 l2 l1
448:pour-shaker-to-shot ingredient3 shot3 right shaker1 l1 l0
449:pour-shaker-to-shot ingredient3 shot3 right shaker1 l2 l1
450:pour-shaker-to-shot ingredient3 shot4 left shaker1 l1 l0
451:pour-shaker-to-shot ingredient3 shot4 left shaker1 l2 l1
452:pour-shaker-to-shot ingredient3 shot4 right shaker1 l1 l0
453:pour-shaker-to-shot ingredient3 shot4 right shaker1 l2 l1
454:pour-shaker-to-shot ingredient3 shot5 left shaker1 l1 l0
455:pour-shaker-to-shot ingredient3 shot5 left shaker1 l2 l1
456:pour-shaker-to-shot ingredient3 shot5 right shaker1 l1 l0
457:pour-shaker-to-shot ingredient3 shot5 right shaker1 l2 l1
458:pour-shaker-to-shot ingredient3 shot6 left shaker1 l1 l0
459:pour-shaker-to-shot ingredient3 shot6 left shaker1 l2 l1
460:pour-shaker-to-shot ingredient3 shot6 right shaker1 l1 l0
461:pour-shaker-to-shot ingredient3 shot6 right shaker1 l2 l1
462:pour-shaker-to-shot ingredient4 shot1 left shaker1 l1 l0
463:pour-shaker-to-shot ingredient4 shot1 left shaker1 l2 l1
464:pour-shaker-to-shot ingredient4 shot1 right shaker1 l1 l0
465:pour-shaker-to-shot ingredient4 shot1 right shaker1 l2 l1
466:pour-shaker-to-shot ingredient4 shot2 left shaker1 l1 l0
467:pour-shaker-to-shot ingredient4 shot2 left shaker1 l2 l1
468:pour-shaker-to-shot ingredient4 shot2 right shaker1 l1 l0
469:pour-shaker-to-shot ingredient4 shot2 right shaker1 l2 l1
470:pour-shaker-to-shot ingredient4 shot3 left shaker1 l1 l0
471:pour-shaker-to-shot ingredient4 shot3 left shaker1 l2 l1
472:pour-shaker-to-shot ingredient4 shot3 right shaker1 l1 l0
473:pour-shaker-to-shot ingredient4 shot3 right shaker1 l2 l1
474:pour-shaker-to-shot ingredient4 shot4 left shaker1 l1 l0
475:pour-shaker-to-shot ingredient4 shot4 left shaker1 l2 l1
476:pour-shaker-to-shot ingredient4 shot4 right shaker1 l1 l0
477:pour-shaker-to-shot ingredient4 shot4 right shaker1 l2 l1
478:pour-shaker-to-shot ingredient4 shot5 left shaker1 l1 l0
479:pour-shaker-to-shot ingredient4 shot5 left shaker1 l2 l1
480:pour-shaker-to-shot ingredient4 shot5 right shaker1 l1 l0
481:pour-shaker-to-shot ingredient4 shot5 right shaker1 l2 l1
482:pour-shaker-to-shot ingredient4 shot6 left shaker1 l1 l0
483:pour-shaker-to-shot ingredient4 shot6 left shaker1 l2 l1
484:pour-shaker-to-shot ingredient4 shot6 right shaker1 l1 l0
485:pour-shaker-to-shot ingredient4 shot6 right shaker1 l2 l1
486:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l0 l1
487:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 left l1 l2
488:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l0 l1
489:pour-shot-to-clean-shaker shot1 ingredient1 shaker1 right l1 l2
490:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l0 l1
491:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 left l1 l2
492:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l0 l1
493:pour-shot-to-clean-shaker shot1 ingredient2 shaker1 right l1 l2
494:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l0 l1
495:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 left l1 l2
496:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l0 l1
497:pour-shot-to-clean-shaker shot1 ingredient3 shaker1 right l1 l2
498:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l0 l1
499:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 left l1 l2
500:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l0 l1
501:pour-shot-to-clean-shaker shot1 ingredient4 shaker1 right l1 l2
502:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 left l0 l1
503:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 left l1 l2
504:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 right l0 l1
505:pour-shot-to-clean-shaker shot2 ingredient1 shaker1 right l1 l2
506:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 left l0 l1
507:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 left l1 l2
508:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 right l0 l1
509:pour-shot-to-clean-shaker shot2 ingredient2 shaker1 right l1 l2
510:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 left l0 l1
511:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 left l1 l2
512:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 right l0 l1
513:pour-shot-to-clean-shaker shot2 ingredient3 shaker1 right l1 l2
514:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 left l0 l1
515:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 left l1 l2
516:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 right l0 l1
517:pour-shot-to-clean-shaker shot2 ingredient4 shaker1 right l1 l2
518:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l0 l1
519:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 left l1 l2
520:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l0 l1
521:pour-shot-to-clean-shaker shot3 ingredient1 shaker1 right l1 l2
522:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 left l0 l1
523:pour-shot-to-clean-shaker shot3 ingredient2 shaker1 left l1 l2
